Start Phrase,Ending 1,Ending 2,Labels,Response,answer,not_generated,match
Macho yake yalikua kama mto wkati wa kiangazi.,Alitokwa na machozi mengi ya uchungu,Hakutokwa na machozi mengi ya uchungu,1,"{
  ""answer"": 0,
  ""explanation"": ""The phrase 'Macho yake yalikua kama mto wakati wa kiangazi' is comparing the person's tears to a river in the dry season, indicating that they were crying a lot and feeling a lot of pain. Option 0) Alitokwa na machozi mengi ya uchungu (He was shedding many tears of pain) is the closest meaning to the metaphor.""
}",0,,0
Alihisi kifua chake kimeganda kama barafu,Mapigo yake ya moyo yalienda kwa kasi mno,Mapingo yake ya moyo yalienda taratibu,1,"{
  ""answer"": 0,
  ""explanation"": ""In this metaphor, the comparison is made between the hardened chest and ice, indicating that the heartbeats are fast and rigid, not slow and calm.""
}",0,,0
Walibishana hadi wakashikana mashati,Walibishana hadi wakapigana,Walibishana lakini hawakupigana,0,"{
  ""answer"": 1,
  ""explanation"": ""The phrase 'Walibishana hadi wakashikana mashati' metaphorically means that they were arguing until they physically held onto each other's shirts, implying a heated argument or confrontation that did not necessarily result in a physical fight. Option 1) 'Walibishana lakini hawakupigana' captures this meaning more accurately, as it conveys the idea that they were arguing but did not resort to fighting.""
}",1,,0
Upele humuota asiye na kucha,Bahati  hukumkuta asiye na uwezo wa kuitumia,Bahati humkuta mwenye uwezo wa kuitumia,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Upele humuota asiye na kucha"" typically refers to luck finding someone who is capable or ready to handle a situation. Option 1) ""Bahati humkuta mwenye uwezo wa kuitumia"" closely matches this meaning, as it suggests that luck finds someone who is able to utilize it.",1,,0
"Aisha, endelea tu kupiga mdomo","Aisha, funga mdomo wako","Aisha, endelea tu kuongea sana",1,"{
  ""answer"": 0
} 

The metaphor ""Aisha, endelea tu kupiga mdomo"" is closer in meaning to ""Aisha, endelea tu kuongea sana"" as both phrases imply that Aisha should continue talking. Option 1 reflects the intended meaning, so the answer is 1.",0,,0
Hakuna marefu yasiyokuwa na ncha,Hakuna jambo lisilokua na mwisho,Kila jambo lina mwisho,0,"{
  ""answer"": 1,
  ""explanation"": ""The phrase 'Hakuna marefu yasiyokuwa na ncha' translates to 'There is no tall thing without an end'. This indicates that everything has an end, making the closest meaning 'Kila jambo lina mwisho' which translates to 'Everything has an end'.""
}",1,,0
Tatizo lako unapenda kufa mwenyewe,Tatizo lako unapenda sana kusaidiwa kufanya mambo yako,Tatizo lako haupendi kabisa kusaidiwa kufanya mambo yako,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Tatizo lako unapenda kufa mwenyewe"" implies that the person prefers doing things on their own without seeking help. Option 0) ""Tatizo lako unapenda sana kusaidiwa kufanya mambo yako"" closely aligns with this meaning, indicating that the person prefers to handle things independently. Option 1) ""Tatizo lako haupendi kabisa kusaidiwa kufanya mambo yako"" suggests the opposite meaning, that the person does not like to be helped, which contradicts the metaphor.",0,,0
Babu yangu alikua ni mtu wa miraba minne,Babu yangu alikua ni mtu mwenye mwili mkubwa,Babu yangu hakua mtu mwenye mwili mkubwa,0,"{
  ""answer"": 1
} 

Explanation: In this metaphor, ""Babu yangu alikua ni mtu wa miraba minne,"" the use of the phrase ""miraba minne"" does not refer to physical size or body build. Instead, it is likely referring to the idea that the grandfather was a strong, powerful, or influential person. Option 1) ""Babu yangu hakua mtu mwenye mwili mkubwa"" aligns more closely with this interpretation as it focuses on the character of the grandfather rather than his physical appearance.",1,,0
Mchumia juani hulia kivulini,Atafutae kwa shida ataishi kwa starehe,Atafutae kwa shida hataishi kwa starehe,0,"{
  ""answer"": 1
} 
The metaphor ""Mchumia juani hulia kivulini"" means that someone who works hard in the sun will be able to enjoy the shade later on. Therefore, the option ""Atafutae kwa shida hataishi kwa starehe"" (someone who works hard will not live comfortably) is the closest meaning to the metaphor.",1,,0
Maneno yake yalimtokea puani,Alijutia maneno yake,Hakujutia maneno yake,0,"{
  ""answer"": 1
} 

The metaphor ""Maneno yake yalimtokea puani"" can be interpreted as someone not regretting their words, meaning they were confident in what they said and stood by it. Option 1) ""Hakujutia maneno yake"" best represents this interpretation.",1,,0
Unaweza panda nazi ukavuna koroma,Utapata kulingana na juhudi unazoweka,Hautapata kulingana na juhudi unazoweka,1,"{
    ""answer"": 0
}

Explanation: The metaphor is suggesting that hard work will lead to success. Just like climbing a coconut tree to harvest coconuts requires effort, so does achieving success in general. Therefore, the closest meaning to the metaphor is ""Utapata kulingana na juhudi unazoweka"" which translates to ""You will reap according to the effort you put in.""",0,,0
Neno la Mungu ni gari bila mafuta,Neno la Mungu linatosha kukuongoza vyema,Neno la Mungu halitoshi kukuongoza,1,"{
  ""answer"": 0,
  ""explanation"": ""The metaphor 'Neno la Mungu ni gari bila mafuta' implies that the Word of God is like a car without fuel, meaning that the Word of God is sufficient to guide you well, just like how fuel is necessary for a car to function properly.""
}",0,,0
Ujana maji ya moto,Ujana una changamoto nyingi,Ujana hauna changamoto nyingi,0,"{
  ""answer"": 1
} 

Explanation: The metaphor ""Ujana maji ya moto"" is likely referring to the idea that youth is a time of passion, energy, and vibrancy, similar to hot water. Therefore, the option ""Ujana hauna changamoto nyingi"" (Youth does not have many challenges) is the closest meaning as it implies that youth is not burdened with many challenges.",1,,0
Habari za kifo cha mama yake zilikua kama wimbo wa gitaa kwake,Aliiumia sana baada ya kujulishwa kuhusu kifo cha mama yake,Hakuumia sana baada ya kujulishwa kuhusu kifo cha mama yake,1,"{
  ""answer"": 0
} 

Explanation: The metaphor comparing the news of the death of her mother to the strumming of a guitar suggests that it was very painful for her, similar to the emotional impact of a sad song being played on a guitar. Option 0 reflects this interpretation, as it states that she was very hurt after being informed about the death of her mother.",0,,0
Msanii ni kioo cha chumbani kwake,Afanyayo msanii hutokana na jamii inayomzunguka,Afanyayo msanii hayatokani na jamii inayomzunguka,1,"{
  ""answer"": 0,
  ""explanation"": ""In this metaphor, comparing an artist to a mirror in their room suggests that the art created by the artist is a reflection of the society around them. Therefore, option 0 is the closest meaning as it implies that an artist's work is influenced by the community or society they are a part of.""
}",0,,0
George Foreman alikua na ngumi ya kike,George Foreman alikua na ngumi nzito mno,George Foreman hakua na ngumi nzito,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""George Foreman alikua na ngumi ya kike"" implies that George Foreman had a powerful punch like a heavyweight boxer, not that he did not have a strong punch. By comparing his punch to a heavyweight boxer's, it suggests that his punch was very strong, not weak.",0,,0
Alionekana yupo sawa na wengine kama pundamilia.,Alionekana yupo tofauti na wengine,Alionekana yupo sawa na wengine,1,"{
  ""answer"": 0
} 

Explanation: The phrase ""Alionekana yupo sawa na wengine kama pundamilia"" translates to ""He appeared to be the same as others like a zebra."" Here, the metaphor of being like a zebra implies blending in with the crowd and appearing similar to everyone else. Therefore, the closest meaning is ""Alionekana yupo sawa na wengine"" which means ""He appeared to be the same as others.""",0,,0
Upepo ulipita ukimnong’oneza,Upepo ulipita ukitoa sauti kubwa,Hakuusikia upepo wakati unapita,0,"{
  ""question"": ""Upepo ulipita ukimnong’oneza"",
  ""option_selected"": 1,
  ""explanation"": ""This metaphor suggests that the wind passed silently or whispered, indicating that it was not heard while passing. The second option captures this meaning better."",
  ""output"": 1
}",1,,0
Usipende kua vuguvugu,Usipende kutokua na msimamo,Usipende kua na msimamo,0,"{
  ""Explanation"": ""The metaphor is warning against being wishy-washy or indecisive, so the closest meaning would be having no stance or being undecided."",
  ""Answer"": 1
}",1,,0
Penda kua vuguvugu,Usipende kutokua na msimamo,Usipende kua na msimamo,1,"{
  ""question"": ""Penda kua vuguvugu"",
  ""option_0"": ""Usipende kutokua na msimamo"",
  ""option_1"": ""Usipende kua na msimamo"",
  ""explanation"": ""The metaphor suggests being adaptable and flexible rather than rigid and inflexible, so the closest meaning is 'Usipende kutokua na msimamo' which means 'Do not love being without a stance'"",
  ""answer"": 0
}",0,,0
Yule hana kifua.,Anajua kutunza siri,Yeye hawezi kutunza siri,0,"{
  ""answer"": 1
} 

In this metaphor, ""Yule hana kifua"" translates to ""They cannot keep a secret."" Option 1) Yeye hawezi kutunza siri is the closest meaning to this metaphor as it directly correlates to the inability to keep a secret.",1,,0
Yeye ana kifua.,Anajua kutunza siri,Yeye hawezi kutunza siri,1,"{
  ""Answer"": 0
} 

Explanation: The metaphor ""Yeye ana kifua"" is commonly used to describe someone who can keep secrets or is trustworthy. Therefore, the closest meaning to the metaphor is ""Anajua kutunza siri"" which translates to ""He knows how to keep secrets"" in Swahili.",0,,0
Ana upara kama jagwa la Sahara,Hana nywele,Ana nywele nyingi,0,"{
  ""answer"": 1
} 

In this metaphor, Ana is being compared to the jagwa (cheetah) of the Sahara. Since cheetahs are known for having a lot of hair (fur), the closest meaning would be option 1) Ana nywele nyingi (she has a lot of hair).",1,,0
Kukopa ni harusi,Kukopa ni raha sana,Kulipa ni tabu sana,0,"{
  ""explanation"": ""The metaphor 'Kukopa ni harusi' is commonly used to emphasize that borrowing money is easy and enjoyable (like attending a wedding party), whereas repaying the loan is difficult and stressful."",
  ""answer"": 1
}",1,,0
Anafanya kazi kama jongoo,Yeye anafanya shughuli nyingi,Yeye anafanya shughuli chache,1,"{
  ""answer"": 0,
  ""explanation"": ""Jongoo anavyoendelea polepole, hivyo hapa inamaanisha kwamba mtu anafanya kazi polepole na kwa makini, hivyo ni kazi nyingi.""
}",0,,0
Taa inatoa mwanga kama tobo kubwa jeusi katikati ya vakyumu.,Taa ina mwanga mkali sana,Taa haitoi mwanga kabisa,1,"{
  ""answer"": 0,
  ""explanation"": ""The metaphor compares the brightness of the light to a big black hole in the middle of darkness, indicating that the light is very bright.""
}",0,,0
Yeye anaonekana kama jokeri,Yeye  anavutia,Yeye ni mbaya na havutii,1,"{
  ""explanation"": ""The phrase 'Yeye anaonekana kama jokeri' implies that the person being described appears to be like a joker, which usually means they are funny, entertaining, or playful. Therefore, the closest meaning would be 'Yeye anavutia' which translates to 'He is attractive.'"",
  ""answer"": 0
}",0,,0
Filamu hii ina kina cha dimbwi.,Filamu imebeba maana kubwa sana,Filamu imebeba maudhui madogo sana.,1,"{
  ""answer"": 0
}

The metaphor ""Filamu hii ina kina cha dimbwi"" compares the film to the depth of a pool, suggesting that it holds significant meaning or depth. Therefore, the closest meaning would be ""Filamu imebeba maana kubwa sana"" (The film carries a huge significance).",0,,0
Aliruka juu kama Panzi,Mrukaji aliruka juu sana,Mrukaji hakuruka juu sana,0,"{
  ""answer"": 1
} 

In this metaphor, ""Aliruka juu kama Panzi"" is comparing someone jumping high to a grasshopper. Grasshoppers are known to jump high, so the meaning closer to the metaphor would be Option 1) Mrukaji hakuruka juu sana (The jumper did not jump very high).",1,,0
Filamu ilikuwa inatisha kama mdoli mzuri.,Filamu ilikuwa inatisha,Filamu ilikuwa haitishi,1,"{
  ""Explanation"": ""The metaphor compares the film to a beautiful doll, implying that the film was both scary and visually appealing."",
  ""Answer"": 0
}",0,,0
kazi ilikuwa rahisi kama kumsukuma mlevi.,Kazi ilikuwa rahisi sana,Kazi ilikuwa ngumu,0,"{
  ""answer"": 1
} 
The metaphor ""kazi ilikuwa rahisi kama kumsukuma mlevi"" compares the ease of the task to pushing a drunk person, implying that the task was difficult rather than easy. Therefore, the closest meaning is ""Kazi ilikuwa ngumu"" (Option 1).",1,,0
Amani ni kama mwanadamu kupaa,Haiwezekani kuwa na amani,Inawezekana kuwa na amani,0,"{
  ""answer"": 1
} 

In this metaphor, ""Amani ni kama mwanadamu kupaa"" implies that it is possible to achieve peace just like it is possible for a human to fly. Therefore, the closest meaning is ""Inawezekana kuwa na amani"" which translates to ""It is possible to have peace.""",1,,0
Sina njaa kama Chatu aliyemeza windo lake.,Nina njaa kali,Sina njaa,1,"{
	""answer"": 0
} 

Explanation: The metaphor ""Sina njaa kama Chatu aliyemeza windo lake"" translates to ""I am hungry like a python that swallowed its window."" This implies having a very strong hunger. Therefore, the closest meaning is option 0) Nina njaa kali (I am very hungry).",0,,0
Upendo ni kama kumwaga maji baharini,Upendo ni muhimu,Upendo hauna umuhimu,1,"{
  ""explanation"": ""Just like pouring water into the ocean, love is endless and vast, emphasizing its importance."",
  ""answer"": 0
}",0,,0
Elimu ni mto,Elimu haina mwisho,Elimu ina mwisho,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Elimu ni mto"" implies that education is like a river, suggesting that it is continuous and never-ending, flowing constantly. Therefore, the closest meaning is ""Elimu haina mwisho"" which translates to ""Education has no end.""",0,,0
Rafiki angu ni ua jeusi,Rafiki yangu ni mzuri,Rafiki yangu ni mbaya,1,"{
  ""answer"": 0,
  ""explanation"": ""The metaphor compares a friend to a dark cloud, which is typically associated with rain or a storm. Therefore, the closest meaning would be 'Rafiki yangu ni mzuri' which means 'My friend is good'.""
}",0,,0
Kijana ni maji kwenye mtungi,Kijana ni mtulivu sana,Kijana han utulivu,0,"{
  ""answer"": 1
} 

In this metaphor, ""Kijana ni maji kwenye mtungi,"" the comparison is between a young person and water in a container. Water in a container is often unstable and restless, constantly moving around. Therefore, the meaning that is closest to this metaphor is ""Kijana han utulivu"" which means the young person is restless.",1,,0
Maisha yamenipiga chenga,Maisha yangu ni mazuri,Maisha yangu ni mabaya,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Maisha yamenipiga chenga"" translates to life has outsmarted me or life has been tricky for me, which is closer in meaning to the negative connotation implying that life has been challenging or difficult, not that life has been good or positive. Hence, the option ""Maisha yangu ni mabaya"" is the closest in meaning.",1,,0
Maisha nimeyapiga bao,Maisha yangu ni mazuri,Maisha yangu ni mabaya,1,"{
  ""answer"": 0
}

Explanation: In this metaphor, ""Maisha nimeyapiga bao"" can be interpreted as ""I am doing well in life"" because scoring a goal in a game signifies success or achievement. Therefore, the closest meaning is option 0) Maisha yangu ni mazuri (My life is good).",0,,0
Watu wamepelea katika sherehe,Watu wengi wamefika katika sherehe,Watu wachache sana wamefika katika sherehe,1,"{
  ""Explanation"": ""The metaphor implies a large number of people attending the celebration"",
  ""Answer"": 0
}",0,,0
Alikuja na kikundi cha watoto,Alikuja na watoto wengi,Alikuja na watoto wachache,1,"{
  ""answer"": 0,
  ""explanation"": ""In this metaphor, 'Alikuja na kikundi cha watoto' suggests that Alikuja came with a large group of children, thereby implying that there were many children with him. Therefore, the closest meaning to this metaphor is 'Alikuja na watoto wengi' (He came with many children).""
}",0,,0
Sisi hatupikiki chungu kimoja,Mimi na mdogo wangu hatupatani,Mimi na mdogo wangu tunapatana,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Sisi hatupikiki chungu kimoja"" is comparing two people not being able to be cooked in the same pot. In this context, it implies that ""Mimi na mdogo wangu tunapatana,"" meaning that the speaker and their younger sibling get along well and agree with each other.",1,,0
Yeye ni kiazi,Yeye ni mzembe,Yeye sio mzembe,0,"{
  ""answer"": 1
} 

Explanation: In this metaphor, comparing someone to a potato is likely referring to the person being hardworking and sturdy. Therefore, the closest meaning to this metaphor would be ""Yeye sio mzembe"" which means ""they are not lazy"".",1,,0
Rafiki yangu ananipaka pilipili,Rafiki yangu ananipa sifa nzuri,Rafiki yangu ananipa sifa mbaya,1,"{
  ""Question1"": ""Rafiki yangu ananipaka pilipili"",
  ""OptionChosen"": 0,
  ""Explanation"": ""In this metaphor, 'pilipili' generally represents something spicy or hot. If a friend is 'pakaing pilipili', it implies that they are giving you compliments or praising you (akin to adding spice or flavor to your personality). Therefore, the closest meaning would be that the friend is giving good compliments or praise."",
  ""Answer"": ""0""
}",0,,0
Alfred alienda kupima akakutwa na umeme,Alfred alienda kupima akakutwa na ukimwi,Alfred alienda kupima lakini hakukutwa na ukimwi,0,"{
  ""answer"": 1
} 

In this metaphor, ""Alfred alienda kupima akakutwa na umeme,"" the closest meaning is Option 1) Alfred alienda kupima lakini hakukutwa na ukimwi. This is because the metaphor is comparing the unexpected outcome of finding electricity (umeme) during a routine activity of testing to the unexpected outcome of not being diagnosed with HIV/AIDS (ukimwi) during a medical test.",1,,0
Jamaa alitoka baruti,Jamaa alikimbia kwa kasi,Jamaa alizubaa alivyokutana na vibaka,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Jamaa alitoka baruti"" does not literally mean someone came out of a gun. It suggests that the person reacted in a startled or shocked manner, similar to how someone might react when encountering thieves or criminals (vibaka). Therefore, the closest meaning would be option 1) Jamaa alizubaa alivyokutana na vibaka.",1,,0
Yule mbunge ni bendera hufuata upepo,Yule mbunge hana msimamo,Yule mbunge ana msimamo,0,"{
  ""answer"": 1
}

Explanation: This metaphor is comparing a politician to a flag that follows the direction of the wind. This implies that the politician is not firm in their beliefs or principles, similar to how a flag moves with the wind. Therefore, the option ""Yule mbunge hana msimamo"" (the politician does not have principles) is the closest meaning to the metaphor.",1,,0
Kulipa uovu ni kujipalia makaa ya moto,Kulipa uovu si sahihi,Kulipa uovu ni sahihi,0,"{
	""answer"": 1
}

Explanation: The metaphor ""Kulipa uovu ni kujipalia makaa ya moto"" suggests that retaliating with evil is like setting oneself on fire, which implies that seeking revenge or returning evil for evil is harmful and self-destructive. Therefore, the closest meaning to the metaphor is ""Kulipa uovu ni sahihi"" which implies that retaliation with evil is justified.",1,,0
Kulipa uovu ni kujipalilia matunda,Kulipa uovu si sahihi,Kulipa uovu ni sahihi,1,"{
  ""question"": ""Kulipa uovu ni kujipalilia matunda"",
  ""option1"": ""Kulipa uovu si sahihi"",
  ""option2"": ""Kulipa uovu ni sahihi"",
  ""explanation"": ""This metaphor suggests that paying back evil with evil is like nurturing bad behavior which will result in negative consequences or reaping negative outcomes. It implies that retaliating with evil actions will only lead to more harm."",
  ""answer"": 0
}",0,,0
Rafiki yake anapenda sana njia za panya,Rafiki yake anapenda njia haramu,Rafiki yake hapendi njia haramu,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Rafiki yake anapenda sana njia za panya"" is implying that Rafiki's friend prefers sneaky ways or shortcuts. Option 1) ""Rafiki yake hapendi njia haramu"" translates to ""Rafiki's friend does not like illegal ways,"" which aligns more closely with the metaphorical meaning of preferring cunning or sly methods, rather than illegal ones.",1,,0
Wanachuo wanapenda kupiga maji,Wanachuo wanapenda kunywa pombe,Wanachuo hawapendi kunywa pombe,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Wanachuo wanapenda kupiga maji"" implies that students enjoy binge drinking, which is a common phrase used to describe excessive alcohol consumption. Therefore, the closest meaning to this metaphor is option 0) Wanachuo wanapenda kunywa pombe (Students enjoy drinking alcohol).",1,,0
Wanafiki hawatakupaka mafuta,Wanafiki watakupa sifa za uongo,Wanafiki watakupa sifa za ukweli,1,"{
  ""answer"": 0
}

Explanation: In this metaphor, ""Wanafiki hawatakupaka mafuta"" means that hypocrites will not support or uplift you. The closest meaning is that hypocrites will give you false praises or compliments (option 0), instead of genuine ones (option 1).",0,,0
Ukame ulitanda mgongoni mwake wakati wa mazoezi,Alitokwa jasho jingi wakati wa mazoezi,Hakutokwa na jasho jingi wakati wa mazoezi,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Ukame ulitanda mgongoni mwake wakati wa mazoezi"" is comparing the dryness of a drought to the intensity of sweating during exercise. Therefore, the closest meaning would be option 0) Alitokwa jasho jingi wakati wa mazoezi (He sweated a lot during exercise).",0,,0
Hawapendi kuambatana kama siafu,Wanapenda kuwa pamoja,Hawapendi kuwa pamoja,1,"{
  ""explanation"": ""Siafu ni wanyama ambao hupenda kuwa pamoja sana na kuambatana, hivyo kulinganishwa na kauli 'Hawapendi kuambatana kama siafu' ina maana ya 'Hawapendi kuwa pamoja'."",
  ""answer"": 0
}",0,,0
Hii kesi tumeivalia njuga,Hii kesi tutaishughulikia kisawasawa,Hii kesi tumeishindwa,0,"{
  ""answer"": 1
}

Explanation: The metaphor is comparing a difficult situation to a tangled rope. Choosing option 1) ""Hii kesi tumeishindwa"" is closer in meaning as it conveys the idea that the problem seems too complex or challenging to handle.",1,,0
Akili zako nawe kama mbogo,Hauna akili,Una akili sana,0,"{
  ""answer"": 1
}

The metaphor ""Akili zako nawe kama mbogo"" compares someone's intelligence to that of a buffalo. Buffaloes are known to be intelligent animals in the wild, so the meaning closest to the metaphor would be ""Una akili sana"" (Option 1) which means ""You are very intelligent"".",1,,0
Nguo zake kila siku ni matambara,Nguo zake kila siku ni nzuri,Nguo zake kila siku ni mbaya,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Nguo zake kila siku ni matambara"" translates to ""Her clothes are like a curtain every day."" A curtain can be seen as something that covers and hides. In this context, it is closer in meaning to ""Nguo zake kila siku ni nzuri"" (Her clothes are good every day) as the metaphor implies that her clothes are always stylish or attractive rather than always bad.",0,,0
Hakuingiwa na ubaridi hata aliposhtuka kuwa yuko mwenyewe barabarani,Alipata wasiwasi alipojua yupo mwenyewe barabarani,Hakupata wasiwasi alipojua yupo mwenyewe barabarani,1,"{
  ""Explanation"": ""The metaphor is comparing the feeling of loneliness to the cold weather. In this case, the person feels the coldness of being alone even though they are physically alone on the road."",
  ""Answer"": 0
}",0,,0
Jamaa ni fisi,Jamaa ni mlafi,Jamaa si mlafi,0,"{
  ""answer"": 1
} 

In this metaphor, ""Jamaa ni fisi"" is comparing someone to a hyena. Hyenas are often associated with cunning and untrustworthiness in many cultures. Therefore, the closest meaning would be ""Jamaa si mlafi"" meaning someone is cunning and untrustworthy, rather than ""Jamaa ni mlafi"" implying someone is hungry or greedy.",1,,0
Jamaa sio fisi,Jamaa ni mlafi,Jamaa si mlafi,1,"{
  ""answer"": 0
}

Explanation: The metaphor is comparing Jamaa to something other than a hyena. So, the closest meaning would be ""Jamaa ni mlafi"" which means ""Jamaa is not a hyena, he is greedy"".",0,,0
Alinisukuma kama kimbunga,Alinivuta kwa nguvu,Alinisukuma kwa nguvu,1,"{
  ""Explanation"": ""The metaphor compares the force to a storm, suggesting a strong, forceful push or pull."",
  ""Answer"": 0
}",0,,0
Yeye ni kuku,Yeye ni muoga,Yeye sio muoga,0,"{
  ""answer"": 1
} 

This metaphor is comparing someone to a chicken, which in this context typically indicates that the person is a coward or fearful. Therefore, the closest meaning would be ""Yeye ni muoga"" (He/she is a coward).",1,,0
Sauti yake ni hariri,Sauti yake ni nyororo,Sauti yake si nyororo,0,"{
  ""question"": ""Sauti yake ni hariri"",
  ""options"": [
    {
      ""option1"": ""Sauti yake ni nyororo"",
      ""explanation"": ""Hariri is smooth and silky, so the closest meaning would be an option that contrasts it. Option 1 reflects this contrast by saying 'Sauti yake si nyororo.'"",
      ""answer"": 1
    }
  ]
}",1,,0
Kaka yangu si nyumbu,Kaka yangu ni mkaidi,Kaka yangu ni mtiifu,1,"{
  ""answer"": 0
} 

Explanation: The metaphor compares the speaker's brother to a wildebeest. Wildebeests are known to be stubborn and resistant to change, so the meaning closest to the metaphor would be ""Kaka yangu ni mkaidi"" which means ""My brother is stubborn"" in Swahili.",0,,0
Rafiki yangu ni bundi,Rafiki yangu anakesha usiku,Rafiki yangu hakeshi usiku,0,"{
  ""answer"": 1
}

Explanation: In this metaphor, comparing a friend to an owl suggests that the friend stays up all night. The closest meaning to this metaphor is option 1) Rafiki yangu hakeshi usiku (My friend stays up at night).",1,,0
Ilikuwa na spidi ya maji ya mtaro,Ilikuwa taratibu,Ilikuwa fasta,0,"{
  ""question"": ""Ilikuwa na spidi ya maji ya mtaro"",
  ""options"": {
    ""0"": ""Ilikuwa taratibu"",
    ""1"": ""Ilikuwa fasta""
  },
  ""answer"": 1
}

Explanation: Water flowing in a ditch is usually fast, so the metaphor ""Ilikuwa na spidi ya maji ya mtaro"" implies that the speed was fast. Option 1) Ilikuwa fasta is the closest meaning to the metaphor.",1,,0
