Start Phrase,Ending 1,Ending 2,Labels,Response,answer,not_generated,match
नाटक में एक खाई सी गहराई है। ,नाटक में बहुत गहरा अर्थ दर्शाया गया है।,नाटक में बस ऊपरी दिखावा दर्शाया गया है।,1,"{
  ""Startphrase"": ""नाटक में एक खाई सी गहराई है।"",
  ""Options"": {
    ""0"": ""नाटक में बहुत गहरा अर्थ दर्शाया गया है।"",
    ""1"": ""नाटक में बस ऊपरी दिखावा दर्शाया गया है।""
  },
  ""Answer"": 0
}",0,,0
कोमल उल्लू जितनी बुद्धिमान है।,कोमल बहुत बुद्धिमान है।,कोमल बहुत बेवक़ूफ़ है।,1,"{
  ""Explanation"": ""In this metaphor, the comparison is being made between the intelligence of a soft owl. Owls are generally considered wise, so the comparison implies that the owl is intelligent."",
  ""Answer"": 0
}",0,,0
नदी का पानी कीचड की तरह साफ है।,नदी का पानी बहुत ज्यादा गंदा है।,नदी का पानी बहुत ज्यादा स्वच्छ है।,0,"{
  ""answer"": 1
}

The metaphor ""नदी का पानी कीचड की तरह साफ है।"" implies that the river water is extremely clean, similar to how mud is clean. Therefore, the closest meaning to this metaphor is option 1) नदी का पानी बहुत ज्यादा स्वच्छ है।",1,,0
उसकी वाणी टाट सी कोमल है।,उसकी वाणी बहुत कर्कश है।,उसकी वाणी बहुत मधुर है।,0,"{
  ""answer"": 1,
  ""explanation"": ""The metaphor compares the person's voice to that of a soft thread, indicating that their voice is gentle and sweet. Option 1) उसकी वाणी बहुत मधुर है।, closely aligns with this meaning.""
}",1,,0
उसके शदों में शीशे सी ताकत है।,उसके वादों पर विश्वास किया जा सकता है।,उसके वादों पर भरोसा नहीं किया जा सकता है।,1,"{
  ""Startphrase"": ""उसके शदों में शीशे सी ताकत है।"",
  ""Options"": {
    ""0"": ""उसके वादों पर विश्वास किया जा सकता है।"",
    ""1"": ""उसके वादों पर भरोसा नहीं किया जा सकता है।""
  },
  ""Explanation"": ""In this metaphor, the comparison is made to",0,NG,0
उनके चुंबन में प्रेमियों के विवाह सा जुनून है।,उनके चुंबन प्रदर्शनकारी और तीव्र हैं।,उनका चुंबन भावहीन है।,0,"{
  ""answer"": 1
} 

Explanation: The metaphor ""चुंबन में प्रेमियों के विवाह सा जुनून है"" compares the passion in their kisses to the intense emotion of lovers getting married. This implies that their kisses are filled with deep and emotional love, hence the option ""उनका चुंबन भावहीन है"" is the closest meaning to the metaphor.",1,,0
उनके चुम्बन में प्रेमहीन विवाह सा जुनून है।,उनके चुंबन प्रदर्शनकारी और तीव्र हैं।,उनका चुंबन भावहीन है।,1,"{
  ""explanation"": ""The metaphor compares the intensity and passion of their kisses to the fervor of a loveless marriage, indicating that the kisses are passionate and intense."",
  ""answer"": 0
}",0,,0
यह सर्दी उतनी ही ठंडी है जितनी मेरी दोपहर की चारपाई। ,बहुत ठंड है। ,बहुत गरमी है। ,1,"{
  ""answer"": 0,
  ""explanation"": ""The metaphor is comparing the coldness of the weather to the thickness of the blanket during the day. So, the closest meaning is 'बहुत ठंड है।'""
}",0,,0
कुत्ता एक नर्सरी शिक्षक की तरह क्रोधित था। ,वह बहुत गुस्से में था। ,वह बहुत अच्छा था। ,1,"{
  ""answer"": 0,
  ""explanation"": ""In this metaphor, the dog being compared to a nursery teacher is most likely angry because nursery teachers are known for being patient, nurturing, and kind. Therefore, the correct option is that the dog was in a very angry mood (वह बहुत गुस्से में था।).""
}",0,,0
उनके पास एक भिखारी की सम्पति है। ,वह अमीर है। ,वह गरीब है। ,1,"{
	""answer"": 0
}

Explanation: The metaphor ""भिखारी की सम्पति होना"" is used to imply that someone is very wealthy. Hence, the closest meaning is option 0) वह अमीर है।",0,,0
वार्तालाप एक मुफ्त के कूपन की तरह होती है। ,बातचीत सार्थक है।,वार्तालाप व्यर्थ है।,1,"{
  ""Explanation"": ""Just like a coupon, conversation is also considered valuable and beneficial."",
  ""Answer"": 0
}",0,,0
रोहन ने संजय का चेहरा तवे की तरह कर दिया।  ,रोहन ने संजय का चेहरा मार मार के चपटा कर दिया।  ,रोहन ने संजय का चेहरा मार मार के सूजा दिया।  ,1,"{
  ""Explanation"": ""The metaphor is comparing Sanjay's face to a cooking griddle, implying that Rohan did something harsh to him."",
  ""Answer"": 0
}",0,,0
पिछली समुद्र यात्रा मक्खन की तरह निकली।  ,पिछली समुद्र यात्रा बहुत आसान थी।  ,पिछली समुद्र यात्रा बहुत मुश्किल थी।  ,0,"{
  ""answer"": 1
}

Explanation: The metaphor here is comparing the previous sea journey to something as smooth as butter. This implies that the previous sea journey was very smooth and easy. Therefore, the option closest in meaning is option 0) पिछली समुद्र यात्रा बहुत मुश्किल थी।",1,,0
स्कूल के छात्र ने दवा की तरह मदद की। ,छात्र ने लम्बी राहत पहुँचाई। ,छात्र ने बस कुछ पल की राहत पहुँचाई। ,0,"{
""answer"": 1
} 

In this metaphor, the student helped like a medicine, which implies that the student provided temporary relief, just like medicine provides temporary relief from illness. Option 1) छात्र ने बस कुछ पल की राहत पहुँचाई।, closely aligns with the temporary relief connotation.",1,,0
वह वक्ता बहते पानी की तरह बोल रहा था।,वक्ता बहुत शांत था।,वक्ता बहुत जोश में था। ,0,"{
  ""Explanation"": ""Here, the metaphor is comparing the speaker to flowing water, which implies that the speaker was talking energetically and passionately."",
  ""Answer"": 1
}",1,,0
कोमल के गाल आग की तरह खिल ऊठे।,कोमल को बहुत गुस्सा आया। ,कोमल शर्मा गई। ,0,"{
  ""answer"": 1
}

In this metaphor, the phrase ""कोमल के गाल आग की तरह खिल ऊठे"" compares Komal's blushing cheeks to fire. Fire is typically associated with the color red, which is also the color of blushing cheeks. So, the closest option to this metaphor is ""कोमल शर्मा गई।"".",1,,0
वह ट्रिप प्लानर धोकेबाज़ था।,ट्रिप प्लानर ने सारा ट्रिप बर्बाद कर दिया। ,ट्रिप प्लानर ने सारा ट्रिप शानदार बना दिया। ,0,"{
  ""Startphrase"": ""वह ट्रिप प्लानर धोकेबाज़ था।"",
  ""Options"": {
    ""0"": ""ट्रिप प्लानर ने सारा ट्रिप बर्बाद कर दिया।"",
    ""1"": ""ट्रिप प्लानर ने सारा ट्रिप शानदार बना दिया।""
  },
  ""Explanation"": ""In this metaphor, the phrase 'ध",1,NG,0
नर्तकी हाथी की तरह नाची। ,नर्तकी का नाच बहुत सुंदर था। ,नर्तकी का नाच बहुत बकवास था। ,1,"{
  ""answer"": 0
}  
The metaphor ""नर्तकी हाथी की तरह नाची"" implies that the dancer danced gracefully like an elephant. Therefore, the option ""नर्तकी का नाच बहुत सुंदर था।"" meaning ""the dancer's dance was very beautiful"" is the closest in meaning.",0,,0
महिला एक कैदी की तरह दयालु थी। ,महिला दयालु थी। ,महिला क्रूर थी। ,1,"{
  ""answer"": 0
}

Explanation: The metaphor comparing a woman to a kind prisoner implies that the woman was kind and compassionate. Therefore, the option ""महिला दयालु थी।"" is the closest in meaning to the metaphor.",0,,0
परीक्षा रॉकेट बनाने जितनी आसान थी। ,परीक्षा आसान थी। ,परीक्षा कठिन थी। ,1,"{
  ""answer"": 0
} 
Explanation: The metaphor ""परीक्षा रॉकेट बनाने जितनी आसान थी"" implies that making a rocket for the exam was easy. So, the meaning closest to the metaphor is ""परीक्षा आसान थी।"" , hence Option 0 is the correct answer.",0,,0
खिलाड़ियों को सोने की तरह होना चाहिए। ,खिलाड़ियों को अभ्यास की जरुरत नहीं होनी चाहिए। ,खिलाड़ियों को सख्त अभ्यास की जरुरत होती है। ,0,"{
    ""answer"": 1
} 

In this metaphor, the comparison is made between athletes and gold. Gold needs to be refined and molded into its final shape, symbolizing the hard work and dedication required for athletes to reach their full potential. Therefore, option 1) खिलाड़ियों को सख्त अभ्यास की जरुरत होती है। is the closest meaning to the metaphor.",1,,0
होटल का बिस्तर फट्टे की तरह था। ,होटल का बिस्तर नरम था।,होटल का बिस्तर सख्त था।,1,"{
  ""Explanation"": ""The metaphor compares the hotel bed to a torn mattress, indicating poor quality or condition."",
  ""Answer"": 0
}",0,,0
नाटक के कलाकार जैसे चूहे बिल्ली का खेल रहे थे। ,नाटक के कलाकारों का प्रदर्शन बहुत ख़राब था। ,नाटक के कलाकारों का प्रदर्शन बहुत अच्छा था।,0,"{
  ""explanation"": ""The metaphor compares the actors in a play to mice playing cat and mouse. This indicates that the actors were performing exceptionally well."",
  ""answer"": 1
}",1,,0
लड़की का व्यक्तित्व अंगूर की तरह मीठा था। ,लड़की का व्यक्तित्व बहुत ही असभ्य था।,लड़की का व्यक्तित्व प्यारा था।,0,"{
  ""Explanation"": ""The metaphor compares the girl's personality to a sweet grape, implying that her personality was pleasing or likable."",
  ""Answer"": 1
}",1,,0
बाँसुरी की आवाज़ सड़क की तरह चिकनी थी। ,बाँसुरी की आवाज़ बहुत मधुर थी।,बाँसुरी की आवाज़ बहुत बेसुरी थी।,1,"{
  ""Explanation"": ""The metaphor compares the sound of the flute to the smoothness of the road, indicating that the sound was smooth and melodious like the road."",
  ""Answer"": 0
}",0,,0
उसका दिल शहरों के मकानों की तरह विशाल था।,दिल बहुत बड़ा था। ,दिल बहुत छोटा था।,1,"{
  ""answer"": 0
} 

Explanation: The metaphor ""उसका दिल शहरों के मकानों की तरह विशाल था।"" compares the size of the heart to the houses in a city, indicating that the heart was large. Therefore, the correct option is ""दिल बहुत बड़ा था।"" (Option 0).",0,,0
उसके पैरों में गधे सी तेजी थी। ,वह बहुत तेज़ दौड़ता था। ,वह बहुत तेज़ नहीं दौड़ता था। ,1,"{
  ""answer"": 0,
  ""explanation"": ""The metaphor 'उसके पैरों में गधे सी तेजी थी' is comparing the speed of the person to that of a donkey. Donkeys are known for their speed, so the closest meaning would be 'वह बहुत तेज़ दौड़ता था।'""
}",0,,0
स्ट्रीट लाईट की रौशनी मोमबत्ती सी तेज थी। ,स्ट्रीट लाईट की रौशनी बहुत जयादा थी। ,स्ट्रीट लाईट की रौशनी बहुत थोड़ी थी।,1,"{
  ""Explanation"": ""The metaphor compares the brightness of the street light to a candle, implying that it was very bright."",
  ""Answer"": 0
}",0,,0
होटल में एक औरत के पर्स सी जगह थी। ,होटल में बहुत कम जगह थी।,होटल में बहुत ज्यादा जगह थी।,1,"{
  ""explanation"": ""The metaphor implies that there was very little space available in the hotel, so the correct option is 0) होटल में बहुत कम जगह थी।"",
  ""answer"": 0
}",0,,0
कमरे में कांच की बॉटल के टूटने की आवाज़ परमाणु बम की तरह थी। ,बोतल टूटने की आवाज बहुत ज्यादा थी। ,बोतल टूटने की आवाज बहुत काम थी।,0,"{""answer"":1}

The metaphor compares the sound of the glass bottle breaking to that of an atomic bomb, emphasizing the loud and powerful nature of the sound. Therefore, the closest option is: बोतल टूटने की आवाज बहुत काम थी। (the sound of the bottle breaking was very minimal).",1,,0
कमरे में कांच की बॉटल के टूटने की आवाज़ सुतली बम की तरह थी। ,बोतल टूटने की आवाज बहुत ज्यादा थी। ,बोतल टूटने की आवाज बहुत काम थी।,1,"{
  ""explanation"": ""The metaphor compares the sound of a breaking glass bottle to a subtle bomb explosion, indicating that the sound was loud and impactful."",
  ""answer"": 0
}",0,,0
डॉक्टर ने रात का खाना एक चूहे की तरह खाने को कहा है। ,डॉक्टर ने बहुत रात को बहुत काम खाने को कहा है।,डॉक्टर ने बहुत रात को बहुत ज्यादा खाने को कहा है।,0,"{
  ""Startphrase"": ""डॉक्टर ने रात का खाना एक चूहे की तरह खाने को कहा है।"",
  ""Options"": [
   ""डॉक्टर ने बहुत रात को बहुत काम खाने को कहा है।"",
   ""डॉक्टर ने बहुत रात को बहुत ज्यादा",1,NG,0
वह अपने खिलौने की देखभाल एक जंगली शेर की तरह करता है।,वह अपने खिलौने का बिलकुल ख्याल नहीं रखता है।  ,वह अपने खिलौने का बहुत ख्याल रखता है।  ,0,"{
""Explanation"": ""The metaphor compares the way the person takes care of their toy to how a wild lion would take care of their territory, indicating that they take a lot of care."",
""Answer"": 1
}",1,,0
वकील ने समझौते की बात एक औरत के दूकानदार से मोलभाव की तरह की। ,वकील ने समझौते की बात विस्तार से और अच्छे की।,वकील ने समझौते की बात छोटी और बुरी की।,1,"{
  ""answer"": 0,
  ""explanation"": ""The metaphor is comparing the negotiation of a settlement by a lawyer to the bargaining with a shopkeeper. Just like in a negotiation with a shopkeeper, the lawyer probably discussed the terms of the settlement in detail and with respect, which is similar to the first option where the negotiation is elaborated and good.""
}",0,,0
शीशे का जग टूट के आधे चाँद सा बिखर गया।,शीशे के जग के बहुत सारे टुकड़े हो गए।,शीशे के जग के दो टुकड़े हो गए।,1,"{
  ""answer"": 0
}  

Explanation: The metaphor ""शीशे का जग टूट के आधे चाँद सा बिखर गया"" compares the situation to a broken glass where a lot of pieces are scattered. Option 0) ""शीशे के जग के बहुत सारे टुकड़े हो गए।"" reflects the widespread scattering of the glass pieces, making it the closest meaning to the metaphor.",0,,0
रोशन में दानव सी विशेषता थी।,रोशन बहुत अच्छा इंसान था।,रोशन बहुत गंदा इंसान था।,1,"{
  ""answer"": 0
} 

In this metaphor, ""रोशन"" is being compared to a ""दानव"" (demon) which implies that ""रोशन"" is not a good person. Hence, the closest meaning to the metaphor would be option 1) रोशन बहुत गंदा इंसान था।",0,,0
ऋषभ बकरी सा चलाक था।,ऋषभ बहुत ज्यादा चलाक था।,ऋषभ बहुत ज्यादा भोला था।,1,"{
  ""answer"": 0
}

Explanation: The metaphor compares Rishabh to a clever goat, implying that Rishabh was very cunning. Therefore, the option ""0) ऋषभ बहुत ज्यादा चलाक था।"" is the closest in meaning to the metaphor.",0,,0
वह आदमी मोम जैसा जिद्दी है।,उसका निर्णय बदलना मुश्किल है।,उसका निर्णय बदलना इतना मुश्किल नहीं है।,1,"{
  ""Explanation"": ""Comparing a person to stubborn wax signifies that changing their decision is difficult."",
  ""Answer"": 0
}",0,,0
अपने दोस्तों को मूक चलचित्र की तरह खामोश देख वो समझ गया कुछ गड़बड़ है। ,उसके दोस्त कुछ शैतानी प्लान बना रहे थे।,उसके दोस्त बहुत गंभीर सोच में दुबे थे।,0,"{""answer"":1}",1,,0
अपने दोस्तों को कब्र की तरह खामोश देख वो समझ गया कुछ गड़बड़ है। ,उसके दोस्त कुछ शैतानी प्लान बना रहे थे।,उसके दोस्त बहुत गंभीर सोच में दुबे थे। ,1,"{
  ""Startphrase"": ""अपने दोस्तों को कब्र की तरह खामोश देख वो समझ गया कुछ गड़बड़ है।"",
  ""Options"": {
    ""0"": ""उसके दोस्त कुछ शैतानी प्लान बना रहे थे।"",
    ""1"": ""उसके दोस्त बहुत गं",0,NG,0
यह शाल पंख की तरह हलकी है। ,यह शाल बहुत पतले धागे से बानी है। ,यह शाल बहुत मोटे धागे से बानी है। ,1,"{
  ""Explanation"": ""The metaphor mentions that the shawl is light like a feather, indicating that it is light and not heavy."",
  ""Answer"": 0
}",0,,0
उसकी दादी की प्रेम कहानी पहाड़ियों जितनी ही पुरानी थी।,उसकी दादी की प्रेम कहानियाँ बहुत पुरानी थी। ,उसकी दादी की प्रेम कहानियाँ बहुत पुरानी नहीं थी।,1,"{
  ""explanation"": ""The metaphor compares the love story to mountains, emphasizing its age and longevity. Therefore, the meaning 'उसकी दादी की प्रेम कहानियाँ बहुत पुरानी थी।' is the closest in meaning as it implies that the love stories were very old."",
  ""answer"": 0
}",0,,0
"आप उस पर भरोसा कर सकते हैं, वह पहिये की तरह सीधा है।",वह भरोसे के लायक है।,वह भरोसे के लायक बिलकुल नहीं है।,1,"{
    ""answer"": 0
}

Explanation: The metaphor compares the person to a wheel, implying that they are trustworthy and reliable like a wheel that moves forward smoothly. Option 0) वह भरोसे के लायक है। aligns with this interpretation.",0,,0
वह चिड़िया की तरह खाती है। ,वह बहुत कम खाना खाती है। ,वह बहुत ज्यादा खाना खाती है। ,0,"{
  ""answer"": 1
}

In this metaphor, ""वह चिड़िया की तरह खाती है।"", the comparison is being made with a bird. Birds are known to eat small amounts frequently throughout the day. Therefore, the closest meaning would be option 1) वह बहुत ज्यादा खाना खाती है।, as it implies that the person eats small amounts frequently.",1,,0
राधा एक चुलबुले बच्चे की तरह सो गई।,राधा बहुत थक गई थी।,राधा बहुत मस्ती में थी।,0,"{
  ""answer"": 1
} 

Explanation: The metaphor compares Radha to a playful child, indicating that she was in a carefree and cheerful mood rather than being tired. Option 1) राधा बहुत मस्ती में थी।, is the closest in meaning to the metaphor.",1,,0
राधा एक लकड़ी के लट्ठे की तरह सो गई। ,राधा बहुत थक गई थी। ,राधा बहुत मस्ती में थी।,1,"{
  ""Explanation"": ""Sleeping like a log is a commonly used phrase which means being in a deep sleep. Here, the metaphor suggests that Radha is sleeping deeply like a log."",
  ""Answer"": 0
}",0,,0
यह कालीन मगरमछ की खाल की तरह कोमल था।,कालीन बहुत सख्त था। ,कालीन बहुत नर्म था।,0,"{
  ""answer"": 1
} 

Explanation: The metaphor is comparing the softness of the black crocodile's skin to the softness of something else. So, the correct option is ""कालीन बहुत नर्म था"" which means the crocodile was very soft.",1,,0
उसके मन का मैल चीनी की तरह छलनी से निकल गया। ,उसके मन में जो बुराई थी वो निकल गई।,उसके मन में कोई बुराई नहीं थी।,1,"{
  ""Explanation"": ""This metaphor describes the purification or cleansing of one's mind, similar to how impurities are removed while straining sugar through a sieve."",
  ""Answer"": 0
}",0,,0
हवाई जहाज चील की तरह उड़ गया। ,हवाई जहाज बहुत ऊँचा उड़ गया।,हवाई जहाज बहुत ऊँचा नहीं उड़ सका।,1,"{
  ""Startphrase"": ""हवाई जहाज चील की तरह उड़ गया।"",
  ""Options"": {
    ""0"": ""हवाई जहाज बहुत ऊँचा उड़ गया।"",
    ""1"": ""हवाई जहाज बहुत ऊँचा नहीं उड़ सका।""
  },
  ""Explanation"": ""The metaphor 'हवाई जहाज ची",0,NG,0
पुलिस इंस्पेक्टर भेड़िये की तरह शरीफ थी।,पुलिस इंस्पेक्टर रिश्वतखोर था। ,पुलिस इंस्पेक्टर रिश्वतखोर नहीं था। ,0,"{
  ""explanation"": ""The metaphor here is comparing the police inspector to a wolf in sheep's clothing, meaning that the inspector may seem innocent or harmless but actually is corrupt or deceitful."",
  ""answer"": 1
}",1,,0
न्यूज़ रिपोर्टर के सवाल रिक्शा की तरह तेज थे।,न्यूज़ रिपोर्टर बहुत ढीली थी। ,न्यूज़ रिपोर्टर बहुत तेज थी।,0,"{
  ""explanation"": ""Just like a rickshaw moves quickly, the news reporter also asked questions quickly."",
  ""answer"": 1
}",1,,0
