Start Phrase,Ending 1,Ending 2,Labels,Response,answer,not_generated,match
"Nalika tumut lomba Bujangganong solahe Radit luwes , amarga wiwit kelas siji mentale kaya mental tempe","Nalika tumut lomba Bujangganong solahe Radit luwes , amarga wiwit kelas siji mentale kendel","Nalika tumut lomba Bujangganong solahe Radit luwes , amarga wiwit kelas siji mentale weden",1,"{
  ""answer"": 0
}

Explanation: The metaphor compares Radit's performance in the competition to being mentally strong like steel. Option 0) Nalika tumut lomba Bujangganong solahe Radit luwes , amarga wiwit kelas siji mentale kendel correlates to being mentally weak like rubber, while option 1) Nalika tumut lomba Bujangganong solahe Radit luwes , amarga wiwit kelas siji mentale weden does not fit the context of the metaphor.",0,,0
Sawise mulih saka griya sakit pasuryane Siti isih kaya abang dluwang,Sawise mulih saka griya sakit pasuryane Siti pucet banget,Sawise mulih saka griya sakit pasuryane Siti cerah banget,0,"{
  ""answer"": 1
}

Explanation: The metaphor compares Siti to the sun, suggesting that upon returning home from the hospital, she is still as radiant and bright as ever. Option 1) reflects this meaning by describing Siti as ""cerah banget"" which means very bright or radiant. Option 0) does not capture the metaphor as effectively as it focuses on Siti being very pale, which does not align with the comparison to the sun.",1,,0
Lungane Pakdhe menyang Surabaya enggale suwe kaya banyu sinaring,Lungane Pakdhe menyang Surabaya cepet banget,Lungane Pakdhe menyang Surabaya suwi banget,0,"{
  ""answer"": 1
}

Explanation: The metaphor compares the speed of Lungane Pakdhe traveling to Surabaya to the flow of water. Since water flows smoothly and slowly, the closest meaning would be ""Lungane Pakdhe menyang Surabaya suwi banget"" which means smooth and slow.",1,,0
Bathuke Icha nonong,Bathuke Ica Rata,Bathuke Ica amba banget,1,"{
  ""answer"": 0
} 

Explanation: In this metaphor, ""Bathuke Icha nonong"" is referring to someone who is uncertain or hesitant. The closest meaning among the options is ""Bathuke Ica Rata"" which means someone who is lost or unsure. Hence, option 0) is the correct answer.",0,,0
Yen nyawang mripate Sari kaya ndamar kanginan,Yen nyawang mripate Sari blalak-blalak,Yen nyawang mripate Sari sipit,0,"{
  ""explanation"": ""The metaphor compares something bright and shining (Sari kaya ndamar kanginan) to something dim and unclear. The option 'Yen nyawang mripate Sari sipit' conveys this contrast better compared to 'Yen nyawang mripate Sari blalak-blalak'."",
  ""answer"": 1
}",1,,0
Banyune kolam renang kaya banyu aki,Banyune kolam renang bening,Banyune kolam renang buthek,1,"{
  ""answer"": 0
} 

Explanation: The metaphor compares a wealthy person's swimming pool to clear water. In this context, ""bening"" means clear, which aligns with the comparison of richness to clarity in the water. ""Buthek"" means murky or dirty, which would not fit the metaphor of wealth.",0,,0
Anggone mlaku bis mini kaya tuma kathok,Anggone mlaku bis mini klular klulur,Anggone mlaku bis mini trengginas,0,"{
  ""answer"": 1
}

In this metaphor, the phrase ""Anggone mlaku bis mini kaya tuma kathok"" is comparing someone's walking to that of a slow and steady turtle. The option ""Anggone mlaku bis mini trengginas"" closely represents the metaphor as ""trengginas"" means slow and steady, akin to how the turtle moves.",1,,0
Lemah sing disumbangake kanggo lapangan desa ambane kaya amba godhong kelor,Lemah sing disumbangake kanggo lapangan desa ciyut banget,Lemah sing disumbangake kanggo lapangan desa amba banget,0,"{
  ""Answer"": 1,
  ""Explanation"": ""The metaphor is comparing the weakness contributed to the village field to the richness of the moringa leaves, implying that the contribution is significant and valuable. Option 1 closely captures the meaning by emphasizing the richness and value of the contribution.""
}",1,,0
Awake Surya nalika isih sekolah mbiyen kaya kuru semangka,Awake Surya nalika isih sekolah mbiyen lemu banget,Awake Surya nalika isih sekolah mbiyen kuru banget,0,"{
  ""answer"": 1
}

In this metaphor, ""Awake Surya nalika isih sekolah mbiyen kaya kuru semangka"", the comparison is between being awake and going to school with a heavy burden, similar to how a watermelon is heavy. Option 1) Awake Surya nalika isih sekolah mbiyen kuru banget is the closest meaning as it conveys the idea of carrying a heavy load or burden while going to school.",1,,0
Awake Surya nalika isih sekolah mbiyen kaya lemu kurma,Awake Surya nalika isih sekolah mbiyen lemu banget,Awake Surya nalika isih sekolah mbiyen kuru banget,1,"{
  ""Explanation"": ""Comparing the person to a palm tree, an indication of being tall and strong."",
  ""Answer"": 0
}",0,,0
Pratandha arep udan amarga medhunge kaya ndumuk irung,Pratandha arep udan amarga mendhunge peteng banget,Pratandha arep udan amarga mendhunge padhang jingglang,0,"{
  ""answer"": 1
}

Explanation: The metaphor comparing finding a path in the forest to walking blindly symbolizes trying to navigate through a difficult situation without any guidance or direction, similar to wandering aimlessly. Option 1) ""Pratandha arep udan amarga mendhunge padhang jingglang"" reflects this meaning as ""padhang jingglang"" translates to ""wandering aimlessly."" Option 0) ""Pratandha arep udan amarga mendhunge peteng banget"" does not capture the sense of being lost and directionless in the metaphor.",1,,0
Regane lombok abang kembang gogrog,Regane lombok abang larang,Regane lombok abang murah,1,"{
  ""explanation"": ""Regane lombok abang kembang gogrog means the price of red chili is rising, comparing it to a blooming flower, therefore the closest meaning is expensive (larang)."",
  ""answer"": 0
}",0,,0
Pondhasine omah kaya wit tela,Pondhasine omah gampang rubuh,Pondhasine omah kuwat jejeg,0,"{
  ""answer"": 1
} 

The metaphor ""Pondhasine omah kaya wit tela"" implies that the house is strong and sturdy like a steel structure. Among the options, ""Pondhasine omah kuwat jejeg"" means the house is strong and sturdy, which is the closest meaning to the metaphor.",1,,0
"Nalika dina Minggu, yen bisa nindakake pakaryan ngajari manuk beo nyanyi","Nalika dina Minggu, yen bisa nindakake pakaryan sing ana mupangate","Nalika dina Minggu, yen bisa nindakake pakaryan sing sia-sia ora ana mupangate",0,"{
  ""answer"": 1
} 

Explanation: The metaphor is about trying to teach a parrot to sing on a Sunday. The closest meaning is that it is a futile effort as parrots cannot sing like birds (option 1), rather than there being a hidden meaning or ulterior motive behind the action (option 0).",1,,0
"Nalika dina Minggu, yen bisa nindakake pakaryan bebek nglangi","Nalika dina Minggu, yen bisa nindakake pakaryan sing ana mupangate","Nalika dina Minggu, yen bisa nindakake pakaryan sing sia-sia ora ana mupangate",1,"{
  ""answer"": 0
}

Explanation: The metaphor compares completing tasks on a Sunday to herding ducks in the sky, which implies a seemingly impossible or challenging task. Option 0) ""Nalika dina Minggu, yen bisa nindakake pakaryan sing ana mupangate"" translates to ""On a Sunday, if you can finish tasks that seem impossible."" This captures the essence of facing a difficult task like herding ducks in the sky. Option 1) ""Nalika dina Minggu, yen bisa nindakake pakaryan sing sia-sia ora ana mupangate"" translates to ""On a Sunday, if you can complete tasks that are pointless and not challenging.""",0,,0
Obahe wis kaya welut,Obahe cepet banget,Obahe lambat banget,0,"{
  ""answer"": 1,
  ""explanation"": ""The metaphor 'Obahe wis kaya welut' is comparing something to a snail, which is slow. Therefore, the closest meaning would be 'Obahe lambat banget'.""
}",1,,0
Kutho iki hawane kaya kutub,Kutho iki hawane adem banget,Kutho iki hawane panas banget,0,"{
  ""answer"": 1
} 

Explanation: The phrase ""Kutho iki hawane kutub"" translates to ""This place has a thick atmosphere."" This metaphor implies that the atmosphere is intense or suffocating, similar to the option ""Kutho iki hawane panas banget"" which means ""This place has a very hot atmosphere."" Therefore, option 1 is the closest meaning to the metaphor.",1,,0
"Wis suwi ngerantau, rasane wong iku tambah gumedhe","Wes suwi ngerantau, wong iku tambah rendah hati","Wes suwi ngerantau, wong iku tambah besar kepala",1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Wis suwi ngerantau, rasane wong iku tambah gumedhe"" equates traveling to expanding one's perspective and experience, leading to humility. Option 0) ""Wes suwi ngerantau, wong iku tambah rendah hati"" directly reflects this idea of becoming more humble through travel. Option 1) ""Wes suwi ngerantau, wong iku tambah besar kepala"" would suggest becoming more arrogant, which goes against the metaphorical meaning.",0,,0
"Wis ngerti entuk biji elek, Abdi tetep gedhe ati","Wes ngerti entuk biji elek, Abdi tetep sombong","Wes ngerti entuk biji elek, Abdi tetep rendah diri",0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Wis ngerti entuk biji elek, Abdi tetep gedhe ati"" compares understanding to receiving a seed, and staying humble despite gaining knowledge. Option 1) ""Wes ngerti entuk biji elek, Abdi tetep rendah diri"" accurately reflects this meaning, as it implies that despite gaining understanding, one remains humble.",1,,0
Awan iku bentukane kaya wedhus gembel,Awan iku bentukane kaya resik banget,Awan iku bentukane kaya reged banget,0,"{
  ""answer"": 1
} 

In this metaphor, ""awan iku bentukane kaya wedhus gembel"" is comparing clouds to unkempt hair. The option ""Awan iku bentukane kaya reged banget"" is closer in meaning to unkempt or messy, similar to ""wedhus gembel."" Therefore, the correct answer is option 1.",1,,0
Awan iku bentukane kaya wedhus putih,Awan iku bentukane kaya resik banget,Awan iku bentukane kaya reged banget,1,"{
  ""explanation"": ""In this metaphor, the white clouds represent purity and cleanliness, similar to a white dove. Therefore, the option 'Awan iku bentukane kaya resik banget' is the closest meaning as 'resik' means pure in Indonesian."",
  ""answer"": 0
}",0,,0
Persidangan nang film kuwi rasane kaya gedhe sisih,Persidangan nang film kuwi rasane kaya ora adil,Persidangan nang film kuwi rasane kaya adil,0,"{
""answer"": 1,
""explanation"": ""The metaphor compares the film conference to a large and fair meeting, hence the meaning 'Persidangan nang film kuwi rasane kaya adil' (The film conference feels fair) is the appropriate choice.""
}",1,,0
Wong iku mangane kaya durung mangan 3 dino,Wong iku mangane kaya wong luwe,Wong iku mangane kaya wong wareg,0,"{
  ""answer"": 1
}

Explanation: The metaphor compares someone who is wealthy but never eats for three days to either being a person who is lazy and careless (option 1) or being a person who is stingy or frugal (option 0). The option ""Wong iku mangane kaya wong wareg"" (option 1) is closer to the metaphor because it implies someone who is lazy and careless, similar to a person who is wealthy but does not eat.",1,,0
Prajurit nang film iku ngelakoni perang wis kaya kura,Prajurit nang film iku ngelakoni perang wani banget,Prajurit nang film iku ngelakoni perang wedi banget,1,"{
  ""answer"": 0
} 

Explanation: The metaphor is comparing the soldier in the movie to a brave warrior, which is conveyed in option 0) Prajurit nang film iku ngelakoni perang wani banget (The soldier in the movie is fighting like a true warrior). Option 1) Prajurit nang film iku ngelakoni perang wedi banget (The soldier in the movie is fighting without much effort) does not capture the essence of the metaphor.",0,,0
"Wis suwi kerja nang negara liya, wong iku nduweni watak kaya tahu","Wis suwi kerja nang negara liya, wong iku nduweni watak keras banget","Wis suwi kerja nang negara liya, wong iku nduweni watak lembek",1,"{
  ""answer"": 0,
  ""explanation"": ""The metaphor compares the person to having a strong character like bamboo, which is sturdy and resilient, rather than being soft and weak.""
}",0,,0
Pernikahane pasangan iku kaya asu lan kucing,Pernikahane pasangan iku kaya akur banget,Pernikahane pasangan iku kaya ora akur,1,"{
  ""answer"": 0
}

Explanation: In this metaphor, comparing a married couple to a dog and a cat implies that they are very different from each other. Option 0) ""Pernikahane pasangan iku kaya akur banget"" means the married couple are very well-matched, which is the opposite of being different like a dog and a cat. Therefore, option 1) ""Pernikahane pasangan iku kaya ora akur"" is the closest meaning to the metaphor.",0,,0
Kesabarane ibu nang anak-anake kaya godhong kelor,Kesabarane ibu nang anak-anake jembar banget,Kesabarane ibu nang anak-anake sempit banget,1,"{
	""answer"": 0
} 

This metaphor is comparing the patience of a mother to the leaves of a moringa tree, which are known to be very wide and large. Option 0) ""Kesabarane ibu nang anak-anake jembar banget"" means the patience of a mother towards her children is very wide, just like the leaves of a moringa tree, which is the closest interpretation of the metaphor.",0,,0
Wajahe mbak e iku kaya srengenge,Wajahe mbak e iku cerah,Wajahe mbak e iku murung,0,"{
	""answer"": 1
}

Explanation: The metaphor compares the person's face to a cloudy sky, indicating sadness or gloominess. Therefore, the closest meaning would be ""Wajahe mbak e iku murung"", which translates to ""Her face is gloomy.""",1,,0
Lapangan iku bentukane kaya kolam,Lapangan iku bentukane kaya ombo banget,Lapangan iku bentukane kaya sempit,1,"{
  ""answer"": 0
}

Explanation: The metaphor compares the shape of the field to a pool, which implies that the field is large and wide like a pool. Option 0) captures this idea by describing the field as very broad and spacious. Option 1) contradicts the metaphor by suggesting that the field is narrow, which does not align with the comparison to a pool.",0,,0
Simbah suarane kaya gluduk,Simbah suarane merdu kaya udah,Simbah suarane gembredek kaya gluduk,1,"{
  ""question"": ""Simbah suarane kaya gluduk"",
  ""option0"": ""Simbah suarane merdu kaya udah"",
  ""option1"": ""Simbah suarane gembredek kaya gluduk"",
  ""explanation"": ""In this metaphor, the comparison is between the sound of a thump (gluduk) and the sound of a melodic voice. The more suitable meaning would be 'Simbah suarane merdu kaya udah' which means 'Grandma's voice is beautiful like a melody' as opposed to 'Simbah suarane gembredek kaya gluduk' which means 'Grandma's voice is rough like a",0,,0
Cah iku yen dikandhani kaya banyu,"Cah iku yen dikandhani angel banget, keras kepala",Cah iku yen dikandhani manut,1,"{
  ""answer"": 0
}  

In this metaphor, ""Cah iku yen dikandhani kaya banyu,"" the comparison is made between the person being talked about and water. The most fitting meaning for this metaphor is ""Cah iku yen dikandhani angel banget,"" which suggests that the person is gentle and easygoing, similar to the nature of water. The option ""keras kepala"" does not align with the comparison of the person to water.",0,,0
"Panganan iki rasane kaya bintang lima, nanging regane bintang lima","Panganan iki rasane kaya bintang lima, tapi regane larange banget","Panganan iki rasane kaya bintang lima, tapi regane murah banget",0,"{
  ""answer"": 1
}

Explanation: The metaphor is comparing the taste or quality of the food to a five-star rating, while the price remains inexpensive. This implies that despite the high quality or taste of the food, it is still affordable. Option 1) reflects this meaning more accurately, as it mentions that the price is cheap.",1,,0
"Panganan iki rasane kaya bintang lima, nanging regane kaki lima","Panganan iki rasane kaya bintang lima, tapi regane larange banget","Panganan iki rasane kaya bintang lima, tapi regane murah banget",1,"{
  ""answer"": 0
} 

Explanation: The metaphor is comparing the taste of the food to a five-star rating, but the price is very cheap. Option 0) ""Panganan iki rasane kaya bintang lima, tapi regane larange banget"" captures this meaning as it emphasizes that the price is very low despite the food tasting like a five-star dish.",0,,0
"Nardi iki piye carane sikatan, untune wis kaya emas 24 karat","Nardi iki piye carane sikatan, untune wis kaya kuning banget","Nardi iki piye carane sikatan, untune wis kaya putih banget",0,"{
  ""answer"": 1
} 

Explanation: The metaphor compares Nardi to a bird known as a Sikatan, saying that Nardi is shining brightly like 24 karat gold. This means that Nardi is exceptionally valuable and precious. Option 1) Nardi iki piye carane sikatan, untune wis kaya putih banget, is closer to this meaning as it emphasizes the idea of something being very valuable and precious.",1,,0
Mobil iku pasaran,"Mobil iku langka banget, gaono wujude",Mobil iku gampang banget ditemu,1,"{
  ""answer"": 0
} 

The metaphor ""Mobil iku pasaran"" usually means that cars are very common and easy to find, similar to how a market is always bustling and filled with goods. Option 0) ""Mobil iku langka banget, gaono wujude"" is the closest in meaning as it implies that cars are very rare and hard to come by, contrasting the original metaphor.",0,,0
Kowe apa wis mangan? Kok polahmu kaya kucing luwe,Kowe apa wis mangan? Kok polahmu kaya beringas,Kowe apa wis mangan? Kok polahmu kaya lemes banget,1,"{
	""answer"": 0
} 

Explanation: The metaphor comparing someone's actions to a cat refers to being sneaky, cunning, and sly. Option 0, ""Kowe apa wis mangan? Kok polahmu kaya beringas"", translates to ""Have you eaten? Why are you acting so wild?"" which aligns more closely with the metaphor. Option 1, ""Kowe apa wis mangan? Kok polahmu kaya lemes banget"", translates to ""Have you eaten? Why are you acting so weak?"" which does not match the metaphor.",0,,0
Motor iku yen ditumpaki wis kaya jet,Motor iku yen ditumpaki cepet banget,Motor iku yen ditumpaki alon banget,0,"{
  ""answer"": 1
}

In this metaphor, ""Motor iku yen ditumpaki wis kaya jet"" compares the speed of the motor to a jet, implying that it is very fast. The option ""Motor iku yen ditumpaki alon banget"" translates to ""The motor is very fast,"" which is closest in meaning to the metaphor.",1,,0
Aldi lan Doni iku sahabat sing wis kaya senar,Aldi lan Doni iku sahabat sing wis kokoh banget kaya rante,Aldi lan Doni iku sahabat sing wis rapuh lan tipis kaya senar,1,"{
  ""answer"": 0
}

Explanation: The metaphor likens Aldi and Doni's friendship to a strong rope, which implies that their friendship is solid and resilient, similar to a sturdy rope. Option 0) Aldi lan Doni iku sahabat sing wis kokoh banget kaya rante (Aldi and Doni are friends who are already strong like a rope) is the closest meaning to this metaphor.",0,,0
