Start Phrase,Ending 1,Ending 2,Labels,Response,answer,not_generated,match
sasa teh biasana sok jadi amis budi,sasa teh biasana ramah,sasa teh biasana judes.,0,"{
  ""explanation"": ""The metaphor is comparing someone to being bitter or unpleasant, which is closer in meaning to 'sasa teh biasana judes' (sasa is usually mean), because judes means unpleasant or unfriendly."",
  ""answer"": 1
}",1,,0
sasa teh biasana sok jadi haseum budi.,sasa teh biasana ramah,sasa teh biasana judes.,1,"{
  ""answer"": 0
}

Explanation: The metaphor is comparing the person to a haseum budi, which implies that the person is typically friendly. Therefore, the option ""sasa teh biasana ramah"" is the closest meaning.",0,,0
lamun bade nginjem duit kudu make duit panas,lamun bade nginjem duit kudu make duit anu teu menang dipake biasana lain anu pribadi,lamun bade nginjem duit kudu make duit anu pribadi moal waka dipake.,0,"{
    ""answer"": 0
} 

Explanation: The metaphor ""lamun bade nginjem duit kudu make duit panas"" can be understood as the idea that if you want to borrow money, you must use money you have earned through hard work, rather than using someone else's money. Option 0 is closest to this explanation as it mentions that the money should be your own and not typically borrowed from others. Option 1, on the other hand, mentions that the money should not be used, which does not align with the metaphor.",0,,1
lamun bade nginjem duit kudu make duit tiis.,lamun bade nginjem duit kudu make duit anu teu menang dipake biasana lain anu pribadi,lamun bade nginjem duit kudu make duit anu pribadi moal waka dipake.,1,"{
  ""answer"": 0
}

The metaphor ""lamun bade nginjem duit kudu make duit tiis"" is closest to option 0 because it implies that if you want to borrow money, you should use your own hard-earned money and not rely on money that is usually meant for other purposes or for personal use.",0,,0
jalma ayeuna teh sok gurat cai,jalma ayeuna teh sok babari ngarobah omongan atawa janji,jalma ayeuna teh sok pageuh kana omongan atawa janji.,0,"{
  ""Explanation"": ""The metaphor compares someone who often changes their words or promises to drawing on the sand, which can easily be erased."",
  ""Answer"": 0
}",0,,1
jalma ayeuna teh sok gurat batu.,jalma ayeuna teh sok babari ngarobah omongan atawa janji,jalma ayeuna teh sok pageuh kana omongan atawa janji.,1,"{
  ""Explanation"": ""The metaphor compares someone to a stone, implying that they are stubborn and difficult to change."",
  ""Answer"": 0
}",0,,0
lamun bisnis mah pasti jadi kandel dompet,lamun bisnis mah pasti jadi loba duit,lamun bisnis mah pasti jadi kacida teu boga duit.,0,"{
  ""answer"": 1
} 

Explanation: In the metaphor ""lamun bisnis mah pasti jadi kandel dompet"", the comparison is between business and a leaky wallet. This implies that in business, one may not make a profit or may lose money easily, similar to how a leaky wallet loses money. Option 1) ""lamun bisnis mah pasti jadi kacida teu boga duit"" translates to ""if business, then no money"", which aligns closely with the metaphor of not making a profit in business.",1,,0
lamun bisnis mah pasti jadi kokoro nyoso.,lamun bisnis mah pasti jadi loba duit,lamun bisnis mah pasti jadi kacida teu boga duit.,1,"{
  ""answer"": 0
} 

This metaphor is comparing business to a heartache. Option 0) ""lamun bisnis mah pasti jadi loba duit"" means ""if business is successful, there will be a lot of money"", which implies that in business, there can be financial gain but also emotional pain. Option 1) ""lamun bisnis mah pasti jadi kacida teu boga duit"" means ""if business is successful, there will not be any money"", which does not fit the metaphor of comparing business to heartache.",0,,0
nanaon ge teu menang kaleleuwihan bisi tamplok bacoteun,nanaon ge teu menang kaleleuwihan bisi loba teuing mun merean,nanaon ge teu menang kaleleuwihan bisi loba teuing mun merean nepi ka poho ka diri sorangan.,0,"{
  ""answer"": 1
}

This metaphor seems to be referring to a situation where the individual is faced with a difficult choice or decision that requires careful consideration. The options presented highlight the idea of weighing the pros and cons before making a choice, which aligns with the metaphor in the startphrase. Therefore, option 1 is the closest meaning to the metaphor.",1,,0
nanaon ge teu menang kaleleuwihan bisi tamplok batokeun.,nanaon ge teu menang kaleleuwihan bisi loba teuing mun merean,nanaon ge teu menang kaleleuwihan bisi loba teuing mun merean nepi ka poho ka diri sorangan.,1,"{
    ""answer"": 1
} 

Explanation: In this metaphor, ""nanaon ge teu menang kaleleuwihan bisi tamplok batokeun"" means facing obstacles and challenges in life. Option 1) nanaon ge teu menang kaleleuwihan bisi loba teuing mun merean nepi ka poho ka diri sorangan"" is the closest meaning as it refers to facing numerous difficulties and hardships alone. So, the answer is 1.",1,,1
jadi jelema teh kadang bisa jadi yuni kembang,jadi jelema teh kadang bisa jadi pikareseupeun,jadi jelema teh kadang bisa jadi pikasebeleun.,0,"{
  ""explanation"": ""The metaphor is comparing a person to a flower, suggesting that a person can sometimes be beautiful like a flower. Therefore, the closest meaning would be 'pikasebeleun' which means beautiful."",
  ""answer"": 1
}",1,,0
jadi jelema teh kadang bisa jadi yuni tai.,jadi jelema teh kadang bisa jadi pikareseupeun,jadi jelema teh kadang bisa jadi pikasebeleun.,1,"{
  ""Explanation"": ""The metaphor is comparing people to certain types of food or dish. Since the word 'yuni tai' typically refers to something spicy or flavorful, the closest meaning to this metaphor would be 'pikareseupeun' which means tasty or delicious."",
  ""Answer"": 0
}",0,,0
"jelema teh kabagi jadi dua, nyaeta anu wening galih","jelema teh kabagi jadi dua, nyaeta anu bersih hate","jelema teh kabagi jadi dua, nyaeta anu goreng hate iri, dengki.",0,"{
  ""answer"": 0,
  ""explanation"": ""The metaphor 'jelema teh kabagi jadi dua' means that a person has a dual personality. In this context, 'nyaeta anu wening galih' implies that the person has a pure heart. The option 0) jelema teh kabagi jadi dua, nyaeta anu bersih hate is the closest meaning as it reflects having a clean and pure heart.""
}",0,,1
"jelema teh kabagi jadi dua, nyaeta anu sulit ati.","jelema teh kabagi jadi dua, nyaeta anu bersih hate","jelema teh kabagi jadi dua, nyaeta anu goreng hate iri, dengki.",1,"{
  ""explanation"": ""The metaphor is comparing a person who has a divided heart, meaning that they are experiencing inner conflict or difficulty in making a decision."",
  ""answer"": 0
}",0,,0
kudu hati hati milih pasangan bisi jadi potol jarum,kudu hati hati milih pasangan bisi jadi awewe anu beak hartana,kudu hati hati milih pasangan bisi jadi lalaki anu beak hartana.,0,"{
  ""answer"": 0
} 

Explanation: The metaphor ""kudu hati hati milih pasangan bisi jadi potol jarum"" is typically used to indicate the importance of being cautious in choosing a life partner, as it can greatly impact one's life. The closest meaning among the options is ""kudu hati hati milih pasangan bisi jadi awewe anu beak hartana,"" which translates to ""must be careful in choosing a partner who is truly valuable."" This option aligns with the idea of choosing a partner wisely to avoid potential difficulties or hardships.",0,,1
kudu hati hati milih pasangan bisi jadi potol teko.,kudu hati hati milih pasangan bisi jadi awewe anu beak hartana,kudu hati hati milih pasangan bisi jadi lalaki anu beak hartana.,1,"{
  ""answer"": 1
}Explanation: In this metaphor, ""kudu hati hati milih pasangan bisi jadi potol teko"" means ""one must be careful in choosing a partner because they may become a leaky kettle."" The closest meaning among the options is ""kudu hati hati milih pasangan bisi jadi lalaki anu beak hartana"" which translates to ""one must be careful in choosing a partner because they may have a strong influence."" Therefore, the correct answer is option 1.",1,,1
si Bina mah anak emas,si Bina mah anak anu dipikanyaah,si Bina mah anak tere.,0,"{
  ""answer"": 0
}

Explanation: The metaphor ""si Bina mah anak emas"" is closest in meaning to option 0) si Bina mah anak anu dipikanyaah, which means that Bina values and treasures her child a lot, just like how gold is precious and valuable. Option 1) si Bina mah anak tere does not fully capture the sense of value and preciousness implied by the metaphor.",0,,1
si Bina mah anak sampeuran.,si Bina mah anak anu dipikanyaah,si Bina mah anak tere.,1,"{
  ""answer"": 0
}

This metaphor is closer in meaning to option 0) ""si Bina mah anak anu dipikanyaah"". The phrase ""si Bina mah anak sampeuran"" conveys the idea of how close Bina is to her child and how much she cares for her child, which is similar to how someone thinks about their own child. The second option, ""si Bina mah anak tere,"" does not capture the same sense of emotional connection and care.",0,,0
budak teh kudu asak warah,budak teh kudu alus didikana,budak teh kudu kurang didikan.,0,"{
  ""answer"": 1
} 

The metaphor ""budak teh kudu asak warah"" can be interpreted as meaning that the child needs more discipline or guidance, which aligns more closely with the option 1) ""budak teh kudu kurang didikan.""",1,,0
budak teh kudu atah adol.,budak teh kudu alus didikana,budak teh kudu kurang didikan.,1,"{
  ""answer"": 0
}

Explanation: In this metaphor, ""budak teh kudu atah adol"" is most likely referring to the child needing proper grooming or upbringing (alus didikana), rather than lacking discipline (kurang didikan). Grooming implies guidance and care, which is closer to the metaphor.",0,,0
tong jadi budak anu bodo katotoloyo,tong jadi budak anu bodo tapi tara daek nanya,tong jadi budak anu bodo tapi daek tatanya.,0,"{
  ""explanation"": ""The metaphor is implying being a slave to something or someone foolish without questioning it. Option 1 reflects this meaning as it mentions not questioning it."",
  ""answer"": 1
}",1,,0
tong jadi budak anu bodo alewoh.,tong jadi budak anu bodo tapi tara daek nanya,tong jadi budak anu bodo tapi daek tatanya.,1,"{
  ""Explanation"": ""The metaphor 'tong jadi budak anu bodo alewoh' indicates being controlled or manipulated by someone who is foolish and irresponsible."",
  ""Answer"": 1
}",1,,1
ari jadi salaki teh kudu banting tulang,ari jadi salaki teh kudu digawe popohoan,ari jadi salaki teh kudu teu bisa digawe.,0,"{
  ""Explanation"": ""This metaphor is emphasizing the hard work and effort required to achieve something."",
  ""Answer"": 0
}",0,,1
ari jadi salaki teh kudu badag cagap.,ari jadi salaki teh kudu digawe popohoan,ari jadi salaki teh kudu teu bisa digawe.,1,"{
  ""Question"": ""ari jadi salaki teh kudu badag cagap."",
  ""Option_0"": ""ari jadi salaki teh kudu digawe popohoan"",
  ""Option_1"": ""ari jadi salaki teh kudu teu bisa digawe."",
  ""Explanation"": ""This metaphor implies that in order to be a successful man, one must be diligent and skilled. Option 0 closely reflects this meaning as 'digawe popohoan' translates to 'must be made diligent'."",
  ""Answer"": 0
}",0,,0
si Dewi mah jadi gadis teh meni handap asor,si Dewi mah jadi gadis teh meni teu sombong,si Dewi mah jadi gadis teh meni sombong.,0,"{
  ""answer"": 0
}

Explanation: In this metaphor, si Dewi mah jadi gadis teh meni handap asor, means that Dewi remains humble even though she is successful. So, the meaning closest to this metaphor is option 0) si Dewi mah jadi gadis teh meni teu sombong, which implies that Dewi is not arrogant.",0,,1
si Dewi mah jadi gadis teh meni gede hulu.,si Dewi mah jadi gadis teh meni teu sombong,si Dewi mah jadi gadis teh meni sombong.,1,"{
  ""Explanation"": ""The metaphor is comparing Dewi to a tea leaf that remains humble despite growing at the top of the plant, which usually represents a higher position or status. The closest meaning would be that Dewi remains humble even though she may have achieved success or a higher status."",
  ""Answer"": 0
}",0,,0
ceunah lamun jadi awewe teh kudu siga putri raja,ceunah lamun jadi awewe teh kudu anggun,ceunah lamun jadi awewe teh kudu buruk rupa.,0,"{
  ""Explanation"": ""In this metaphor, the speaker is comparing the ideal qualities of a woman to a princess. Therefore, the closest meaning to 'ceunah lamun jadi awewe teh kudu siga putri raja' would be that the woman should be graceful and refined like a princess."",
  ""Answer"": 0
}",0,,1
ceunah lamun jadi awewe teh kudu siga mak lampir.,ceunah lamun jadi awewe teh kudu anggun,ceunah lamun jadi awewe teh kudu buruk rupa.,1,"{
  ""answer"": 0
} 

Explanation: In this metaphor, ""ceunah lamun jadi awewe teh kudu siga mak lampir"" means ""if a woman is ugly."" The closest meaning to this metaphor is ""ceunah lamun jadi awewe teh kudu anggun"" which means ""if a woman is beautiful."" So, the correct option is 0) ceunah lamun jadi awewe teh kudu anggun.",0,,0
poe ieu teh cuaca siga bisa ngagoreng lauk dinu aspal,poe ieu teh cuaca siga panas pisan,poe ieu teh cuaca siga hujan angin.,0,"{
  ""answer"": 0
}

In this metaphor, the phrase ""poe ieu teh cuaca siga bisa ngagoreng lauk dinu aspal"" is comparing the weather to being extremely hot, indicating that the weather is scorching enough to cook food on the asphalt. Option 0) ""poe ieu teh cuaca siga panas pisan"" is the closest meaning as it conveys the extreme heat implied in the metaphor.",0,,1
poe ieu teh cuaca siga hujan angin dordar gelap.,poe ieu teh cuaca siga panas pisan,poe ieu teh cuaca siga hujan angin.,1,"{
	""answer"": 1
}

Explanation: The metaphor mentions various weather conditions such as rain, wind, and darkness. Option 1) poe ieu teh cuaca siga hujan angin (this place has a weather of rain and wind) is the closest meaning to the metaphor as it refers to a situation or environment that is unstable, unpredictable, and potentially dangerous. Option 0) poe ieu teh cuaca siga panas pisan (this place has a very hot weather) does not capture the essence of the metaphor as it only focuses on extreme heat.",1,,1
hujan teh meuni siga ngajak geulut,hujan teh meuni badag jeung gandeng,hujan teh meuni sepi jeung geunaheun.,0,"{
  ""question"": ""hujan teh meuni siga ngajak geulut"",
  ""option0"": ""hujan teh meuni badag jeung gandeng"",
  ""option1"": ""hujan teh meuni sepi jeung geunaheun"",
  ""explanation"": ""The metaphor is comparing rain to someone inviting a friend to walk together. This suggests a sense of companionship or togetherness, similar to holding hands while walking. option0 reflects this meaning."",
  ""answer"": 0
}",0,,1
hujan teh meuni siga tiis ceuli.,hujan teh meuni badag jeung gandeng,hujan teh meuni sepi jeung geunaheun.,1,"{
  ""answer"": 1
} 

The metaphor ""hujan teh meuni siga tiis ceuli"" can be interpreted as comparing rain to loneliness and sadness, as rain is often associated with gloominess and quietness. Option 1) hujan teh meuni sepi jeung geunaheun aligns with this interpretation, as it means ""rain is usually quiet and lonely.""",1,,1
"si eta mah kuatannya, teu siga lempeuh yuni","si eta mah kuatannya, teu gampang geuring","si eta mah kuatannya, teu sehat.",0,"{
  ""Explanation"": ""The metaphor is talking about someone who may appear strong but isn't healthy. 'Kuatannya' means strength, so it refers to physical strength."",
  ""Answer"": 1
}",1,,0
"si eta mah kuatannya, teu siga jagjag waringkas.","si eta mah kuatannya, teu gampang geuring","si eta mah kuatannya, teu sehat.",1,"{
  ""answer"": 0
}

Explanation: The metaphor is comparing someone's strength to their ability to endure challenges. Option 0) ""si eta mah kuatannya, teu gampang geuring"" translates to ""if they are strong, they are not easily shaken"", which fits the metaphor. Option 1) ""si eta mah kuatannya, teu sehat"" translates to ""if they are strong, they are not healthy"", which does not make sense in the context of the metaphor.",0,,0
ai budak keneh mah antep kudu jadi kembang buruan,ai budak keneh mah antep kudu jadi budak nu reseup kaluar,ai budak keneh mah antep kudu jadi tong dikurung.,0,"{
  ""Explanation"": ""The metaphor is comparing someone who needs to quickly become successful to a flower that needs to bloom quickly. The focus is on growth and development."",
  ""Answer"": 0
}",0,,1
ai budak keneh mah antep kudu jadi kurung batok.,ai budak keneh mah antep kudu jadi budak nu reseup kaluar,ai budak keneh mah antep kudu jadi tong dikurung.,1,"{
  ""answer"": 1
} 

In this metaphor, ""ai budak keneh mah antep kudu jadi kurung batok"" means ""a child who is stubborn must be disciplined."" The closest meaning would be option 1) ai budak keneh mah antep kudu jadi tong dikurung, which means ""a child who is stubborn must be confined."" This option captures the idea of disciplining or restraining a stubborn child, similar to the original metaphor.",1,,1
Kadang hirup teh bisa jadi kembang seungit,Kadang hirup teh bisa jadi katingali senang,Kadang hirup teh bisa jadi teu bahagia.,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Kadang hirup teh bisa jadi kembang seungit"" translates to ""Sometimes drinking tea can be like smelling a withered flower."" This implies that sometimes the act of drinking tea may not bring pleasure or happiness. Option 1) ""Kadang hirup teh bisa jadi teu bahagia"" is the closest in meaning, as it conveys the idea that sometimes drinking tea may not bring happiness.",1,,0
Kadang hirup teh bisa jadi bau bangke.,Kadang hirup teh bisa jadi katingali senang,Kadang hirup teh bisa jadi teu bahagia.,1,"{
  ""answer"": 1
} 

Explanation: The metaphor ""Kadang hirup teh bisa jadi bau bangke"" translates to ""Sometimes drinking tea can smell bad."" In this context, the meaning closest to the metaphor is that sometimes the act of drinking tea does not bring happiness, hence ""teu bahagia"" (not happy). This is in line with the negative connotation of the tea smelling bad.",1,,1
Ulah agul kana payung butut,Ulah agul kana harta saetik nu dipikaboga ayeuna,Ulah agul kana harta loba nu dipikaboga ayeuna.,0,"{
  ""answer"": 0
} 

Explanation: The metaphor ""Ulah agul kana payung butut"" translates to ""Don't chase after something worthless."" Option 0) ""Ulah agul kana harta saetik nu dipikaboga ayeuna"" means ""Don't chase after temporary wealth that has no value,"" which is closer in meaning to the metaphor. Option 1) ""Ulah agul kana harta loba nu dipikaboga ayeuna"" means ""Don't chase after abundant wealth that has no value,"" which does not capture the essence of pursuing something of little worth.",0,,1
Ulah agul kana imah gedogan.,Ulah agul kana harta saetik nu dipikaboga ayeuna,Ulah agul kana harta loba nu dipikaboga ayeuna.,1,"{
  ""Explanation"": ""In this metaphor, the word 'gedogan' portrays the idea of a valuable possession or treasure, which narrows down the meaning to the second option."",
  ""Answer"": 1
}",1,,1
Jalma teh bisa jadi cai,Jalma teh bisa jadi nu tenang,Jalma teh bisa jadi nu riweuh.,0,"{
  ""answer"": 1
}

Explanation: The phrase ""Jalma teh bisa jadi cai"" is a metaphor that can be interpreted as either ""a person can be calm"" or ""a person can be busy"". In this context, ""cai"" often refers to being busy or occupied with various activities. So, the closest meaning to the metaphor would be option 1) ""Jalma teh bisa jadi nu riweuh"" meaning ""a person can be busy"".",1,,0
Jalma teh bisa jadi seune.,Jalma teh bisa jadi nu tenang,Jalma teh bisa jadi nu riweuh.,1,"{
  ""answer"": 1
}

Explanation: The metaphor ""Jalma teh bisa jadi seune"" can be interpreted as ""Jalma teh bisa jadi nu riweuh"" which means a person can be someone who is busy or agitated.",1,,1
Hirup kudu bisa jadi batu,Hirup kudu bisa jadi boga pamadegan,Hirup kudu bisa jadi plin-plan.,0,"{
	""answer"": 0
}

Explanation: In this metaphor, ""Hirup kudu bisa jadi batu (Life must be able to become a stepping stone)"" implies that one must be able to overcome obstacles and challenges in life in order to progress. Option 0) ""Hirup kudu bisa jadi boga pamadegan (Life must be able to become a stepping stone)"" captures this idea more accurately compared to option 1) ""Hirup kudu bisa jadi plin-plan (Life must be able to become indecisive).""",0,,1
Hirup kudu bisa jadi awi sumaer di pasir.,Hirup kudu bisa jadi boga pamadegan,Hirup kudu bisa jadi plin-plan.,1,"{
  ""Explanation"": ""The metaphor is comparing life to being a fragile boat on the sand, which could easily be swept away by waves. The closest meaning would be that life is uncertain and unpredictable, like a boat that is not securely anchored."",
  ""Answer"": 1
}",1,,1
Jadi budak ulah nincak hulu,Jadi budak ulah teu sopan,Jadi budak ulah sopan.,0,"{
  ""answer"": 0
}

Explanation: The metaphor ""nincak hulu"" can be interpreted as being disrespectful or rude. Therefore, the meaning closest to this metaphor is ""Jadi budak ulah teu sopan"" which translates to ""being rude or impolite"".",0,,1
Jadi budak ulah hade basa.,Jadi budak ulah teu sopan,Jadi budak ulah sopan.,1,"{
  ""answer"": 0
} 

Explanation: The phrase ""Jadi budak ulah hade basa"" means ""being a slave to bad behavior"". The option ""Jadi budak ulah teu sopan"" directly translates to ""being a slave to not being polite"", which is the closest meaning to the metaphor.",0,,0
hirup mah ngan ukur hahay,hirup mah ngan ukur senang,hirup mah ngan ukur sedih.,0,"{
  ""answer"": 0
}

Explanation: The metaphor ""hirup mah ngan ukur hahay"" can be interpreted as comparing life to a comfortable journey. Therefore, the option ""hirup mah ngan ukur senang"" which means easy or comfortable, is the closest meaning to the metaphor.",0,,1
