Start Phrase,Ending 1,Ending 2,Labels,Response,answer,not_generated,match
Hassani hufanya mambo yake kama anakimbizwa,Hassani hufanya mambo yake taratibu,Hassani hufanya mambo yake kwa haraka,1,"{
  ""explanation"": ""The metaphor implies that Hassani is doing things quickly, as if being chased or in a rush."",
  ""answer"": 1
}",1,,1
Tatizo lako unapenda sana kutafuniwa,Tatizo lako unapenda sana kusaidiwa kufanya mambo yako,Tatizo lako haupendi kabisa kusaidiwa kufanya mambo yako,0,"{
  ""question"": ""Tatizo lako unapenda sana kutafuniwa"",
  ""option_selected"": 0,
  ""explanation"": ""The metaphor here implies that the person enjoys being helped or assisted, similar to being fed or chewed food. It suggests a preference for receiving assistance rather than being independent."",
  ""answer"": ""0""
}",0,,1
Tatizo lako unapenda kufa mwenyewe,Tatizo lako unapenda sana kusaidiwa kufanya mambo yako,Tatizo lako haupendi kabisa kusaidiwa kufanya mambo yako,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Tatizo lako unapenda kufa mwenyewe"" implies that the person prefers doing things on their own without seeking help. Option 0) ""Tatizo lako unapenda sana kusaidiwa kufanya mambo yako"" closely aligns with this meaning, indicating that the person prefers to handle things independently. Option 1) ""Tatizo lako haupendi kabisa kusaidiwa kufanya mambo yako"" suggests the opposite meaning, that the person does not like to be helped, which contradicts the metaphor.",0,,0
Mtihani ulikua mgumu hadi kichwa kikaanza kuchemka,Mtihani ulikua mgumu hadi kichwa kikaanza kuniuma,Mtihani haukua mgumu,0,"{
  ""answer"": 0
}

Explanation: The metaphor ""Mtihani ulikua mgumu hadi kichwa kikaanza kuchemka"" implies that the exam was so difficult that it made the head start heating up or burning, which signifies a high level of difficulty causing stress or frustration. Option 0) ""Mtihani ulikua mgumu hadi kichwa kikaanza kuniuma"" aligns with this interpretation as it suggests that the exam was hard enough to cause physical pain (headache) due to stress. Option 1) ""Mtihani haukua mgumu"" contradicts the metaphor by stating that the exam was not difficult, which is not in line with",0,,1
Hata kama ulikua umejaza matope kichwani ungeweza kufanya mtihani ule,Mtihani ulikua mgumu hadi kichwa kikaanza kuniuma,Mtihani haukua mgumu,1,"{
  ""answer"": 1
}

Explanation: The phrase ""Hata kama ulikua umejaza matope kichwani"" is a metaphor for feeling overwhelmed or confused. The closest meaning to this metaphor is that the exam was not difficult. So, the correct option would be 1) Mtihani haukua mgumu.",1,,1
Harufu ya miguu yake ilitosha kuua mbu,Harufu ya miguu yake ilikua kali mno,Harufu ya miguu yake haikua kali,0,"{
	""Explanation"": ""The metaphor implies that the smell of his feet was strong enough to kill mosquitoes, indicating that his feet smelled really bad. The meaning closest to this metaphor is option 0."",
	""Answer"": 0
}",0,,1
Harufu ya miguu yake ingefaa kutengenezea manukato,Harufu ya miguu yake ilikua kali mno,Harufu ya miguu yake haikua kali,1,"{
  ""Explanation"": ""The metaphor suggests that the smell of the person's feet would be pleasant as a fragrance, implying that the person's feet didn't have a bad smell."",
  ""Answer"": 1
}",1,,1
Maneno yake yalitosha kujaza bahari,Maneno yake yalikua mengi mno,Maneno yake hayakua mengi,0,"{
	""answer"": 0
}

Explanation: The metaphor is implying that the person spoke a lot, to the extent that it could fill a whole sea. Therefore, the closest meaning would be that the person's words were too many (Option 0).",0,,1
Maneno yake hayakuchukua hata sekunde,Maneno yake yalikua mengi mno,Maneno yake hayakua mengi,1,"{
	""answer"": 1
}

Explanation: The metaphor implies that the person's words were brief and did not take even a second, indicating that they did not say much. Option 1) ""Maneno yake hayakua mengi"" reflects this meaning accurately.",1,,1
Babu yangu alikua ni mtu wa miraba minne,Babu yangu alikua ni mtu mwenye mwili mkubwa,Babu yangu hakua mtu mwenye mwili mkubwa,0,"{
  ""answer"": 1
} 

Explanation: In this metaphor, ""Babu yangu alikua ni mtu wa miraba minne,"" the use of the phrase ""miraba minne"" does not refer to physical size or body build. Instead, it is likely referring to the idea that the grandfather was a strong, powerful, or influential person. Option 1) ""Babu yangu hakua mtu mwenye mwili mkubwa"" aligns more closely with this interpretation as it focuses on the character of the grandfather rather than his physical appearance.",1,,0
Babu yangu alikua kama punje ya haradali,Babu yangu alikua ni mtu mwenye mwili mkubwa,Babu yangu hakua mtu mwenye mwili mkubwa,1,"{
  ""answer"": 1
} 

In this metaphor, comparing ""Babu yangu"" to a mustard seed implies that Babu yangu was not a physically large person, as mustard seeds are small in size. So, the meaning closest to the metaphor is Option 1: ""Babu yangu hakua mtu mwenye mwili mkubwa.""",1,,1
Wao hupenda kuweka mambo yao gizani,Wao hupenda kuweka siri mambo yao,Wao hupenda kuweka wazi mambo,0,"{
  ""answer"": 0
}

Explanation: The metaphor suggests that ""they like to keep their affairs in the dark,"" which implies they prefer to keep their secrets hidden rather than being open about them. Option 0) Wao hupenda kuweka siri mambo yao closely relates to keeping secrets hidden.",0,,1
Wanapenda kumwaga mchele kwenye kuku wengi,Wao hupenda kuweka siri mambo yao,Wao hupenda kuweka wazi mambo,1,"{
  ""explanation"": ""The metaphor of wanting to pour rice on many chickens implies sharing or disclosing information with many people, which aligns more closely with the option 'Wao hupenda kuweka wazi mambo' (They like to make things clear or open)."",
  ""answer"": 1
}",1,,1
Mchumia juani hulia kivulini,Atafutae kwa shida ataishi kwa starehe,Atafutae kwa shida hataishi kwa starehe,0,"{
  ""answer"": 1
} 
The metaphor ""Mchumia juani hulia kivulini"" means that someone who works hard in the sun will be able to enjoy the shade later on. Therefore, the option ""Atafutae kwa shida hataishi kwa starehe"" (someone who works hard will not live comfortably) is the closest meaning to the metaphor.",1,,0
