Start Phrase,Ending 1,Ending 2,Labels,Response,answer,not_generated,match
Orang asing yang kau temui sewaktu-waktu bisa menjadi jurang di ujung jalan.,Orang asing bisa menjadi teman.,Orang asing bisa menjadi musuh.,1,"{
  ""Explanation"": ""The metaphor suggests that the stranger you meet unexpectedly could either become a friend who walks alongside you on the road, or an enemy waiting to harm you at the end of the road."",
  ""Answer"": 1
}",1,,1
"Saat kelas berlangsung, mereka berbincang bak petir bersahut-sahutan di tengah hujan.",Mereka berbicara dengan suara kencang.,Mereka berbicara dengan suara pelan.,0,"{
  ""answer"": 0,
  ""explanation"": ""The metaphor compares their conversation to thunder during a storm, which is loud and powerful. Therefore, the closest meaning is option 0) Mereka berbicara dengan suara kencang.""
}",0,,1
"Saat kelas berlangsung, mereka berbincang bak berbisik pada dedaunan.",Mereka berbicara dengan suara kencang.,Mereka berbicara dengan suara pelan.,1,"{
  ""Explanation"": ""The metaphor compares their conversation to whispers on leaves, indicating that they are talking quietly."",
  ""Answer"": 1
}",1,,1
Perempuan itu sangat suka berkumpul dengan bintang-bintang.,Perempuan itu suka bersosialisasi.,Perempuan itu suka menyendiri.,0,"{
  ""answer"": 0
} 

The metaphor ""Perempuan itu sangat suka berkumpul dengan bintang-bintang"" suggests that the woman enjoys socializing and being around stars, which are symbolic of gatherings or social events. Option 0) Perempuan itu suka bersosialisasi (The woman enjoys socializing) is the closest meaning to the metaphor.",0,,1
Perempuan itu sangat suka memeluk keheningan malam.,Perempuan itu suka bersosialisasi.,Perempuan itu suka menyendiri.,1,"{
  ""answer"": 1
} 

Perempuan itu sangat suka memeluk keheningan malam can be interpreted as the woman enjoys embracing the quiet of the night, which signifies that she enjoys being alone and finding solace in solitude. Option 1) Perempuan itu suka menyendiri, reflects this meaning more accurately than option 0) Perempuan itu suka bersosialisasi.",1,,1
"Saat aku terpuruk, dia berlagak layaknya fans yang mendukung idolanya.",Dia peduli.,Dia tidak peduli.,0,"{
  ""answer"": 1
}",1,,0
"Saat aku terpuruk, dia berlagak layaknya orang asing di keramaian ibu kota.",Dia peduli.,Dia tidak peduli.,1,"{
  ""answer"": 1
}

Explanation: The metaphor describes how the person acts distant and indifferent when the speaker is feeling low, which implies that they do not care. Option 1) Dia tidak peduli. is the closest in meaning to the metaphor.",1,,1
Ayahku bersikap seolah bisa menyapa seluruh dunia.,Ayahnya sangat ramah.,Ayahnya sangat kaku.,0,"{
  ""Explanation"": ""The metaphor implies that the speaker's father is very friendly and welcoming to everyone, making it seem like he can greet the whole world."",
  ""Answer"": 0
}",0,,1
Ayahku bersikap seolah dia adalah robot yang sudah usang.,Ayahnya sangat ramah.,Ayahnya sangat kaku.,1,"{
  ""answer"": 1
} 

Explanation: The metaphor compares the behavior of the father to that of an old, outdated robot, implying that he is very rigid and robotic in his actions, similar to being extremely stiff and formal (kaku). Therefore, option 1 is the closest meaning to the metaphor.",1,,1
Dia tampak seperti mahasiswa yang gagal ujian.,Dia sangat sedih.,Dia sangat senang.,0,"{
  ""answer"": 0
} 

It means ""Dia sangat sedih."" because the metaphor comparing the person's appearance to a failed student implies sadness and disappointment.",0,,1
Dia tampak seperti habis memenangkan lotre.,Dia sangat sedih.,Dia sangat senang.,1,"{
  ""answer"": 1
}

Explanation: The phrase ""Dia tampak seperti habis memenangkan lotre"" compares the person to someone who just won the lottery, indicating extreme happiness. Therefore, the closest meaning to the metaphor is ""Dia sangat senang"" (Option 1).",1,,1
"Menurutnya, merantau adalah petualangan mencari jati diri.","Menurutnya, merantau itu mendebarkan.","Menurutnya, merantau itu menyesakkan.",0,"{
  ""answer"": 0
} 

Explanation: The phrase ""merantau adalah petualangan mencari jati diri"" suggests that the person sees traveling as an adventure to discover their true self. Option 0) ""Menurutnya, merantau itu mendebarkan"" which means ""According to him, traveling is thrilling,"" closely aligns with this metaphor. Option 1) ""Menurutnya, merantau itu menyesakkan"" which means ""According to him, traveling is suffocating,"" does not fit the context of the metaphor.",0,,1
"Menurutnya, merantau adalah perang yang tak berujung.","Menurutnya, merantau itu mendebarkan.","Menurutnya, merantau itu menyesakkan.",1,"{
  ""answer"": 0
}  

Explanation: In this metaphor, the speaker is comparing ""merantau"" to an endless war. War is associated with excitement, challenges, and adventures, much like the experience of ""merantau."" Option 0) ""Menurutnya, merantau itu mendebarkan."" is the closest meaning as it captures the sense of excitement and exhilaration implied in the metaphor.",0,,0
Rara berpakaian seolah akan mengikuti pemotretan di sebuah majalah.,Rara tampak rapi.,Rara tampak lusuh.,0,"{
  ""Explanation"": ""The metaphor compares Rara's overdressed appearance to someone preparing for a magazine photoshoot, indicating that Rara looks very well put together and stylish."",
  ""Answer"": 0
}",0,,1
Rara berpakaian seolah akan mengambil paket di depan rumah.,Rara tampak rapi.,Rara tampak lusuh.,1,"{
  ""Explanation"": ""The metaphor compares Rara's appearance to someone who is about to pick up a package, emphasizing the neat and put-together look."",
  ""Answer"": 0
}",0,,0
Cara bicaranya bak putri Solo.,Dia bicara dengan lemah lembut.,Dia bicara dengan kasar.,0,"{
  ""answer"": 0
}

Explanation: The metaphor compares the way someone speaks to the behavior of a princess from Solo, known for their refined and gentle manner. Option 0) ""Dia bicara dengan lemah lembut."" reflects the soft and gentle way of speaking, which is similar to how a princess from Solo would communicate.",0,,1
Cara bicaranya bak preman di pasar.,Dia bicara dengan lemah lembut.,Dia bicara dengan kasar.,1,"{
  ""Explanation"": ""The metaphor likens the way the person speaks to that of a thug in the market, implying that the person speaks in a rough or aggressive manner."",
  ""Answer"": 1
}",1,,1
"Saat ditanya, mahasiswa itu menjawab seperti orang yang ketahuan mencuri.",Mahasiswa itu menjawab dengan gelagapan.,Mahasiswa itu menjawab dengan tenang.,0,"{
  ""Explanation"": ""The metaphor implies that the student is answering as if they were caught red-handed, indicating guilt or nervousness. Therefore, the closest meaning is option 0) Mahasiswa itu menjawab dengan gelagapan."",
  ""Answer"": 0
}",0,,1
"Saat ditanya, mahasiswa itu menjawab seperti sudah mengantongi kunci jawaban di kepalanya.",Mahasiswa itu menjawab dengan gelagapan.,Mahasiswa itu menjawab dengan tenang.,1,"{
  ""Answer"": 1
}

Explanation: The metaphor ""sudah mengantongi kunci jawaban di kepalanya"" implies that the student answered calmly and confidently as if they had already prepared the answer in their mind. Therefore, the closest meaning is option 1) Mahasiswa itu menjawab dengan tenang.",1,,1
Kamar kosnya bagaikan rumah yang habis dimasuki pencuri.,Kamar kosnya berantakan.,Kamar kosnya rapi.,0,"{
  ""answer"": 0
}

Explanation: In the metaphor, ""Kamar kosnya bagaikan rumah yang habis dimasuki pencuri"" compares the empty room to a house that has just been robbed, implying that the room is in a mess or disarray. Therefore, the meaning closest to the metaphor is option 0) Kamar kosnya berantakan.",0,,1
Kamar kosnya bagaikan rumah dengan selusin ART.,Kamar kosnya berantakan.,Kamar kosnya rapi.,1,"{
  ""answer"": 1
} 

Explanation: The metaphor describes the room as neat and organized, similar to a house with a dozen pieces of art. Option 1) ""Kamar kosnya rapi"" is the closest meaning to the metaphor.",1,,1
Rumahnya seluas GBK.,Rumahnya luas.,Rumahnya sempit.,0,"{
  ""answer"": 0
} 

Explanation: The comparison is between the size of the house and GBK (Gelora Bung Karno), which is a huge sports complex in Jakarta. Therefore, the meaning closest to the metaphor is ""Rumahnya luas"" (Option 0), which means the house is spacious or large.",0,,1
Rumahnya seluas jalan tikus.,Rumahnya luas.,Rumahnya sempit.,1,"{
  ""answer"": 1
} 

This metaphor implies that the house is small and cramped like the narrow pathways that rats use to navigate. Therefore, the closest meaning to the metaphor is option 1) Rumahnya sempit (the house is cramped).",1,,1
"Bagi dia, rahasia adalah pusaka keluarga.",Dia bisa dipercaya.,Dia tidak bisa dipercaya.,0,"{
	""answer"": 0
}",0,,1
"Bagi dia, rahasia adalah berita yang siap dikeluarkan kapan saja.",Dia bisa dipercaya.,Dia tidak bisa dipercaya.,1,"{
  ""answer"": 1
} 

Explanation: The metaphor implies that the person cannot keep secrets and is ready to reveal them at any time, suggesting that the person cannot be trusted to keep confidential information. Therefore, the meaning closest to the metaphor is ""Dia tidak bisa dipercaya"" (option 1).",1,,1
Dia adalah sinar matahari yang menyelimuti bumi.,Sikapnya hangat.,Sikapnya dingin.,0,"{
  ""Explanation"": ""The metaphor compares the person to sunshine, suggesting warmth and positivity."",
  ""Answer"": 0
}",0,,1
Dia adalah hujan di tengah malam.,Sikapnya hangat.,Sikapnya dingin.,1,"{
  ""Explanation"": ""Hujan di tengah malam biasanya membuat suasana menjadi lebih sejuk atau dingin, bukan hangat."",
  ""Answer"": 1
}",1,,1
Kereta sore itu bagaikan bisa dipakai bermain sepak bola.,Kereta itu lowong.,Kereta itu padat.,0,"{
  ""Explanation"": ""The metaphor compares the train to a soccer ball, implying that it is empty and can be used for playing soccer."",
  ""Answer"": 0
}",0,,1
Kereta sore itu bagaikan lautan yang dipenuhi ikan.,Kereta itu lowong.,Kereta itu padat.,1,"{
  ""answer"": 1,
  ""explanation"": ""The metaphor compares the crowded train to a sea filled with fish, indicating that the train is crowded (padat).""
}",1,,1
Tanggung jawab Dian seringan menggendong satu keluarga besar.,Tanggung jawabnya berat.,Tanggung jawabnya ringan.,0,"{
  ""answer"": 1
} 

Explanation: The metaphor ""menggendong satu keluarga besar"" implies that Dian's responsibility feels light and manageable, similar to carrying a large family with ease. This means that the closest meaning to the metaphor is option 1) Tanggung jawabnya ringan (Her responsibility is light).",1,,0
Tanggung jawab Dian seringan daun yang dihembus angin.,Tanggung jawabnya berat.,Tanggung jawabnya ringan.,1,"{
  ""Answer"": 1
}

Explanation: The metaphor ""Tanggung jawab Dian seringan daun yang dihembus angin"" is comparing Dian's responsibility to a leaf being blown by the wind, implying that her responsibility is light and easy to handle. Therefore, the option ""Tanggung jawabnya ringan"" is the closest meaning to the metaphor.",1,,1
"Setelah ia datang, keadaan seperti pakaian yang dicuci dengan lumpur.","Setelah ia datang, keadaan semakin buruk.","Setelah ia datang, keadaan semakin baik.",0,"{
  ""Explanation"": ""The metaphor compares the situation after the person comes to clothes washed with mud, indicating a negative outcome or situation worsening."",
  ""Answer"": 0
}",0,,1
"Setelah ia datang, keadaan seperti pelangi yang muncul selepas hujan.","Setelah ia datang, keadaan semakin buruk.","Setelah ia datang, keadaan semakin baik.",1,"{
  ""answer"": 1
} 

This metaphor compares the situation to a rainbow appearing after the rain, symbolizing improvement or positivity. Option 1) reflects this meaning, as the situation is getting better after the arrival of someone.",1,,1
Jarak rumah ke sekolahnya sejauh menyebrangi samudra.,Sekolahnya jauh.,Sekolahnya dekat.,0,"{
  ""answer"": 0
} 

Explanation: The metaphor compares the distance from home to school to crossing an ocean, indicating that the school is far away. Therefore, the option ""Sekolahnya jauh."" (Option 0) is the closest meaning to the metaphor.",0,,1
Jarak rumah ke sekolahnya sejauh rumah tetangga.,Sekolahnya jauh.,Sekolahnya dekat.,1,"{
""Answer"": 0,
""Explanation"": ""The metaphor is comparing the distance from the house to school with the distance from the house to the neighbor's house. Since the neighbor's house is close, the implication is that the school is also close.""
}",0,,0
Murid SMP itu setinggi tiang listrik.,Badan murid SMP itu tinggi.,Badan murid SMP itu pendek.,0,"{
  ""answer"": 0
}

The metaphor compares the height of a middle school student to an electricity pole, emphasizing how tall the student is. Therefore, option 0) ""Badan murid SMP itu tinggi."" is the closest meaning to the metaphor.",0,,1
Murid SMP itu setinggi pohon taoge.,Badan murid SMP itu tinggi.,Badan murid SMP itu pendek.,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Murid SMP itu setinggi pohon taoge"" compares the student's height to a bean sprout. In this case, it means that the student is short, similar to how a bean sprout is tall yet thin. Therefore, the closest meaning is option 1) Badan murid SMP itu pendek.",0,,0
"Nasibnya bagai orang yang selamat dari tragedi mematikan,.",Dia beruntung.,Dia apes.,0,"{
  ""answer"": 0
} 

Explanation: The metaphor compares the person's situation to someone who has survived a deadly tragedy. This implies that the person is lucky, hence the closest meaning is ""Dia beruntung"" which means ""He is lucky.""",0,,1
"Nasibnya bagai orang yang kena tipu,.",Dia beruntung.,Dia apes.,1,"{
  ""answer"": 1
} 

In this metaphor, ""Nasibnya bagai orang yang kena tipu"" compares someone's fate to being deceived. This implies that the person is unlucky or ""apes."" Therefore, the closest meaning to the metaphor is Option 1.",1,,1
"Baginya, dunia digital adalah tempat bermain yang menyenangkan.",Dia melek teknologi.,Dia gaptek.,0,"{
	""Explanation"": ""The metaphor compares the digital world to a fun playground, indicating that the person enjoys and is skilled in navigating the digital space."",
	""Answer"": 0
}",0,,1
"Baginya, dunia digital adalah rumah hantu yang penuh jebakan.",Dia melek teknologi.,Dia gaptek.,1,"{
  ""answer"": 1
} 

The metaphor ""dunia digital adalah rumah hantu yang penuh jebakan"" suggests that the digital world is a scary and tricky place, implying that the person is not familiar or comfortable navigating it. Therefore, the closest meaning is Option 1) Dia gaptek. (""He is not tech-savvy."")",1,,1
Pendiriannya bagai tak bisa digoyangkan angin.,Dia berpendirian teguh.,Dia tidak punya pendirian.,0,"{
  ""answer"": 0
}

Explanation: The metaphor ""Pendiriannya bagai tak bisa digoyangkan angin"" means that the person's stance is strong and unwavering, similar to how wind cannot shake it. Therefore, the closest meaning to the metaphor is option 0) Dia berpendirian teguh.",0,,1
Pendiriannya bagai peraturan yang berubah-ubah.,Dia berpendirian teguh.,Dia tidak punya pendirian.,1,"{
  ""answer"": 1
}

In this metaphor, ""Pendiriannya bagai peraturan yang berubah-ubah"" is comparing someone's stance to constantly changing rules. The closest meaning would be that the person does not have a fixed stance or opinion (Option 1), rather than having a firm stance (Option 0).",1,,1
Dia berlagak seperti cucu yang punya jalan.,Dia bersikap seenaknya.,Dia bersikap hati-hati.,0,"{
""answer"": 0
} 

The metaphor ""Dia berlagak seperti cucu yang punya jalan"" implies that the person is acting entitled and behaving as if they own the place. This is best represented by option 0) Dia bersikap seenaknya.",0,,1
Dia berlagak seperti anak ayam yang baru menetas.,Dia bersikap seenaknya.,Dia bersikap hati-hati.,1,"{
  ""answer"": 0
}

In this metaphor, ""Dia berlagak seperti anak ayam yang baru menetas."" is comparing someone's behavior to a newly-hatched chick. Chicks are known to act independently and confidently, hence the meaning closest to the metaphor would be ""Dia bersikap seenaknya"" which means ""He behaves as he pleases.""",0,,0
Mereka mengikuti lomba seolah siap memberikan seluruh darah dan keringat.,Tekad mereka besar.,Tekad mereka kecil.,0,"{
  ""answer"": 0
}

Explanation: The metaphor ""mereka mengikuti lomba seolah siap memberikan seluruh darah dan keringat"" implies that their determination is strong and they are fully committed to giving their all in the competition. Therefore, the option ""Tekad mereka besar"" (Their determination is strong) is the closest meaning to the metaphor.",0,,1
Mereka mengikuti lomba seolah hanya untuk mengisi kuota.,Tekad mereka besar.,Tekad mereka kecil.,1,"{
	""answer"": 1
} 

In this metaphor, ""Mereka mengikuti lomba seolah hanya untuk mengisi kuota"" suggests that the individuals are participating in the competition as if they are only doing it to fulfill a quota rather than having a strong determination or high level of motivation. Therefore, the closest meaning would be option 1) Tekad mereka kecil (Their determination is small).",1,,1
Mengobrol dengannya terasa seperti menghabiskan satu lagu.,"Bersamanya, waktu berlalu dengan cepat.","Bersamanya, waktu berlalu dengan lambat.",0,"{
  ""answer"": 0
}

Explanation: The metaphor ""Mengobrol dengannya terasa seperti menghabiskan satu lagu"" compares talking to someone to finishing a song. When you are enjoying a conversation, time tends to pass quickly, just like when you are enjoying a song, time seems to fly by. Option 0) ""Bersamanya, waktu berlalu dengan cepat"" is the closest meaning to this metaphor.",0,,1
Mengobrol dengannya terasa seperti melakukan perjalanan ke bulan.,"Bersamanya, waktu berlalu dengan cepat.","Bersamanya, waktu berlalu dengan lambat.",1,"{
  ""answer"": 0
} 

Explanation: The metaphor ""Mengobrol dengannya terasa seperti melakukan perjalanan ke bulan."" suggests that talking to the person feels like a journey to the moon, which implies that time passes quickly when you are with them. So, the option ""Bersamanya, waktu berlalu dengan cepat."" is the closest meaning to the metaphor.",0,,0
