Start Phrase,Ending 1,Ending 2,Labels,Response,answer,not_generated,match
जीवन काँटों की सेज नहीं है।,जीवन में खुशिओं भी होती हैं।,जीवन में दुःख भी आते हैं।,0,"{
  ""answer"": 1
} 

Explanation: In this metaphor, the phrase ""जीवन काँटों की सेज नहीं है।"" implies that life is not just filled with happiness and joy (जीवन में खुशिओं भी होती हैं), but also with pain and suffering (जीवन में दुःख भी आते हैं). The metaphor highlights the presence of difficulties and challenges in life, making option 1 the closest in meaning.",1,,0
जीवन फूलों की सेज नहीं है।,जीवन में खुशिओं भी होती हैं।,जीवन में दुःख भी आते हैं।,1,"{
""answer"": 1
} 

Explanation: The metaphor ""फूलों की सेज"" (bed of flowers) usually represents a comfortable, peaceful, and happy place. Therefore, the closest meaning to this metaphor is ""जीवन में दुःख भी आते हैं"" (life also has sorrows).",1,,1
बदला एक प्रकार का सभ्य न्याय है।,बदला लेना अच्छा है।,बदला लेना अच्छा नहीं है।,0,"{
  ""Explanation"": ""The metaphor here is comparing revenge to a form of civilized justice, implying that seeking revenge is justified and appropriate."",
  ""Answer"": 0
}",0,,1
बदला एक प्रकार का जंगली न्याय है।,बदला लेना अच्छा है।,बदला लेना अच्छा नहीं है।,1,"{
  ""answer"": 1
} 

Explanation: In this metaphor, ""बदला"" is compared to a jungle law, indicating that revenge is not a good thing. Therefore, the meaning represented in Option 1 is closest to the metaphor.",1,,1
बचपन जीवन का अंधकार है।,बचपन जीवन का कठिन समय होता है।,बचपन जीवन का सबसे सही होता है।,0,"{
  ""answer"": 0,
  ""explanation"": ""In the given metaphor, childhood is compared to darkness, implying that it is a difficult or challenging time in life.""
}",0,,1
बचपन जीवन का सवेरा है।,बचपन जीवन का कठिन समय होता है।,बचपन जीवन का सबसे सही होता है।,1,"{
  ""answer"": 1
} 

Explanation: Childhood is compared to the morning of life, signifying a time of freshness, new beginnings, and innocence. It is often considered the best phase of life by many, hence option 1) बचपन जीवन का सबसे सही होता है। is the closest meaning to the metaphor.",1,,1
वह आजकल स्फूर्ति में व्यस्त है।,वह बहुत बढ़िया काम कर रहा है।,वह काम चोरी कर रहा है।,0,"{
  ""Explanation"": ""The metaphor 'वह आजकल स्फूर्ति में व्यस्त है' implies that the person is currently very productive or doing well."",
  ""Answer"": 0
}",0,,1
वह आजकल आलस्य में व्यस्त है।,वह बहुत बढ़िया काम कर रहा है।,वह काम चोरी कर रहा है।,1,"{
  ""answer"": 0
}

Explanation: The metaphor here is ""आलस्य में व्यस्त है"" which means being busy in laziness. The closest meaning is that the person is not actually busy with important work, but rather being lazy. So, option 0) वह बहुत बढ़िया काम कर रहा है। is the correct interpretation.",0,,0
यह एक खुली किताब है।,"यह नेक इंसान हैं, यह सब जानते हैं।",यह नेक हैं या नहीं इसके बारे में कोई नहीं जनता।,0,"{
  ""Explanation"": ""The phrase 'खुली किताब है' is a metaphorical expression which means that something is open to interpretation or understanding, just like an open book with its content exposed and accessible. It does not directly imply that the subject is inherently good or knowledgeable."",
  ""Answer"": 1
}",1,,0
यह एक छुपा रहस्य है।,"यह नेक इंसान हैं, यह सब जानते हैं।",यह नेक हैं या नहीं इसके बारे में कोई नहीं जनता।,1,"{
  ""answer"": 1
} 
Explanation: The phrase ""एक छुपा रहस्य है"" implies secrecy or mystery. The closest meaning from the options is ""यह नेक हैं या नहीं इसके बारे में कोई नहीं जनता"" which means no one knows whether it is good or bad. It aligns more with the idea of something being hidden or unknown.",1,,1
जीवन मीठा करेला है।,जीवन अच्छा है।,जीवन बुरा है।,0,"{
  ""answer"": 0
}

Explanation: The metaphor compares life to a bitter gourd (करेला), which is known for its bitter taste. In this context, the metaphor implies that life is challenging or difficult. The option 0) जीवन अच्छा है। (Life is good) is the closest in meaning as it suggests that despite the challenges, life is still enjoyable and valuable.",0,,1
जीवन मीठा गुलकन्द है।,जीवन अच्छा है।,जीवन बुरा है।,1,"{
	""Explanation"": ""गुलकन्द स्वादिष्ट होता है जिससे जीवन की मिठास को दर्शाने के लिए इस्तेमाल किया जाता है। इसलिए यह महसूस कराता है कि जीवन मीठा है।"",
	""Answer"": 0
}",0,,0
उसका गुस्सा बर्फ की सिल्ली सा है।,उसका गुस्सा जल्दी उतर जाता है।,उसको गुस्सा बहुत ज्यादा आता है।,0,"{
  ""answer"": 0
} 

Explanation: The metaphor ""गुस्सा बर्फ की सिल्ली सा है"" is comparing the anger to ice that melts quickly. Option 0) ""उसका गुस्सा जल्दी उतर जाता है।"" is the most fitting explanation as it means the anger subsides quickly.",0,,1
उसका गुस्सा चाकू की धार सा है।,उसका गुस्सा जल्दी उतर जाता है।,उसको गुस्सा बहुत ज्यादा आता है।,1,"{
  ""answer"": 1,
  ""explanation"": ""The metaphor compares the anger of the person to the sharpness and intensity of a knife's edge, implying that the person's anger is very intense and sharp.""
}",1,,1
लड़का छड़ी की तरह पतला है।,लड़का बहुत पतला है।,लड़का बहुत मोटा है।,0,"{
  ""answer"": 0,
  ""explanation"": ""The metaphor compares the boy to a whip which is thin. So, the correct option is the one where the boy is described as very thin, which is option 0.""
}",0,,1
लड़का फूटबाल की तरह गोल है।,लड़का बहुत पतला है।,लड़का बहुत मोटा है।,1,"{
  ""answer"": 1
}

Explanation: The metaphor compares the boy to a goal in football, which implies that the boy is successful, important, and stands out. Therefore, the closest meaning would be option 1) लड़का बहुत मोटा है।",1,,1
रोहन का प्यार मीठे जामुन की तरह है।,रोहन का प्यार सच्चा है।,रोहन का प्यार झूठा है।,0,"{
  ""Explanation"": ""The metaphor compares Rohan's love to sweet jamun, implying that Rohan's love is genuine and sweet."",
  ""Answer"": 0
}",0,,1
रोहन का प्यार कड़वे बैंगन की तरह है।,रोहन का प्यार सच्चा है।,रोहन का प्यार झूठा है।,1,"{
  ""Explanation"": ""The metaphor comparing Rohan's love to a bitter eggplant implies that Rohan's love is not pleasant, indicating that his love is not true or genuine."",
  ""Answer"": 1
}",1,,1
वह अपने समूह का चूहा है।,वह समूह में सबसे डरपोक है।,वह समूह में सबसे निडर है।,0,"{
  ""Explanation"": ""In this metaphor, 'चूहा' signifies someone who is timid or fearful."",
  ""Answer"": 0
}",0,,1
वह अपने समूह का हाथी है।,वह समूह में सबसे डरपोक है।,वह समूह में सबसे निडर है।,1,"{
""answer"": 1
}
The metaphor ""वह अपने समूह का हाथी है।"" implies that the person is the most courageous in their group, hence the closest meaning would be Option 1) वह समूह में सबसे निडर है।",1,,1
वो स्केल की तरह सीधा है।,वो मासूम है।,वो चालक है।,0,"{
  ""answer"": 1
} 

Explanation: The metaphor comparing someone to a scale being straight implies that the person is honest, fair, and balanced in their actions, similar to how a scale needs to be straight to give accurate measurements. Therefore, the closest meaning is ""वो चालक है।"" (They are honest/fair).",1,,0
वो जलेबी की तरह सीधा है।,वो मासूम है।,वो चालक है।,1,"{
  ""answer"": 1
}

The metaphor comparing someone to a ""jalabi"" refers to the person being tricky or clever, similar to the winding shape of a jalabi. Therefore, the closest meaning would be ""वो चालक है।"" (Option 1).",1,,1
जीवन एक गाँव की गली है।,जीवन बहुत छोटा होता है।,जीवन बहुत लम्बा होता है।,0,"{
  ""Explanation"": ""In this metaphor, life is compared to a village lane, implying that life is full of twists and turns, obstacles, and surprises just like a narrow lane in a village."",
  ""Answer"": 1
}",1,,0
जीवन एक राष्ट्रीय राजमार्ग है।,जीवन बहुत छोटा होता है।,जीवन बहुत लम्बा होता है।,1,"{
  ""Explanation"": ""Just like a national highway connects different cities and towns, life is a journey that connects different experiences and challenges."",
  ""Answer"": 1
}",1,,1
उसकी आँखें पत्थर की थीं।,वह उसकी काबलियत समझ नहीं सका।,वह उसकी काबलियत समझ सका।,0,"{
  ""Explanation"": ""The metaphor comparing the eyes to stone suggests that the person's eyes were cold, unfeeling, and unemotional, similar to the characteristics of stone. This implies that the person could not understand his capabilities."",
  ""Answer"": 0
}",0,,1
उसकी आँखें हीरे की थीं।,वह उसकी काबलियत समझ नहीं सका।,वह उसकी काबलियत समझ सका।,1,"{
  ""Explanation"": ""The metaphor compares the person's eyes to diamonds, indicating that the person could see the worth or value in the other person."",
  ""Answer"": 1
}",1,,1
वह एक डूबता सितारा है।,उसकी किस्मत अच्छी नहीं थी।,उसकी किस्मत बहुत अच्छी थी।,0,"{
  ""answer"": 0
}

Explanation: The metaphor ""डूबता सितारा"" usually implies that the person being referred to is unsuccessful or not doing well. Option 0) reflects this meaning, as it says ""उसकी किस्मत अच्छी नहीं थी।"" (His luck was not good), which aligns with the metaphor.",0,,1
वह एक चमकता सितारा है।,उसकी किस्मत अच्छी नहीं थी।,उसकी किस्मत बहुत अच्छी थी।,1,"{
    ""answer"": 1
}

Explanation: The metaphor ""वह एक चमकता सितारा है।"" implies that the person being referred to is shining brightly like a star, which usually symbolizes positivity and success. So, the closest option is ""उसकी किस्मत बहुत अच्छी थी।"" (Option 1).",1,,1
उसका दामन काले कम्बल की तरह है।,वह चरित्रहीन है।,वो मासूम है।,0,"{
  ""answer"": 0
} 

In this metaphor, the phrase ""उसका दामन काले कम्बल की तरह है।"" is comparing someone's character to a black blanket. The color black is often associated with negative qualities like darkness, mystery, or negativity. So, the closest meaning would be option 0) वह चरित्रहीन है। (He/she lacks character).",0,,1
उसका दामन सफ़ेद चादर की तरह है।,वह चरित्रहीन है।,वो मासूम है।,1,"{
  ""Explanation"": ""The metaphor comparing the person's presence to a white sheet indicates purity and innocence, similar to a white sheet."",
  ""Answer"": 1
}",1,,1
उसकी नज़रें चिड़िया की तरह हैं।,उसकी सोच छोटी है।,वह दूर की सोचता है।,0,"{
  ""answer"": 1,
  ""explanation"": ""The metaphor compares the person's vision to that of a bird, which typically sees far away. So, the closest meaning would be 'वह दूर की सोचता है।'""
}",1,,0
उसकी नज़रें चील की तरह हैं।,उसकी सोच छोटी है।,वह दूर की सोचता है।,1,"{
  ""answer"": 1
}

Explanation: The metaphor comparing someone's eyes to that of an eagle suggests that the person has a strong vision and can see things from a distance, indicating option 1) वह दूर की सोचता है। (He thinks far ahead) is the closest meaning to the metaphor.",1,,1
वह बकरी की तरह मिम्यता है।,वह कमजोर है।,वह बहादुर है।,0,"{
  ""answer"": 0
}

Explanation: The metaphor compares the person to a goat, implying that they are weak and vulnerable like a goat. Therefore, the closest meaning would be option 0) वह कमजोर है।",0,,1
वह शेर की तरह दहाड़ता है।,वह कमजोर है।,वह बहादुर है।,1,"{
  ""answer"": 1
}

Explanation: The phrase ""वह शेर की तरह दहाड़ता है।"" is a metaphor comparing someone to a lion roaring. Lions are often seen as symbols of courage, strength, and bravery, so the correct interpretation would be that the person is courageous. Thus, option 1) वह बहादुर है। is the closest meaning to the metaphor.",1,,1
उसकी काया मैदान जैसी है।,उसका शरीर छोटा है।,उसका शरीर विशाल है।,0,"{
  ""answer"": 1
}

Explanation: The metaphor compares the person's body to a battlefield, implying that the person is strong and resilient. Therefore, the closest meaning to the metaphor is ""उसका शरीर विशाल है।"" (Option 1).",1,,0
उसकी काया पहाड़ जैसी है।,उसका शरीर छोटा है।,उसका शरीर विशाल है।,1,"{
  ""answer"": 1
}

Explanation: The metaphor ""उसकी काया पहाड़ जैसी है।"" implies that the person's body is massive like a mountain, indicating that the person has a huge or strong physique. Therefore, the option ""1) उसका शरीर विशाल है।"" is the closest in meaning to the metaphor.",1,,1
गाय की तरह मजबूत है।,वह कोमल है।,वह सख्त है।,0,"{
  ""answer"": 1,
  ""explanation"": ""In the metaphor 'गाय की तरह मजबूत है', the comparison is being made between strength and resilience similar to that of a cow, which is known for being sturdy and strong. Therefore, the closest meaning to the metaphor is 'वह सख्त है' which means 'she is strong'.""
}",1,,0
बैल की तरह मजबूत है।,वह कोमल है।,वह सख्त है।,1,"{
  ""Explanation"": ""The metaphor compares the strength of the subject to that of a bull, which is known for being strong and powerful."",
  ""Answer"": ""1""
}",1,,1
वह आदमी ठंडी बर्फ जैसा व्यवहार कर रहा था।,वह आदमी बहुत मस्त था।,वह आदमी बहुत गुस्सैल था।,0,"{
  ""answer"": 1
} 

Explanation: The metaphor compares the man's behavior to cold snow, which signifies that he was being very angry or cold in his behavior. Option 1 reflects this meaning accurately.",1,,0
वह आदमी उबले पानी जैसा व्यवहार कर रहा था।,वह आदमी बहुत मस्त था।,वह आदमी बहुत गुस्सैल था।,1,"{
  ""answer"": 1
} 

Explanation: The metaphor comparing the man's behavior to boiling water indicates that he was very angry or agitated, as boiling water represents intense emotions like anger. Option 1) वह आदमी बहुत गुस्सैल था। is the closest meaning to the metaphor.",1,,1
एक परी जितनी कीमती है।,बहुत सुनदर है।,बहुत बदसूरत है।,0,"{
  ""answer"": 0
}

Explanation: The metaphor comparing the value of a fairy emphasizes how precious and valuable the fairy is. Therefore, the closest meaning would be ""बहुत सुनदर है।"" (very beautiful).",0,,1
एक डायन जितनी कीमती है।,बहुत सुनदर है।,बहुत बदसूरत है।,1,"{
  ""Answer"": 1
}

Explanation: The metaphor is comparing the value of a witch to something valuable, which implies that the witch is very ugly and not considered valuable. This aligns more closely with option 1) बहुत बदसूरत है।.",1,,1
रामदीन की चेहरा कोयले की तरह है।,रामदीन बहुत कला है।,रामदीन बहुत गोरा है।,0,"{
  ""Explanation"": ""The metaphor is comparing Ramdeen's face to that of a coal, implying that Ramdeen's face is black/dark. So, the meaning closest to the metaphor is 'Ramdeen is very dark/black.'"",
  ""Answer"": 1
}",1,,0
रामदीन की चेहरा मोती की तरह है।,रामदीन बहुत कला है।,रामदीन बहुत गोरा है।,1,"{
  ""Explanation"": ""The metaphor compares Ramdeen's face to that of a pearl, implying that he has a fair and flawless complexion."",
  ""Answer"": 1
}",1,,1
उसका मन बर्फ की तरह ठंडा था।,वह बहुत शांत सुभाव का था।,वह थोड़ी देर के लिए शांत था।,0,"{
  ""Explanation"": ""The metaphor compares his mind to ice, indicating that it was very calm and peaceful."",
  ""Answer"": 0
}",0,,1
उसका मन रेत की तरह ठंडा था।,वह बहुत शांत सुभाव का था।,वह थोड़ी देर के लिए शांत था।,1,"{
  ""Explanation"": ""The metaphor is comparing the person's mind to sand which is cold, indicating that the person was calm and composed."",
  ""Answer"": 0
}",0,,0
विराट कछुए की तरह चुस्त है।,विराट सुस्त है।,विराट तेज है।,0,"{
  ""answer"": 1
} 

Explanation: The metaphor compares Virat to a quick-moving tortoise, implying that Virat is fast. Therefore, the closest meaning is ""विराट तेज है।"" (Virat is fast).",1,,0
विराट चीते की तरह चुस्त है।,विराट सुस्त है।,विराट तेज है।,1,"{
	""answer"": 1
}

Explanation: The metaphor compares someone to a cheetah, which is known for its speed and agility. So, the closest meaning would be that Virat is fast, just like a cheetah. Hence, option 1) विराट तेज है। is the correct answer.",1,,1
महेश दुकान बकरी की तरह चलाता है।,महेश शराफत से दूकान चलाता है।,महेश धोकेबाजी से दूकान चलाता है।,0,"{
  ""Explanation"": ""Comparing Mahesh running his shop to a goat implies mischief or trickery."",
  ""Answer"": 1
}",1,,0
महेश दुकान लोमड़ी की तरह चलाता है।,महेश शराफत से दूकान चलाता है।,महेश धोकेबाजी से दूकान चलाता है।,1,"{
  ""answer"": 1
} 

In this metaphor, the comparison is between Mahesh running the shop like a fox. Foxes are known for their cunning and sly behavior, so the closest meaning would be ""Mahesh runs the shop in a deceitful manner"" which corresponds to option 1) महेश धोकेबाजी से दूकान चलाता है।.",1,,1
उसके चेहरे पर अभिव्यक्ति सूरज की तरह थी।,उसके चहरे पर गुस्सा साफ नज़र आ रहा था।,उसके चहरे पर धैर्य साफ़ नज़र आ रहा था।,0,"{
  ""answer"": 1
} 

The metaphor ""उसके चेहरे पर अभिव्यक्ति सूरज की तरह थी।"" implies that the expression on his face was like the sun, which typically represents patience, serenity, and calmness. Therefore, the option closest in meaning is ""उसके चहरे पर धैर्य साफ़ नज़र आ रहा था।"" (option 1).",1,,0
उसके चेहरे पर अभिव्यक्ति चाँद की तरह थी।,उसके चहरे पर गुस्सा साफ नज़र आ रहा था।,उसके चहरे पर धैर्य साफ़ नज़र आ रहा था।,1,"{
  ""Explanation"": ""The metaphor compares the expression on the person's face to the moon, which is often associated with calmness and serenity."",
  ""Answer"": 1
}",1,,1
मेरी पत्नी सुबह के समय घोंघे की तरह व्यस्त रहती है।,मेरी पत्नी काम में बहुत आलसी है।,मेरी पत्नी काम में बहुत तेज है।,0,"{
  ""Explanation"": ""The metaphor compares the busyness of the wife in the morning to the buzzing activity of a bee, indicating that she is very active and energetic."",
  ""Answer"": 1
}",1,,0
मेरी पत्नी सुबह के समय मधुमक्खी की तरह व्यस्त रहती है।,मेरी पत्नी काम में बहुत आलसी है।,मेरी पत्नी काम में बहुत तेज है।,1,"{
  ""Explanation"": ""Comparing the wife to a bee implies that she is very busy in the morning, similar to how bees are active and productive during this time of day."",
  ""Answer"": 1
}",1,,1
नौकरानी ने हॉल सफ़ेद चादर सा साफ है।,नौकरानी ने सब अच्छे से साफ़ किया।,नौकरानी ने सब अच्छे से साफ़ नहीं किया।,0,"{
  ""explanation"": ""The metaphor compares the cleanliness of the hall to a white sheet, implying that the hall is sparkling clean."",
  ""answer"": 0
}",0,,1
नौकरानी ने हॉल काली चादर सा साफ है।,नौकरानी ने सब अच्छे से साफ़ किया।,नौकरानी ने सब अच्छे से साफ़ नहीं किया।,1,"{
  ""Explanation"": ""The metaphor compares the cleanliness of the hall with a white sheet, implying that it is thoroughly clean."",
  ""Answer"": 0
}",0,,0
तुम्हार कोट तो घास की तरह है।,तुम्हार कोट बहुत अच्छा नहीं है।,तुम्हार कोट बहुत अच्छा है।,0,"{
  ""answer"": 0
}

Explanation: The metaphor ""तुम्हार कोट तो घास की तरह है।"" implies that the coat is not good, just like how grass is not considered valuable. Therefore, the closest meaning is option 0) तुम्हार कोट बहुत अच्छा नहीं है।",0,,1
तुम्हार कोट तो मखमल की तरह है।,तुम्हार कोट बहुत अच्छा नहीं है।,तुम्हार कोट बहुत अच्छा है।,1,"{
  ""answer"": 1
} 

Explanation: The metaphor compares the coat to velvet, which is a luxurious and soft fabric. Therefore, the meaning closer to the metaphor is ""तुम्हार कोट बहुत अच्छा है।"" (Option 1).",1,,1
राकेश की दिमाग पत्थर सा तेज है।,राकेश का दिम्माग बहुत धीमा है।,राकेश का दिम्माग बहुत तेज़ है।,0,"{
  ""Explanation"": ""The metaphor compares Rakesh's brain to a stone, indicating that it is very sharp and quick, like a polished stone."",
  ""Answer"": 1
}",1,,0
राकेश की दिमाग उस्तरे सा तेज है।,राकेश का दिम्माग बहुत धीमा है।,राकेश का दिम्माग बहुत तेज़ है।,1,"{
  ""answer"": 1
} 

The metaphor ""राकेश की दिमाग उस्तरे सा तेज है।"" implies that Rakesh's mind is as fast as a race horse. Therefore, the closest meaning is option 1) राकेश का दिम्माग बहुत तेज़ है।.",1,,1
उसकी आवाज फटे बांस की तरह है।,उसकी आवाज बहुत बुरी है।,उसकी आवाज बहुत मधुर है।,0,"{
  ""answer"": 0
} 

In this metaphor, ""फटे बांस"" is being compared to the person's voice. ""फटे बांस"" refers to split bamboo which produces a harsh, unpleasant sound when broken. Therefore, the closest meaning to the metaphor is that the person's voice is very bad, so option 0 is the correct answer.",0,,1
उसकी आवाज कोयल की तरह है।,उसकी आवाज बहुत बुरी है।,उसकी आवाज बहुत मधुर है।,1,"{
  ""Explanation"": ""The comparison of the person's voice to that of a koel bird suggests that the person's voice is very sweet and melodious, similar to the koel bird's melodious singing."",
  ""Answer"": 1
}",1,,1
काम के मिलते ही उसका चहरा रौशनी सा सफेद हो गया।,वह काम करके खुश होता है।,वह काम करने से कतराता है।,0,"{
  ""Explanation"": ""The metaphor compares the person's face brightening up to the light, indicating happiness or contentment upon receiving work."",
  ""Answer"": 0
}",0,,1
काम के मिलते ही उसका चहरा भूत सा सफेद हो गया।,वह काम करके खुश होता है।,वह काम करने से कतराता है।,1,"{
  ""answer"": 1
}

Explanation: The metaphor ""चहरा भूत सा सफेद हो गया"" implies that the person became extremely pale or scared upon receiving the work. This is closest to option 1) वह काम करने से कतराता है।, as it suggests that the person is intimidated by the task given to them.",1,,1
हार्दिक उगते चाँद की तरह ताजा है।,वह बहुत चुस्त है।,वह बहुत थका हुआ है।,0,"{
  ""Explanation"": ""The metaphor is comparing someone to the newly rising moon, implying freshness and vibrancy. It is more likely to mean that the person is very energetic rather than tired."",
  ""Answer"": 0
}",0,,1
हार्दिक उगते सूरज की तरह ताजा है।,वह बहुत चुस्त है।,वह बहुत थका हुआ है।,1,"{
  ""Explanation"": ""The metaphor compares someone to the rising sun, which signifies freshness and energy."",
  ""Answer"": 0
}",0,,0
लेक्चर लेते समय वह रबर की तरह खड़ा था।,वह विश्वास से भरा हुआ था।,वह बहुत घबराया हुआ था।,0,"{
    ""answer"": 0,
    ""explanation"": ""यहां रबर की तरह खड़ा होने का मतलब है कि वह लचीला और विश्वास से भरा हुआ था।""
}",0,,1
लेक्चर लेते समय वह बोर्ड की तरह खड़ा था।,वह विश्वास से भरा हुआ था।,वह बहुत घबराया हुआ था।,1,"{
  ""answer"": 0
} 

Explanation: The metaphor compares the person standing while taking a lecture to a board. A board is filled with information and knowledge, so the closest meaning would be that the person was filled with confidence, like a board filled with information. Thus, option 0) वह विश्वास से भरा हुआ था। is the correct answer.",0,,0
पोस्टिंग की खबर सुन वह पागल सांड की तरह नाचने लगा।,पोस्टिंग की खबर से वो बहुत दुखी हुआ।,पोस्टिंग की खबर से वो बहुत खुश हुआ।,0,"{
  ""Explanation"": ""In this metaphor, the person is dancing like a crazy bull, which suggests excitement and happiness rather than sadness."",
  ""Answer"": 1
}",1,,0
पोस्टिंग की खबर सुन वह मोर की तरह नाचने लगा।,पोस्टिंग की खबर से वो बहुत दुखी हुआ।,पोस्टिंग की खबर से वो बहुत खुश हुआ।,1,"{
  ""Explanation"": ""The metaphor compares the person's reaction to hearing about the job posting to a peacock dancing, indicating extreme joy and excitement."",
  ""Answer"": 1
}",1,,1
उसके द्वारा दिया गया प्रोत्साहन एक बुलडोजर के समान था। ,उसके द्वारा दिया प्रोत्साहन बहुत असरदार था। ,उसके द्वारा दिया प्रोत्साहन कुछ असरदार नहीं था। ,0,"{
  ""explanation"": ""The given encouragement was powerful just like a bulldozer, implying it had a significant impact."",
  ""answer"": 0
}",0,,1
उसके द्वारा दिया गया प्रोत्साहन एक हवा के झोंके के समान था। ,उसके द्वारा दिया प्रोत्साहन बहुत असरदार था। ,उसके द्वारा दिया प्रोत्साहन कुछ असरदार नहीं था। ,1,"{
  ""Startphrase"": ""उसके द्वारा दिया गया प्रोत्साहन एक हवा के झोंके के समान था।"",
  ""Options"": {
    ""0"": ""उसके द्वारा दिया प्रोत्साहन बहुत असरदार था।"",
    ""1"": ""उसके द्वारा दिया प्रोत्साह",0,NG,0
किशोर एक मेमने की तरह है।,किशोर बहुत मासूम है।,किशोर बहुत चलाक है।,0,"{
  ""answer"": 1
} 

Explanation: The metaphor compares the teenager to a meme, which is usually associated with being clever, witty, and humorous. Hence, the closest meaning would be ""किशोर बहुत चलाक है।"" (option 1).",1,,0
किशोर एक भेड़िये की तरह है।,किशोर बहुत मासूम है।,किशोर बहुत चलाक है।,1,"{
  ""explanation"": ""The metaphor compares the teenager to a wolf, which symbolizes cleverness and cunningness."",
  ""answer"": 1
}",1,,1
वह एक आग की तरह चमकीली लगती है!,वह बहुत कठोर दिल की लगती है।,वह बहुत कोमल दिल की लगती है।,0,"{
  ""Explanation"": ""The metaphor compares the person to a shiny fire, implying that they are full of energy, attractive, and vibrant."",
  ""Answer"": 1
}",1,,0
वह एक हीरे की तरह चमकीली लगती है!,वह बहुत कठोर दिल की लगती है।,वह बहुत कोमल दिल की लगती है।,1,"{
  ""answer"": 1
} 

Explanation: The metaphor compares the person to a shiny diamond, indicating that the person appears beautiful and valuable. In this context, the option ""वह बहुत कोमल दिल की लगती है।"" (She seems very soft-hearted.) is the closest in meaning as it refers to the person being kind and gentle-hearted, just like a shiny diamond is precious and valuable. Thus, the correct answer is option 1.",1,,1
वह बॉक्सर बच्चे की तरह मजबूत है।,वह बॉक्सर कमजोर है।,वह बॉक्सर बहुत ताकतवर है।,0,"{
  ""answer"": 1
} 

The correct option is 1) वह बॉक्सर बहुत ताकतवर है। because the metaphor compares the boxer to a strong child, implying that the boxer is very powerful and not weak.",1,,0
वह बॉक्सर भीम की तरह मजबूत है।,वह बॉक्सर कमजोर है।,वह बॉक्सर बहुत ताकतवर है।,1,"{
""answer"": 1
} 

The metaphor used here is comparing the person to the boxer Bhim who is known for his strength. Therefore, the correct meaning would be ""वह बॉक्सर बहुत ताकतवर है।"" (option 1).",1,,1
