Start Phrase,Ending 1,Ending 2,Labels,Response,answer,not_generated,match
ಆ ಪ್ರದೇಶ ಕ್ಲಾಸ್ ರೂಮ್ನಂತೆ ವಿಶಾಲವಾಗಿದೆ.,ಆ ಪ್ರದೇಶ ತುಂಬಾ ವಿಶಾಲವಾಗಿದೆ,ಆ ಪ್ರದೇಶ ತುಂಬಾ ವಿಶಾಲವಾಗಿಲ್ಲ,1,"{
  ""explanation"": ""Comparing the area to a classroom means that it is spacious."",
  ""answer"": 0
}",0,,0
ಆಟಗಾರರ ಪ್ರದರ್ಶನ ಚಾಂಪಿಯನ್ ರಂತೆ ಇತ್ತು.,ಆಟಗಾರರ ಪ್ರದರ್ಶನ ಚೆನ್ನಾಗಿತ್ತು,ಆಟಗಾರರ ಪ್ರದರ್ಶನ ಚೆನ್ನಾಗಿರಲಿಲ್ಲ,0,"{
  ""Explanation"": ""The metaphor compares the performance of the players to that of a champion, suggesting excellence or high quality."",
  ""Answer"": 0
}",0,,1
ಆಟಗಾರರ ಪ್ರದರ್ಶನ ಸೋತವರಂತೆ ಇತ್ತು.,ಆಟಗಾರರ ಪ್ರದರ್ಶನ ಚೆನ್ನಾಗಿತ್ತು,ಆಟಗಾರರ ಪ್ರದರ್ಶನ ಚೆನ್ನಾಗಿರಲಿಲ್ಲ,1,"{
  ""Explanation"": ""The metaphor is comparing the performance to that of losers, so the meaning would be closer to 'ಪ್ರದರ್ಶನ ಸೋತವರಂತೆ ಇತ್ತು.'"",
  ""Answer"": 0
}",0,,0
ಅದು ಫುಟ್ಬಾಲ್ ನಷ್ಟು ಗಾತ್ರ ಹೊಂದಿದೆ.,ಆ ವಸ್ತುವಿನ ಗಾತ್ರ ದೊಡ್ಡದು,ಆ ವಸ್ತುವಿನ ಗಾತ್ರ ಸಣ್ಣದು,0,"{
  ""Explanation"": ""In football, the size of the field is fixed and standard, so the metaphor here is comparing the size of something to the standard football field size."",
  ""Answer"": 0
}",0,,1
ಅದು ಗಾಲ್ಫ್ ಬಾಲ್ ನಷ್ಟು ಗಾತ್ರ ಹೊಂದಿದೆ.,ಆ ವಸ್ತುವಿನ ಗಾತ್ರ ದೊಡ್ಡದು,ಆ ವಸ್ತುವಿನ ಗಾತ್ರ ಸಣ್ಣದು,1,"{
  ""explanation"": ""The metaphor is comparing something to a golf ball which is small in size. So, the closest meaning would be that the object is small in size."",
  ""answer"": 1
}",1,,1
ಅವನು ರಾಜನಷ್ಟು ಪ್ರಭಾವಶಾಲಿ.,ಅವನು ಪ್ರಭಾವಶಾಲಿ,ಅವನು ಪ್ರಭಾವಶಾಲಿ ಅಲ್ಲ,0,"{
  ""explanation"": ""The metaphor compares the person to a king, emphasizing their influence and power."",
  ""answer"": 0
}",0,,1
ಅವನು ಸೇವಕನಷ್ಟು ಪ್ರಭಾವಶಾಲಿ.,ಅವನು ಪ್ರಭಾವಶಾಲಿ,ಅವನು ಪ್ರಭಾವಶಾಲಿ ಅಲ್ಲ,1,"{
  ""answer"": 1
}

Explanation: The metaphor ""ಸೇವಕನಷ್ಟು ಪ್ರಭಾವಶಾಲಿ"" translates to ""as influential as a servant."" This implies that the person is not influential themselves, but they have the ability to influence others, similar to how a servant can carry out tasks effectively under someone else's direction. Therefore, the closest meaning is that the person is not influential themselves, hence option 1) ಅವನು ಪ್ರಭಾವಶಾಲಿ ಅಲ್",1,,1
ಅವನು ವ್ಯಾಪಾರಿಯ ಹಾಗೆ ಶ್ರೀಮಂತ.,ಅವನು ಶ್ರೀಮಂತ,ಅವನು ಶ್ರೀಮಂತನಲ್ಲ,0,"{
  ""explanation"": ""The metaphor compares the person to a businessman, implying that he is wealthy or successful. Option 0) directly means 'he is wealthy', which is the closest interpretation of the metaphor."",
  ""answer"": 0
}",0,,1
ಅವನು ರೈತನ ಹಾಗೆ ಶ್ರೀಮಂತ.,ಅವನು ಶ್ರೀಮಂತ,ಅವನು ಶ್ರೀಮಂತನಲ್ಲ,1,"{
  ""answer"": 1
} 

Explanation: In this metaphor, comparing someone to a farmer and a wealthy person, the comparison is more likely to signify that the person is wealthy rather than literally being a farmer. Hence, the meaning closer to the metaphor is ""ಅವನು ಶ್ರೀಮಂತನಲ್ಲ"" which translates to ""He is not a farmer, he is wealthy.""",1,,1
ಆ ವಸ್ತು ಹುಳು ಥರ ಸಣ್ಣದಿದೆ,ಆ ವಸ್ತುವಿನ ಗಾತ್ರ ಸಣ್ಣದು,ಆ ವಸ್ತುವಿನ ಗಾತ್ರ ದೊಡ್ಡದು,0,"{
  ""explanation"": ""Comparing the size of an object to that of an ant implies that the object is small in size."",
  ""answer"": 0
}",0,,1
ಆ ವಸ್ತು ಪಕ್ಷಿ ಥರ ಸಣ್ಣದಿದೆ,ಆ ವಸ್ತುವಿನ ಗಾತ್ರ ಸಣ್ಣದು,ಆ ವಸ್ತುವಿನ ಗಾತ್ರ ದೊಡ್ಡದು,1,"{
  ""explanation"": ""In this metaphor, the focus is on the size of the object being compared to a bird's egg, so the meaning of 'ಆ ವಸ್ತುವಿನ ಗಾತ್ರ ಸಣ್ಣದು' (the size of the object is small) is the closest to the metaphor."",
  ""answer"": 0
}",0,,0
ಆ ಹವ್ಯಾಸ ಧೂಮಪಾನದಂತೆ ಕೆಟ್ಟದ್ದು.,ಆ ಹವ್ಯಾಸ ಕೆಟ್ಟದ್ದು,ಆ ಹವ್ಯಾಸ ಒಳ್ಳೆಯದು,0,"{
  ""explanation"": ""The metaphor is comparing the habit to smoking, implying that it is harmful."",
  ""answer"": 0
}",0,,1
ಆ ಹವ್ಯಾಸ ಧ್ಯಾನದಂತೆ ಕೆಟ್ಟದ್ದು.,ಆ ಹವ್ಯಾಸ ಕೆಟ್ಟದ್ದು,ಆ ಹವ್ಯಾಸ ಒಳ್ಳೆಯದು,1,"{
  ""explanation"": ""The metaphor is comparing the habit to meditation, implying that it is bad."",
  ""answer"": 0
}",0,,0
ಆ ಪ್ರಾಣಿ ಡೈನೋಸರ್ ನಷ್ಟು ಹಳೆಯದು.,ಆ ಪ್ರಾಣಿ ಹಳೆಯದು,ಆ ಪ್ರಾಣಿ ಹಳೆಯದೇನಲ್ಲ,0,"{
  ""answer"": 0
} 

Explanation: In this metaphor, the animal mentioned is a dinosaur, which is known to be very old and extinct. Therefore, the closest meaning would be ""that animal is old"" rather than ""what is old about that animal"". Thus, option 0 is the correct choice.",0,,1
ಆ ಪ್ರಾಣಿ ಆನೆಯಷ್ಟು ಹಳೆಯದು.,ಆ ಪ್ರಾಣಿ ಹಳೆಯದು,ಆ ಪ್ರಾಣಿ ಹಳೆಯದೇನಲ್ಲ,1,"{
  ""Explanation"": ""Comparing the age of an animal to that of an elephant suggests that the animal is very old."",
  ""Answer"": 0
}",0,,0
ಉಸಿರಾಡಲು ಆಕ್ಸಿಜನ್ ನಂತೆ ಅಗತ್ಯವಾಗಿದೆ.,ಉಸಿರಾಡಲು ಆಕ್ಸಿಜನ್ ತುಂಬಾ ಅಗತ್ಯ,ಉಸಿರಾಡಲು ಆಕ್ಸಿಜನ್ ತುಂಬಾ ಅಗತ್ಯವೇನಲ್ಲ,0,"{
  ""Startphrase"": ""ಉಸಿರಾಡಲು ಆಕ್ಸಿಜನ್ ನಂತೆ ಅಗತ್ಯವಾಗಿದೆ."",
  ""Options"": {
    ""0"": ""ಉಸಿರಾಡಲು ಆಕ್ಸಿಜನ್ ತುಂಬಾ ಅಗತ್ಯ"",
    ""1"": ""ಉಸಿರಾಡ",1,NG,0
ಉಸಿರಾಡಲು ಕಾರ್ಬನ್ ಡೈಆಕ್ಸೈಡ್ ನಂತೆ ಅಗತ್ಯವಾಗಿದೆ.,ಉಸಿರಾಡಲು ಆಕ್ಸಿಜನ್ ತುಂಬಾ ಅಗತ್ಯ,ಉಸಿರಾಡಲು ಆಕ್ಸಿಜನ್ ತುಂಬಾ ಅಗತ್ಯವೇನಲ್ಲ,1,"{
  ""answer"": 0
}

Explanation: In this metaphor, ""breathing is necessary like carbon dioxide"" implies that oxygen is necessary for breathing, similar to how carbon dioxide is necessary for processes like photosynthesis. Option 0) ""ಉಸಿರಾಡಲು ಆಕ್ಸಿಜನ್ ತುಂಬಾ ಅಗತ್ಯ"" aligns better with this comparison, emphasizing the necessity of oxygen for breathing.",0,,0
ಆ ಸ್ಥಳ ತಲುಪಲು ಕಾರ್ ನಷ್ಟು ಸಮಯ ತೆಗೆದುಕೊಳ್ಳುತ್ತದೆ.,ಆ ಸ್ಥಳ ತಲುಪಲು ಕಡಿಮೆ ಸಮಯ ಬೇಕು,ಆ ಸ್ಥಳ ತಲುಪಲು ಹೆಚ್ಚು ಸಮಯ ಬೇಕು,0,"{
  ""Explanation"": ""This metaphor implies that reaching the destination takes a lot of time, suggesting that it requires more time than usual."",
  ""Answer"": 1
}",1,,0
ಆ ಸ್ಥಳ ತಲುಪಲು ಸೈಕಲ್ ನಷ್ಟು ಸಮಯ ತೆಗೆದುಕೊಳ್ಳುತ್ತದೆ.,ಆ ಸ್ಥಳ ತಲುಪಲು ಕಡಿಮೆ ಸಮಯ ಬೇಕು,ಆ ಸ್ಥಳ ತಲುಪಲು ಹೆಚ್ಚು ಸಮಯ ಬೇಕು,1,"{
  ""answer"": 0
}

Explanation: The metaphor compares reaching a place to riding a bicycle, implying that it requires less time. Therefore, the meaning closer to the metaphor is option 0) ಆ ಸ್ಥಳ ತಲುಪಲು ಕಡಿಮೆ ಸಮಯ ಬೇಕು (less time is needed to reach that place).",0,,0
ಆಹಾರವು ಹಬ್ಬದ ಊಟದಷ್ಟು ವಿಶೇಷವಾಗಿತ್ತು .,ಆಹಾರವು ತುಂಬಾ ವಿಶೇಷವಾಗಿತ್ತು,ಆಹಾರವು ಸಾಮಾನ್ಯವಾಗಿತ್ತು,0,"{
  ""explanation"": ""The metaphor is comparing food to a festive meal, implying that the food was very special."",
  ""answer"": 0
}",0,,1
ಆಹಾರವು ಬ್ರೇಕ್ ಫಾಸ್ಟ್ ನಷ್ಟು ವಿಶೇಷವಾಗಿತ್ತು .,ಆಹಾರವು ತುಂಬಾ ವಿಶೇಷವಾಗಿತ್ತು,ಆಹಾರವು ಸಾಮಾನ್ಯವಾಗಿತ್ತು,1,"{
  ""explanation"": ""The metaphor compares food to breakfast, implying that the food was special or exceptional."",
  ""answer"": 0
}",0,,0
ಅದರ ಬೆಲೆ ವಿಮಾನದ ಟಿಕೆಟ್ ನಷ್ಟು ದುಬಾರಿ.,ಅದರ ಬೆಲೆ ದುಬಾರಿ,ಅದರ ಬೆಲೆ ಅಗ್ಗ,0,"{
  ""explanation"": ""The metaphor compares the value of something to the cost of an airplane ticket, emphasizing that it is lost twice which implies that it is expensive or valuable."",
  ""answer"": 0
}",0,,1
ಅದರ ಬೆಲೆ ಸಿನಿಮಾ ಟಿಕೆಟ್ ನಷ್ಟು ದುಬಾರಿ.,ಅದರ ಬೆಲೆ ದುಬಾರಿ,ಅದರ ಬೆಲೆ ಅಗ್ಗ,1,"{
  ""explanation"": ""Comparing the value of something to the cost of a movie ticket getting lost or wasted."",
  ""answer"": 0
}",0,,0
ಅವನ ನಂಬಿಕೆಗಳು ಬಂಡೆಯಂತೆ ಬಲಿಷ್ಠವಾಗಿವೆ.,ಅವನ ನಂಬಿಕೆ ಬಲಿಷ್ಟವಾಗಿದೆ,ಅವನ ನಂಬಿಕೆ ಬಲಿಷ್ಟವಾಗಿಲ್ಲ,0,"{
  ""explanation"": ""Comparing beliefs to a rock implies that they are strong and unwavering."",
  ""answer"": 0
}",0,,1
ಅವನ ನಂಬಿಕೆಗಳು ಗಾಜಿನಂತೆ ಬಲಿಷ್ಠವಾಗಿವೆ.,ಅವನ ನಂಬಿಕೆ ಬಲಿಷ್ಟವಾಗಿದೆ,ಅವನ ನಂಬಿಕೆ ಬಲಿಷ್ಟವಾಗಿಲ್ಲ,1,"{
  ""answer"": 0
} 

In this metaphor, comparing someone's beliefs to glass symbolizes strength and solidity. Therefore, the correct option is 0) ಅವನ ನಂಬಿಕೆ ಬಲಿಷ್ಟವಾಗಿದೆ (his beliefs are strong).",0,,0
ಅದು ಓದುವಷ್ಟು ಸುಲಭ.,ಅದು ತುಂಬಾ ಸುಲಭ,ಅದು ಕಷ್ಟ,0,"{
  ""answer"": 0
}

Explanation: The metaphor ""ಅದು ಓದುವಷ್ಟು ಸುಲಭ"" compares the ease of reading to something being easy. Option 0) ""ಅದು ತುಂಬಾ ಸುಲಭ"" translates to ""it is very easy"", which closely aligns with the metaphor. Therefore, the answer is 0.",0,,1
ಅದು ಕೋಡಿಂಗ್ ನಂತೆ ಸುಲಭ.,ಅದು ತುಂಬಾ ಸುಲಭ,ಅದು ಕಷ್ಟ,1,"{
  ""answer"": 0
} 

Explanation: In this metaphor, ""ಕೋಡಿಂಗ್"" refers to coding, which is considered to be something that is easy to understand and manage once you get the hang of it. Therefore, the closest meaning would be ""ಅದು ತುಂಬಾ ಸುಲಭ"" which translates to ""It is very easy.""",0,,0
ಅವನು ಸಾಂಪ್ರದಾಯಿಕ ಉಡುಗೆ ಪಂಚೆ ಧರಿಸಿದ್ದಾನೆ.,ಅವನು ಸಾಂಪ್ರದಾಯಿಕ ಉಡುಗೆ ಧರಿಸಿದ್ದಾನೆ,ಅವನು ಸಾಂಪ್ರದಾಯಿಕ ಉಡುಗೆ ಧರಿಸಿಲ್ಲ,0,"{
  ""Explanation"": ""The metaphor describes someone wearing traditional attire, indicating they are conforming to societal norms or traditions."",
  ""Answer"": 0
}",0,,1
ಅವನು ಸಾಂಪ್ರದಾಯಿಕ ಉಡುಗೆ ಸೂಟ್ ಧರಿಸಿದ್ದಾನೆ.,ಅವನು ಸಾಂಪ್ರದಾಯಿಕ ಉಡುಗೆ ಧರಿಸಿದ್ದಾನೆ,ಅವನು ಸಾಂಪ್ರದಾಯಿಕ ಉಡುಗೆ ಧರಿಸಿಲ್ಲ,1,"{
  ""Explanation"": ""The metaphor is comparing the traditional attire of wearing a suit to the person's clothing choice."",
  ""Answer"": 0
}",0,,0
ಆ ವಿಷಯವು ವಿಜ್ಞಾನದಷ್ಟು ಲಾಜಿಕ್ ಹೊಂದಿದೆ.,ಆ ವಿಷಯ ಲಾಜಿಕ್ ಹೊಂದಿದೆ,ಆ ವಿಷಯ ಲಾಜಿಕ್ ಹೊಂದಿಲ್ಲ,0,"{
	""Startphrase"": ""ಆ ವಿಷಯವು ವಿಜ್ಞಾನದಷ್ಟು ಲಾಜಿಕ್ ಹೊಂದಿದೆ."",
	""Options"": {
		""0"": ""ಆ ವಿಷಯ ಲಾಜಿಕ್ ಹೊಂದಿದೆ"",
		""1"": ""ಆ ವಿಷಯ ಲಾಜಿಕ್ ಹ",1,NG,0
ಆ ವಿಷಯವು ಮ್ಯಾಜಿಕ್ನಷ್ಟು ಲಾಜಿಕ್ ಹೊಂದಿದೆ.,ಆ ವಿಷಯ ಲಾಜಿಕ್ ಹೊಂದಿದೆ,ಆ ವಿಷಯ ಲಾಜಿಕ್ ಹೊಂದಿಲ್ಲ,1,"{
  ""explanation"": ""The metaphor is comparing the subject to something magical and logical, emphasizing an unusual and intriguing quality. Therefore, the closest meaning is option 0) ಆ ವಿಷಯ ಲಾಜಿಕ್ ಹೊಂದಿದೆ (The subject has both magical and logical qualities)."",
  ""answer"": 0
}",0,,0
ಅವಳು ನಮ್ಮ ಸಂಸ್ಕೃತಿ ಬಿಂಬಿಸುವ ಸೀರೆ ಧರಿಸಿದ್ದಳು .,ಅವಳು ನಮ್ಮ ಸಂಸ್ಕೃತಿಯನ್ನು ಬಿಂಬಿಸುತ್ತಿದ್ದಳು,ಅವಳು ನಮ್ಮ ಸಂಸ್ಕೃತಿಯನ್ನು ಬಿಂಬಿಸುತ್ತಿರಲಿಲ್ಲ,0,"{
  ""answer"": 0
}  

Explanation: The metaphor here is comparing the woman to a mirror reflecting our culture. Option 0) ""ಅವಳು ನಮ್ಮ ಸಂಸ್ಕೃತಿಯನ್ನು ಬಿಂಬಿಸುತ್ತಿದ್ದಳು"" translates to ""She was reflecting our culture"", which is the closest meaning to the metaphor. Option 1) ""ಅವಳು ನಮ್ಮ ಸಂ",0,,1
ಅವಳು ನಮ್ಮ ಸಂಸ್ಕೃತಿ ಬಿಂಬಿಸುವ ಸ್ಕರ್ಟ್ ಧರಿಸಿದ್ದಳು .,ಅವಳು ನಮ್ಮ ಸಂಸ್ಕೃತಿಯನ್ನು ಬಿಂಬಿಸುತ್ತಿದ್ದಳು,ಅವಳು ನಮ್ಮ ಸಂಸ್ಕೃತಿಯನ್ನು ಬಿಂಬಿಸುತ್ತಿರಲಿಲ್ಲ,1,"{
  ""answer"": 0
}

Explanation: The metaphor here is comparing the act of wearing a skirt to reflecting our culture. Option 0) ""ಅವಳು ನಮ್ಮ ಸಂಸ್ಕೃತಿಯನ್ನು ಬಿಂಬಿಸುತ್ತಿದ್ದಳು"" is the closer meaning, stating that she was reflecting our culture by wearing the skirt. Option 1) ""ಅವಳು ನಮ್ಮ ಸಂ",0,,0
ಅವನು ರಾಜಕಾರಣಿಗಳಷ್ಟು ಪ್ರಭಾವಶಾಲಿ.,ಅವನು ಪ್ರಭಾವಶಾಲಿ,ಅವನು ಸಾಮಾನ್ಯ,0,"{
  ""explanation"": ""The metaphor compares the person to politicians, implying that they are powerful and influential."",
  ""answer"": 0
}",0,,1
