Start Phrase,Ending 1,Ending 2,Labels,Response,answer,not_generated,match
Baguse Paijo katulung saka irunge sing kaya irunge petruk,Baguse Paijo katulung irunge sing mancung,Baguse Paijo katulung irunge sing pesek,0,"{
  ""Explanation"": ""The metaphor is comparing Paijo to an eagle (irunge sing kaya irunge petruk), which symbolizes strength and power. Therefore, the option 'Baguse Paijo katulung irunge sing mancung' meaning 'Paijo is helping the eagle with a sharp beak' is the closest in meaning as mancung means sharp in this context."",
  ""Answer"": 0
}",0,,1
Baguse Paijo katulung saka irunge sing kaya irunge semar,Baguse Paijo katulung irunge sing mancung,Baguse Paijo katulung irunge sing pesek,1,"{
  ""Explanation"": ""Paijo is being compared to a strong and wise character like Semar, so the closest meaning would be comparing Paijo to someone with physical attractiveness like Semar, rather than someone with physical unattractiveness."",
  ""Answer"": 0
}",0,,0
Pak Hasan ora gelem menehi sumbangan pancen sipate iku kaya cina craki,Pak Hasan ora gelem menehi sumbangan pancen sipate iku medhit,Pak Hasan ora gelem menehi sumbangan pancen sipate iku loman,0,"{
  ""answer"": 0,
  ""explanation"": ""The metaphor here compares Pak Hasan not wanting to donate to being as stubborn as a Chinese crab. The word 'medhit' means stubborn in Javanese, making option 0 the closest in meaning to the metaphor.""
}",0,,1
Pak Hasan ora gelem menehi sumbangan pancen sipate iku kaya blaba uda,Pak Hasan ora gelem menehi sumbangan pancen sipate iku medhit,Pak Hasan ora gelem menehi sumbangan pancen sipate iku loman,1,"{
  ""question"": ""Pak Hasan ora gelem menehi sumbangan pancen sipate iku kaya blaba uda"",
  ""options"": {
    ""0"": ""Pak Hasan ora gelem menehi sumbangan pancen sipate iku medhit"",
    ""1"": ""Pak Hasan ora gelem menehi sumbangan pancen sipate iku loman""
  },
  ""answer"": 0
}

Explanation: In this metaphor, comparing someone refusing to give a donation because they are as rich as a king (kaya blaba uda) to the option ""Pak Hasan ora gelem menehi sumbangan pancen sipate iku med",0,,0
Anggone nyambut gawe Allia kaya banteng ketaton,Anggone nyambut gawe Allia Cepet banget,Anggone nyambut gawe Allia alon banget,0,"{
  ""answer"": 1
}

Explanation: The metaphor compares Anggone nyambut gawe Allia to a bull walking slowly (banget). This implies that the task is being approached with caution and take time to complete, rather than rushing through it quickly. Option 1) Anggone nyambut gawe Allia alon banget is the closest meaning to the metaphor.",1,,0
Anggone nyambut gawe Allia kaya macan luwe,Anggone nyambut gawe Allia Cepet banget,Anggone nyambut gawe Allia alon banget,1,"{
	""Explanation"": ""The metaphor compares Allia to a tiger, emphasizing her strength or fierceness."",
	""Answer"": 0
}",0,,0
Nalika sesrawungan Pak Jemani lan Paiman kaya banyu karo lenga,Nalika sesrawungan Pak Jemani lan Paiman ora bisa akur,Nalika sesrawungan Pak Jemani lan Paiman akur banget,0,"{
	""answer"": 1
}

Explanation: The metaphor ""Nalika sesrawungan Pak Jemani lan Paiman kaya banyu karo lenga"" means that when Pak Jemani and Paiman are together, they are as harmonious as water and oil. Option 1) ""Nalika sesrawungan Pak Jemani lan Paiman akur banget"" closely represents the idea of harmony between Pak Jemani and Paiman, as opposed to option 0) ""Nalika sesrawungan Pak Jemani lan Paiman ora bisa akur"", which suggests they cannot get along.",1,,0
Nalika sesrawungan Pak Jemani lan Paiman kaya mimi lan mituna,Nalika sesrawungan Pak Jemani lan Paiman ora bisa akur,Nalika sesrawungan Pak Jemani lan Paiman akur banget,1,"{
  ""answer"": 1
} 

This metaphor is comparing the relationship between Pak Jemani and Paiman to a sweet, harmonious marriage (kaya mimi lan mituna). Therefore, the closest meaning is Option 1: Nalika sesrawungan Pak Jemani lan Paiman akur banget.",1,,1
Tulisane Sarti jumejer ana papan tulis kaya awangun ketumbar,Tulisane Sarti jumejer ana papan tulis apik banget,Tulisane Sarti jumejer ana papan tulis elek banget,0,"{
  ""answer"": 0
} 

Explanation: The metaphor is comparing writing on a whiteboard to the way coriander is sprinkled. The option ""Tulisane Sarti jumejer ana papan tulis apik banget"" relates to the idea of writing neatly or nicely on the whiteboard, which is closer to the metaphor compared to ""Tulisane Sarti jumejer ana papan tulis elek banget"" that refers to something being electrifying or exciting.",0,,1
Tulisane Sarti jumejer ana papan tulis kaya cekere pitik,Tulisane Sarti jumejer ana papan tulis apik banget,Tulisane Sarti jumejer ana papan tulis elek banget,1,"{
  ""question"": ""Tulisane Sarti jumejer ana papan tulis kaya cekere pitik"",
  ""options"": [{
    ""option1"": ""Tulisane Sarti jumejer ana papan tulis apik banget"",
    ""option2"": ""Tulisane Sarti jumejer ana papan tulis elek banget""
  }],
  ""explanation"": ""The metaphor compares the writing on the paper to chicken scratches, indicating that it is messy and difficult to read. Therefore, the closest meaning is option 1) Tulisane Sarti jumejer ana papan tulis elek banget."",
  ""answer"": 1
}",1,,1
Rambute Selfi wiwit cilik pancen kaya brintik linggis,Rambute Selfi wiwit cilik pancen lurus,Rambute Selfi wiwit cilik pancen kriting,0,"{
  ""explanation"": ""The metaphor compares Rambute Selfi's hair to a sharp arrow, implying that it is straight and precise. Therefore, the option 'Rambute Selfi wiwit cilik pancen lurus' meaning 'Rambute Selfi's hair is straight' is the closest meaning to the metaphor."",
  ""answer"": 0
}",0,,1
Rambute Selfi wiwit cilik pancen kaya kembang jagung,Rambute Selfi wiwit cilik pancen lurus,Rambute Selfi wiwit cilik pancen kriting,1,"{ ""answer"": 1 }

Explanation: The metaphor compares the hair to corn silk, which is thin and delicate, similar to curly hair being described as ""cilik"". T 
 
he option ""Rambute Selfi wiwit cilik pancen kriting"" means ""Selfi's hair is naturally curly"" and aligns better with the metaphor.",1,,1
Kain batik sing dituku nalika menyang pasar Klewer iku kandele kaya kulit bawang,Kain batik sing dituku menyang pasar klewer tipis banget,Kain batik sing dituku menyang pasar klewer kandel banget,0,"{
  ""answer"": 1
} 

Explanation: The metaphor compares the thickness of the material of the batik cloth to the skin of an onion, emphasizing that it is very thin and delicate. Option 1) Kain batik sing dituku menyang pasar klewer kandel banget, closely reflects this comparison by highlighting the thinness of the batik cloth.",1,,0
Kain batik sing dituku nalika menyang pasar Klewer iku kandele kaya kulit babat,Kain batik sing dituku menyang pasar klewer tipis banget,Kain batik sing dituku menyang pasar klewer kandel banget,1,"{
  ""answer"": 1
}

Explanation: The metaphor compares the act of choosing a specific fabric with a distinct pattern to selecting a path in life. In this case, the emphasis is on the material being unique or special, similar to the uniqueness and richness of crocodile skin. Option 1) ""Kain batik sing dituku menyang pasar klewer kandel banget"" closely captures this meaning with the emphasis on the fabric being very distinct and high quality.",1,,1
Isih esuk kahanane Mbak Marmi kaya Ulat peteng,Isih esuk khanane mbak Marmi Katon mrengut,Isih esuk khanane mbak Marmi Katon sumeh,0,"{
  ""answer"": 0
}

Explanation: The metaphor compares Mbak Marmi to a night caterpillar (Ulat peteng), which is known for moving slowly and cautiously. The option ""Isih esuk khanane mbak Marmi Katon mrengut"" translates to ""Mbak Marmi is moving slowly and cautiously,"" which closely reflects the metaphor. The other option ""Isih esuk khanane mbak Marmi Katon sumeh"" translates to ""Mbak Marmi is walking quickly,"" which does not align with the metaphor of a slow-moving night caterpillar.",0,,1
Isih esuk kahanane Mbak Marmi kaya ulat manis,Isih esuk khanane mbak Marmi Katon mrengut,Isih esuk khanane mbak Marmi Katon sumeh,1,"{
  ""answer"": 0
} 

The metaphor comparing Mbak Marmi to a sweet caterpillar implies that Mbak Marmi is kind and gentle, similar to how a caterpillar is seen as harmless and delightful. Option 0) ""Isih esuk khanane mbak Marmi Katon mrengut"" means Mbak Marmi smiles warmly, which aligns with the kind and gentle nature implied by the metaphor.",0,,0
Roti donat lek nggawe Narti kaya atose debog,Roti donat lek nggawe Narti empuk banget,Roti donat lek nggawe Narti atos banget,0,"{
  ""answer"": 1
}

Explanation: The metaphor compares the act of making donuts to creating something difficult or challenging, similar to building a tall tower. Therefore, the option that conveys the meaning of something being very challenging or difficult (""atos banget"") is the closest interpretation.",1,,0
Roti donat lek nggawe Narti kaya lemese pikulan,Roti donat lek nggawe Narti empuk banget,Roti donat lek nggawe Narti atos banget,1,"{
  ""response"": 0
}

Explanation: In this metaphor, ""Roti donat lek nggawe Narti kaya lemese pikulan"" is comparing Narti to a soft doughnut, implying that Narti is gentle and kind. Option 0) ""Roti donat lek nggawe Narti empuk banget"" is the closest meaning as it refers to Narti being very soft and gentle.",0,,0
Omahe sing dibangun ambane kaya pagupon dara,Omahe sing di bangun amba banget,Omahe sing di bangun ciwut,0,"{
  ""answer"": 0
} 

Explanation: The metaphor is comparing a well-constructed house to a sturdy shelter. Option 0 reflects this idea more accurately as ""di bangun amba banget"" can be interpreted as ""built very sturdily."" Option 1, ""di bangun ciwut,"" does not convey the same sense of strength and stability.",0,,1
