Start Phrase,Ending 1,Ending 2,Labels,Response,answer,not_generated,match
Àwọn ará ìlú ri pé Ìgbín ni Ṣẹ́gun,Ṣẹ́gun ní ìgboyà,Ọ̀lẹ ni Ṣẹ́gun,1,"{
  ""answer"": 0
}

Explanation: The phrase ""Àwọn ará ìlú ri pé Ìgbín ni Ṣẹ́gun"" translates to ""The people in the village see Ṣẹ́gun as a snail."" This is a metaphor implying that Ṣẹ́gun is slow or lazy. Option 0) ""Ṣẹ́gun ní ìgboyà"" translates to ""Ṣẹ́gun is a snail,"" which aligns with the metaphor. Option 1) ""Ọ̀lẹ ni Ṣẹ́gun"" translates to """,0,,0
Àwòko ni Àdìgún nínu orin kíkọ,Àdìgún mọ ọrin kọ,Àdìgún kò mọ orin kọ.,0,"{
  ""answer"": 1
} 

In this metaphor, the phrase ""Àwòko ni Àdìgún nínu orin kíkọ"" translates to ""The farmer is the key stakeholder in the cultivation of yam"". The two options are:
0) Àdìgún mọ ọrin kọ - Meaning ""The farmer knows the cultivation of yams""
1) Àdìgún kò mọ orin kọ - Meaning ""The farmer does not know the cultivation of yams""
The correct option is 1 because the metaphor implies that the farmer, being a crucial figure in yam cultivation, would not be ignorant of the",1,,0
Ọlọ́fin dídí ni Àdìgún nínú orin kíkọ,Àdìgún mọ ọrin kọ,Àdìgún kò mọ orin kọ.,1,"{
  ""answer"": 0
}

The metaphor ""Ọlọ́fin dídí ni Àdìgún nínú orin kíkọ"" translates to ""The chief priest is deeply immersed in the song ritual."" Option 0) ""Àdìgún mọ ọrin kọ"" means ""The priest understands the song."" This option is the closest meaning to the metaphor as it implies that the chief priest is actively involved and participating in the ritual, hence understanding the significance of the song.",0,,0
Ọmọ náà fò bí i ìgalà lánàá,Ara ọmọ náà balẹ̀,Ara ọmọ náà kò balẹ̀ rárá,0,"{
  ""Explanation"": ""This metaphor means the child is extremely stubborn, so it closely relates to the option where the child is seen as not being easily controlled or guided."",
  ""Answer"": 1
}",1,,0
Ọmọ náà fò bí i ẹni tí kò lẹ́sẹ̀ lánàá,Ara ọmọ náà balẹ̀,Ara ọmọ náà kò balẹ̀ rárá,1,"{
  ""answer"": 1
}

Explanation: The metaphor is comparing the child to someone who cannot stand independently. Option 1 ""Ara ọmọ náà kò balẹ̀ rárá"" means the child's body is not yet fully developed, not capable of standing or functioning properly.",1,,1
Ẹlẹ́dẹ̀ ni Ìṣọlá nínu ilé rẹ̀,Ìṣọ̀lá ní ìmọ́tótó,Ìṣọ̀lá ní ọ̀bùn,1,"{
  ""Explanation"": ""This metaphor is comparing Ìṣọlá to a sweet aroma within her household, suggesting that she brings joy and positivity to her home."",
  ""Answer"": 0
}",0,,0
Ìṣọ̀lá má ń tún ilé rẹ̀ ṣe ní gbogbo nìgbà,Ìṣọ̀lá ní ìmọ́tótó,Ìṣọ̀lá ní ọ̀bùn,0,"{
  ""answer"": 1,
  ""explanation"": ""The metaphor suggests that Ìṣọ̀lá is like a tree rooted in its home, meaning Ìṣọ̀lá is deeply attached to their home.""
}",1,,0
Ìyá náà rí fàkìyà bí i àpáta Olúmọ,Ìyá náà tóbi / rọ̀bọ̀,Ìyá nàá kò tóbi / rọ̀bọ̀,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Ìyá náà rí fàkìyà bí i àpáta Olúmọ"" translates to ""Mother saw the fàkìyà tree like the Olúmọ rock."" In this context, the fàkìyà tree is likely being compared to something strong and enduring because the Olúmọ rock is known for its stability. Therefore, option 0) Ìyá náà tóbi / rọ̀bọ̀ (Mother is strong / solid) is the closest meaning to the metaphor.",0,,0
Ìyá náà rí bí i ọmọge ọ̀ṣọ́rọ́,Ìyá náà tóbi / rọ̀bọ̀,Ìyá nàá kò tóbi / rọ̀bọ̀,0,"{
  ""answer"": 0,
  ""explanation"": ""The metaphor compares the mother to a full fountain (Ìyá náà tóbi) indicating that the mother is experienced and wise.""
}",0,,1
Àwọ̀ rẹ rí bí i èédú tí wọ́n fí ń dáná,Àwọ̀ rẹ̀ dúdú gan,Àwọ̀ rẹ̀ pupa gan,1,"{
  ""answer"": 0
}

Explanation: The metaphor compares the appearance of someone's hands to burnt yam, which would mean that their hands are blackened or dirty. Option 0 (Àwọ̀ rẹ̀ dúdú gan) translates to ""your hands are very black,"" which fits the metaphor in this context. Option 1 (Àwọ̀ rẹ̀ pupa gan) translates to ""your hands are very red,"" which does not match the metaphor.",0,,0
Àwọ̀ rẹ rí bí i góòlù tí mọ ṣẹ̀ṣẹ̀ rà láti ilẹ̀ òkèrè,Àwọ̀ rẹ̀ dúdú gan,Àwọ̀ rẹ̀ pupa gan,0,"{
  ""Explanation"": ""The metaphor is comparing the appearance of the startphrase to the idea of a google search bar, which is usually white."",
  ""Answer"": 0
}",0,,1
Omí bọ́ lójú ìjàpà nígbà tí Ọba pàṣẹ pé kí wọ́n lọ pá.,Ìjàpá dunnú / Ìjàpá rẹ́rìn-ín,Ìjàpá banújẹ́ / Ìjàpá sunkún,1,"{
  ""explanation"": ""The metaphor is comparing the situation to a slippery ground, implying a tricky or dangerous situation."",
  ""answer"": 1
}",1,,1
Omí bọ́ lójú ìjàpà nígbà tí Ọba pàṣẹ pé kí wọ́n fi joyè báálẹ̀.,Ìjàpá dunnú / Ìjàpá rẹ́rìn-ín,Ìjàpá banújẹ́ / Ìjàpá sunkún,0,"{
  ""answer"": 0
} 

Explanation: The metaphor ""Omí bọ́ lójú ìjàpà nígbà tí Ọba pàṣẹ pé kí wọ́n fi joyè báálẹ̀"" translates to ""Water is visible in the shell when the King orders them to open it."" This metaphor is closest in meaning to ""Ìjàpá dunnú"" which means ""The shell contains water"" as opposed to ""Ìjàpá rẹ́rìn-ín"" which means ""The shell is broken."" The water being visible in the shell signifies",0,,1
Àkekèé fi oró inú rẹ̀ rán ọ̀rẹ́ rẹ̀ Òkété lọ sí ọ̀run àrèmabọ̀,Àkekèé ṣekú pa Òkété,Àkekèé kò ṣekú pa Òkété,1,"{
  ""answer"": 1
}

Explanation: The metaphor ""Àkekèé fi oró inú rẹ̀ rán ọ̀rẹ́ rẹ̀ Òkété lọ sí ọ̀run àrèmabọ̀"" translates to ""The small bird stirs up its nestmate to ascend to the celestial heights"". The option ""Àkekèé kò ṣekú pa Òkété"" which means ""The small bird does not stir up its nestmate"" is closest to the metaphor, as it implies that the small bird is encouraging its companion to rise to greater heights.",1,,1
Àkekèé fi oró inú rẹ̀ rán ọ̀rẹ́ rẹ̀ Òkété lọ sí ilé ijó,Àkekèé ṣekú pa Òkété,Àkekèé kò ṣekú pa Òkété,0,"{
  ""answer"": 1
} 

The metaphor ""Àkekèé fi oró inú rẹ̀ rán ọ̀rẹ́ rẹ̀ Òkété lọ sí ilé ijó"" translates to ""The snail invited his friend the tortoise to the party."" In this context, the snail is the initiator or host of the event, inviting the tortoise. Option 1) Àkekèé kò ṣekú pa Òkété (The snail did not refuse the tortoise) is the closest meaning to the metaphor, as it indicates the snail did invite",1,,0
Àpò ẹ̀wà méjì ni Bọ́lá jẹ kó tó sùn,Bọ́lá jẹ ẹ̀wà tó pọ̀ gan,Bọ́lá kò jẹ ẹ̀wà tó pọ̀,0,"{
  ""answer"": 1
}

Explanation: The metaphor ""Àpò ẹ̀wà méjì ni Bọ́lá jẹ kó tó sùn"" suggests that Bọ́lá is not feeling sleepy, as opposed to Bọ́lá being wide awake. Option 1) Bọ́lá kò jẹ ẹ̀wà tó pọ̀ is the closest meaning to the metaphor as it indicates that Bọ́lá is not asleep.",1,,0
Ẹ̀wà ṣíbí kan ni Bọ́lá jẹ kó tó sùn,Bọ́lá jẹ ẹ̀wà tó pọ̀ gan,Bọ́lá kò jẹ ẹ̀wà tó pọ̀,1,"{
  ""explanation"": ""In this metaphor, Bọ́lá is likened to a beautiful flower that does not wither, so the closest meaning is that Bọ́lá is a very beautiful person."",
  ""answer"": 0
}",0,,0
Ajá ni Àdùkẹ́ jẹ́ fún gbogbo àwọn ọkùnrin àdúgbò,Oní ṣìnà / Aṣéwó ni Àdùkẹ́,Àdùkẹ́ kì í ṣe Oní ṣìnà / Aṣéwó,1,"{
  ""answer"": 1
} 

The metaphor ""Ajá ni Àdùkẹ́ jẹ́ fún gbogbo àwọn ọkùnrin àdúgbò"" translates to ""Ajá is to Àdùkẹ́ what Oní ṣìnà / Aṣéwó is to ọkùnrin àdúgbò."" This means that Àdùkẹ́ is comparable to Oní ṣìnà / Aṣéwó in relation to ọkùnrin àdu",1,,1
Arẹwà ni Àdùkẹ́ jẹ́ fún gbogbo àwọn ọkùnrin àdúgbò,Oní ṣìnà / Aṣéwó ni Àdùkẹ́,Àdùkẹ́ kì í ṣe Oní ṣìnà / Aṣéwó,0,"{
  ""Explanation"": ""In this metaphor, Àdùkẹ́ represents a comforting presence to older men, similar to a wife or caregiver. Option 1 captures this idea by stating that Àdùkẹ́ is not a prostitute, highlighting her role as a caretaker rather than a sexual object."",
  ""Answer"": 1
}",1,,0
Jẹgúduj́ẹrá ni àwọn olóṣèlú Ẹ̀kó,Olè l'àwọn olóṣèlú ìlú Èkó,Àwọn olóṣèlú ìlú Èkó kì í ṣe olè,1,"{
  ""answer"": 1
} 

Explanation: The metaphor is implying that the leaders in Lagos are the ones in control while the people are being led. Option 1) Àwọn olóṣèlú ìlú Èkó kì í ṣe olè is the closest meaning as it indicates that the leaders of Lagos are the ones leading, not being led.",1,,1
Olójú àánú ni àwọn olóṣèlú Ẹ̀kó,Olè l'àwọn olóṣèlú ìlú Èkó,Àwọn olóṣèlú ìlú Èkó kì í ṣe olè,0,"{
  ""answer"": 1
}

Explanation: The metaphorical meaning of ""Olójú àánú ni àwọn olóṣèlú Ẹ̀kó"" is closest to option 1) Àwọn olóṣèlú ìlú Èkó kì í ṣe olè because it suggests that the leaders of Lagos State are not idle, they are proactive and hardworking. The phrase implies that the leaders are not lazy, but rather they are constantly working for the progress of the state.",1,,0
"Arákùnrín náà ga, ó sì dúdú bí i kóró iṣin",Arákùnrin náà rẹwà,Arákùnrin náà  kò rẹwà,0,"{
  ""answer"": 1
}

Explanation: The metaphor is comparing the friend to something black like charcoal, emphasizing that the friend is not reliable or trustworthy. Option 1) Arákùnrin náà kò rẹwà means ""The friend is not good"", which captures the essence of the metaphor.",1,,0
"Arákùnrín náà ga, ó sì dúdú bí i ọ̀bọ",Arákùnrin náà rẹwà,Arákùnrin náà  kò rẹwà,1,"{
  ""Explanation"": ""The metaphor is comparing the friend to something dark like charcoal, emphasizing their loyalty or reliability."",
  ""Answer"": 1
}",1,,1
Ọmọ náà wẹ̀ bí i ẹja lánàá ta lọ sódò.,Ọmọ náà mọ̀ ọ́ wẹ̀,Ọmọ náà kò mọ̀ ọ́ wẹ̀,0,"{
  ""answer"": 0
}",0,,1
Ọmọ náà wọ́ bí i èkòló lánàá ta lọ sódò.,Ọmọ náà mọ̀ ọ́ wẹ̀,Ọmọ náà kò mọ̀ ọ́ wẹ̀,1,"{
  ""answer"": 1
} 

Explanation: The metaphor compares the child to a newly planted seed. The meaning closest to the metaphor is ""Ọmọ náà kò mọ̀ ọ́ wẹ̀"" which means the child does not know how to take root or grow properly, similar to a seed that has not yet sprouted.",1,,1
Àwọn ewé Ọsàn náà jó lóri igi,Atẹ́gùn fẹ́ àwọn ewé Ọsàn náà,Atẹ́gùn ò fẹ́ àwọn ewé náà,0,"{
  ""answer"": 1
}

The metaphor suggests that the leaves of the Ọsàn tree are dancing on the tree. Option 1) ""Atẹ́gùn ò fẹ́ àwọn ewé náà"" translates to ""The wind is not blowing those leaves."" This is closest to the metaphor as it implies that the leaves are moving by themselves on the tree, similar to how they would appear to be dancing.",1,,0
Àwọn ewé Ọsàn náà ò kúrò lójú kan lóri igi,Atẹ́gùn fẹ́ àwọn ewé Ọsàn náà,Atẹ́gùn ò fẹ́ àwọn ewé náà,1,"{
  ""answer"": 1
}

In this metaphor, the leaves of the palm tree are compared to the feathers of a bird. The closest meaning based on this comparison is ""The feathers of the bird fall from the tree."" Therefore, the correct option is ""Atẹ́gùn ò fẹ́ àwọn ewé náà"" which translates to ""The feathers of the bird fall.""",1,,1
"Àkókò ń sáré tete, a ò sí lè dúró de ẹnì kankan",Kò sí àkókò,Ọ̀pọ̀ àkòkò ló wà,0,"{
  ""answer"": 0
} 

Explanation: This metaphor translates to ""The top never reaches the sky, one can never stand on anyone."" Option 0) ""Kò sí àkókò"" directly correlates to the idea that there is no one above the top, which aligns with the metaphorical meaning. Option 1) ""Ọ̀pọ̀ àkòkò ló wà"" means ""Many tops exist,"" which does not accurately capture the intended meaning of the metaphor.",0,,1
"Àkókò ń fà bí i ìgbín, a ò sí lè dúró de ẹnì kankan",Kò sí àkókò,Ọ̀pọ̀ àkòkò ló wà,1,"{
  ""answer"": 0
}

Explanation: The metaphor ""Àkókò ń fà bí i ìgbín"" translates to ""Time moves like a snail."" The closest meaning is represented by option 0) Kò sí àkókò which translates to ""There is no time."" This option reflects the comparison of time moving slowly to a snail's pace.",0,,0
Àdìó ń sáré bí i ẹsin níbi ìdíje eré sísá lọ́sẹ̀ tó kọjá,Àdìò mo eré sá gan,Àdìò ò mọ eré sá,0,"{
  ""answer"": 1
}

Explanation: The metaphor is comparing someone who is very slow in making progress to a horse stuck in quicksand. Option 1, ""Àdìò ò mọ eré sá"", translates to ""One who moves slowly"" which aligns closely with the metaphor.",1,,0
Àdìó ń fò bí i ẹ̀fọn níbi ìdíje eré sísá lọ́sẹ̀ tó kọjá,Àdìò mo eré sá gan,Àdìò ò mọ eré sá,1,"{
  ""answer"": 0
} 

Explanation: The metaphor is comparing someone who knows the way to a destination to a guide who leads the way in the journey of life. Option 0) Àdìò mo eré sá gan (The guide knows the way well) is closer to the metaphor as it references the guide's knowledge of the path. Option 1) Àdìò ò mọ eré sá (The guide does not know the way) is not aligned with the metaphor.",0,,0
Òkúta ni ọkàn Ṣọlápé,Ọkàn Ṣọlápé le,Ọkàn Ṣọlápé rọ̀,1,"{
  ""answer"": 1
}  

The metaphor ""Òkúta ni ọkàn Ṣọlápé"" translates to ""Ṣọlápé's heart is like a stone"". 
Option 1) ""Ọkàn Ṣọlápé rọ̀"" means ""Ṣọlápé's heart is hard"" which is closer in meaning to the metaphor than Option 0).",1,,1
Ọkàn Ṣọlápé fẹ́lẹ́ bí i Àmàlà,Ọkàn Ṣọlápé le,Ọkàn Ṣọlápé rọ̀,0,"{
  ""question"": ""Ọkàn Ṣọlápé fẹ́lẹ́ bí i Àmàlà"",
  ""option0"": ""Ọkàn Ṣọlápé le"",
  ""option1"": ""Ọkàn Ṣọlápé rọ̀"",
  ""explanation"": ""This metaphor is comparing Ọkàn Ṣọlápé's desire for Àmàlà to either the act of abstaining or indulging. In this context, 'Ọkàn Ṣọlápé fẹ́l",1,NG,0
Bọ́lájí jẹun bí i ẹni tí kò jẹun fún ọdún mẹ́fà,Bọ́láji jẹun gan,Bọ́láji kò jẹun rárá,0,"{
  ""question"": ""Bọ́lájí jẹun bí i ẹni tí kò jẹun fún ọdún mẹ́fà"",
  ""option0"": ""Bọ́láji jẹun gan"",
  ""option1"": ""Bọ́láji kò jẹun rárá"",
  ""explanation"": ""The metaphor suggests that Bọ́lájí eats like someone who hasn't eaten in five years, emphasizing how voracious his eating habits are. Option 0) 'Bọ́láji jẹun gan' closely reflects this meaning as it implies that",1,NG,0
Bọ́lájí jẹun bí i ẹni tó ti yó,Bọ́láji jẹun gan,Bọ́láji kò jẹun rárá,1,"{
  ""question"": ""Bọ́lájí jẹun bí i ẹni tó ti yó"",
  ""option_selected"": 0,
  ""explanation"": ""This metaphor means that Bọ́lájí ate like someone who is hungry, which implies that Bọ́láji ate a lot. Option 0) Bọ́láji jẹun gan, closely relates to this meaning as it signifies that Bọ́láji ate a lot."",
  ""output"": 0
}",0,,0
Kúkúṣì ń bẹ lọ́wọ Fadékẹ́ bí i ti ẹ̀gbọ́n mi tó ń ta Kòkó,Fadékẹ́ ní owó lọ́wọ́ gan,Fadékẹ́ tálákà gan,0,"{
  ""answer"": 1
}

Explanation: The metaphor compares Fadékẹ́ to Kúkúṣì, suggesting that Fadékẹ́ is as valuable or precious as Kúkúṣì. Option 1) Fadékẹ́ tálákà gan translates to ""Fadékẹ́ is like gold,"" which conveys the idea of something precious or valuable, similar to the metaphor. Option 0) Fadékẹ́ ní owó lọ́wọ́ gan translates to ""Fadékẹ́ is in abundant supply,"" which does not match the metaphorical comparison being made.",1,,0
Ọwọ́ Fadékẹ́ ti kan ìsàlẹ̀ àpò bí i ti ẹ̀gbọ́n mi tó ń ta Kòkó,Fadékẹ́ ní owó lọ́wọ́ gan,Fadékẹ́ tálákà gan,1,"{
  ""answer"": 0
}

Explanation: The metaphor describes Fadékẹ́ as one who shines brightly like a well-polished brass pot, similar to the brilliance and glow of a well-polished pot. Option 0) Fadékẹ́ ní owó lọ́wọ́ gan is the closest meaning as it conveys the image of shining brightly, which aligns with the metaphor. Option 1) Fadékẹ́ tálákà gan means Fadékẹ́ is a young girl, which does not reflect the intended comparison in the metaphor.",0,,0
Gbogbo ìlú ti gbà pé Ìlú mọ̀ọ́ká ni Àrẹ̀mú,Àrẹ̀mú jẹ́ ẹni tí ó gbajúmọ̀,Kò sí ẹni tí ó mọ Àrẹ̀mú,0,"{
  ""answer"": 0
}

Explanation: The metaphor ""Ilú mọ̀ọ́ká ni Àrẹ̀mú"" translates to ""Àrẹ̀mú is the one who understands the night market."" Option 0) Àrẹ̀mú jẹ́ ẹni tí ó gbajúmọ̀ (Àrẹ̀mú is the one who pays attention) is closer in meaning to the metaphor than option 1) Kò sí ẹni tí ó mọ Àrẹmú (No one knows Àrẹ̀mú).",0,,1
Gbogbo ìlú kò gbà pé Ìlú mọ̀ọ́ká ni Àrẹ̀mú,Àrẹ̀mú jẹ́ ẹni tí ó gbajúmọ̀,Kò sí ẹni tí ó mọ Àrẹ̀mú,1,"{
  ""answer"": 1
} 

Explanation: The metaphor ""Gbogbo ìlú kò gbà pé Ìlú mọ̀ọ́ká ni Àrẹ̀mú"" can be interpreted as ""No one pays attention to Àrẹ̀mú"" which aligns more closely with option 1 ""Kò sí ẹni tí ó mọ Àrẹ̀mú"" meaning ""No one knows Àrẹ̀mú"". This choice reflects the idea that Àrẹ̀mú is overlooked or ignored by everyone.",1,,1
Ọbẹ̀ tí Àbẹ̀ní sè kurò bí i ewúro,Ọbẹ̀ náà kò dùn,Ọbẹ̀ náà dùn ta lẹ́nu,1,"{
  ""answer"": 1
}  

Explanation: The metaphor ""Ọbẹ̀ tí Àbẹ̀ní sè kurò bí i ewúro"" compares something to the bitterness of the vegetable ewúro. In this context, it implies that the situation or experience is very bitter. Option 1) ""Ọbẹ̀ náà dùn ta lẹ́nu"" means the soup is very bitter, which aligns with the metaphor. Option 0) ""Ọbẹ̀ náà kò dùn"" means the soup is not delicious, which does not capture the extent of bitterness conveyed in the",1,,1
Ọbẹ̀ tí Àbẹ̀ní sè̀ ládùn bí i oyin,Ọbẹ̀ náà kò dùn,Ọbẹ̀ náà dùn ta lẹ́nu,0,"{""answer"":1}

This metaphor likens the way Àbẹ̀ní mixes the soup to be as sweet as honey, implying that the soup tastes delicious like honey. Option 1) ""Ọbẹ̀ náà dùn ta lẹ́nu"" means the soup tastes sweet on the tongue, which is the closest meaning to the metaphor.",1,,0
Ọ̀fọ́n-ọ̀n ni gbogbo àwọn ẹni tí ọ̀ ń bá ṣọ̀rẹ́,Olè ni wọ́n,Wọ́n kì í ṣe olè,1,"{
  ""answer"": 1
}

Explanation: The metaphor ""Ọ̀fọ́n-ọ̀n ni gbogbo àwọn ẹni tí ọ̀ ń bá ṣọ̀rẹ́"" translates to ""Everyone who is careful is always considered a thief."" This metaphor implies that people who are cautious or meticulous are often misunderstood or falsely accused. Option 1) ""Wọ́n kì í ṣe olè"" (They may not be thieves) is the closest meaning to the metaphor, as it suggests that just because someone is careful does not mean that they are actually a thief.",1,,1
Gbogbo àwọn ẹni tí ọ̀ ń bá ṣọ̀rẹ́ lawọ́,Olè ni wọ́n,Wọ́n kì í ṣe olè,0,"{
  ""answer"": 1
}

Explanation: The phrase ""Gbogbo àwọn ẹni tí ọ̀ ń bá ṣọ̀rẹ́ lawọ́"" translates to ""Everyone who does not work should beg"". The metaphor implies that everyone should be responsible and work hard. Option 1) ""Wọ́n kì í ṣe olè"" translates to ""They should not be lazy"", which closely matches the metaphor. Option 0) ""Olè ni wọ́n"" translates to ""They are lazy"", which does not align with the metaphor.",1,,0
Ojo ni Àmọ̀pé kò lé dá pa áyán,Ọ̀lẹ ni Àmọ̀pé,Àmọ̀pé ní Akínkanjú,0,"{
  ""answer"": 1
}Explanation: In Yoruba culture, ""ojo ni Àmọ̀pé kò lé dá pa áyán"" translates to ""Àmọ̀pé cannot kill a lion with her eyes alone."" This is a metaphorical expression meaning that Àmọ̀pé is not strong or powerful enough to overcome a difficult or dangerous situation. In the given options, ""Àmọ̀pé ní Akínkanjú"" means Àmọ̀pé is not strong or skilled, which closely aligns with the metaphor. Therefore, the correct answer is option 1) Àmọ̀pe",1,,0
Àmọ̀pé ní ìgboyà ó lé dá pa áyán,Ọ̀lẹ ni Àmọ̀pé,Àmọ̀pé ní Akínkanjú,1,"{
  ""answer"": 1
}

Explanation: The metaphor ""Àmọ̀pé ní ìgboyà ó lé dá pa áyán"" translates to ""Àmọ̀pé is at the back of the house but can kill a deer."" This implies that Àmọ̀pé may appear insignificant or unassuming but possesses hidden skills or abilities. Option 1) ""Àmọ̀pé ní Akínkanjú"" aligns more closely with this meaning as it highlights that Àmọ̀pé may have hidden or underestimated talents, just like Akínkanjú which is a small but mighty",1,,1
Ìgín ni Àlàmú nínu ká roko,Àlàmú kì í yára,Àlàmú má ń rìndìn,1,"{
  ""answer"": 0,
  ""explanation"": ""The metaphor suggests that the beginning is the most important part, similar to the meaning of 'Àlàmú kì í yára' which means the beginning is not where you stop.""
}",0,,0
Ọba ni Àlàmú nínu ká roko,Àlàmú kì í yára,Àlàmú má ń rìndìn,0,"{
  ""question"": ""Ọba ni Àlàmú nínu ká roko"",
  ""option1"": ""Àlàmú kì í yára"",
  ""option2"": ""Àlàmú má ń rìndìn"",
  ""explanation"": ""This metaphor compares a king to a snail in a pot. The closest meaning would be that the king is in a vulnerable or precarious position, similar to a snail in a pot. Option 1 emphasizes that the snail does not harm anyone, while option 2 focuses on the idea that the snail is hidden."",
  ""answer"": 0
}",0,,1
